id,census_geoid_14,validThrough
ocd-division/country:us/state:ca/sldu:21,sldu-06021,
ocd-division/country:us/state:ca/sldu:22,sldu-06022,
ocd-division/country:us/state:ca/sldu:23,sldu-06023,
ocd-division/country:us/state:ca/sldu:24,sldu-06024,
ocd-division/country:us/state:ca/sldu:25,sldu-06025,
ocd-division/country:us/state:ca/sldu:26,sldu-06026,
ocd-division/country:us/state:ca/sldu:27,sldu-06027,
ocd-division/country:us/state:ca/sldu:28,sldu-06028,
ocd-division/country:us/state:ca/sldu:29,sldu-06029,
ocd-division/country:us/state:ca/sldu:30,sldu-06030,
ocd-division/country:us/state:ca/sldu:31,sldu-06031,
ocd-division/country:us/state:ca/sldu:32,sldu-06032,
ocd-division/country:us/state:ca/sldu:33,sldu-06033,
ocd-division/country:us/state:ca/sldu:34,sldu-06034,
ocd-division/country:us/state:ca/sldu:35,sldu-06035,
ocd-division/country:us/state:ca/sldu:36,sldu-06036,
ocd-division/country:us/state:ca/sldu:37,sldu-06037,
ocd-division/country:us/state:ca/sldu:38,sldu-06038,
ocd-division/country:us/state:ca/sldu:39,sldu-06039,
ocd-division/country:us/state:ca/sldu:40,sldu-06040,
ocd-division/country:us/state:co/sldu:1,sldu-08001,
ocd-division/country:us/state:co/sldu:2,sldu-08002,
ocd-division/country:us/state:co/sldu:3,sldu-08003,
ocd-division/country:us/state:co/sldu:4,sldu-08004,
ocd-division/country:us/state:co/sldu:5,sldu-08005,
ocd-division/country:us/state:co/sldu:6,sldu-08006,
ocd-division/country:us/state:co/sldu:7,sldu-08007,
ocd-division/country:us/state:co/sldu:8,sldu-08008,
ocd-division/country:us/state:co/sldu:9,sldu-08009,
ocd-division/country:us/state:co/sldu:10,sldu-08010,
ocd-division/country:us/state:co/sldu:11,sldu-08011,
ocd-division/country:us/state:co/sldu:12,sldu-08012,
ocd-division/country:us/state:co/sldu:13,sldu-08013,
ocd-division/country:us/state:co/sldu:14,sldu-08014,
ocd-division/country:us/state:co/sldu:15,sldu-08015,
ocd-division/country:us/state:co/sldu:16,sldu-08016,
ocd-division/country:us/state:co/sldu:17,sldu-08017,
ocd-division/country:us/state:co/sldu:18,sldu-08018,
ocd-division/country:us/state:co/sldu:19,sldu-08019,
ocd-division/country:us/state:co/sldu:20,sldu-08020,
ocd-division/country:us/state:co/sldu:21,sldu-08021,
ocd-division/country:us/state:co/sldu:22,sldu-08022,
ocd-division/country:us/state:co/sldu:23,sldu-08023,
ocd-division/country:us/state:co/sldu:24,sldu-08024,
ocd-division/country:us/state:co/sldu:25,sldu-08025,
ocd-division/country:us/state:co/sldu:26,sldu-08026,
ocd-division/country:us/state:co/sldu:27,sldu-08027,
ocd-division/country:us/state:co/sldu:28,sldu-08028,
ocd-division/country:us/state:co/sldu:29,sldu-08029,
ocd-division/country:us/state:co/sldu:30,sldu-08030,
ocd-division/country:us/state:co/sldu:31,sldu-08031,
ocd-division/country:us/state:co/sldu:32,sldu-08032,
ocd-division/country:us/state:co/sldu:33,sldu-08033,
ocd-division/country:us/state:co/sldu:34,sldu-08034,
ocd-division/country:us/state:co/sldu:35,sldu-08035,
ocd-division/country:us/state:ct/sldu:1,sldu-09001,
ocd-division/country:us/state:ct/sldu:2,sldu-09002,
ocd-division/country:us/state:ct/sldu:3,sldu-09003,
ocd-division/country:us/state:ct/sldu:4,sldu-09004,
ocd-division/country:us/state:ct/sldu:5,sldu-09005,
ocd-division/country:us/state:ct/sldu:6,sldu-09006,
ocd-division/country:us/state:ct/sldu:7,sldu-09007,
ocd-division/country:us/state:ct/sldu:8,sldu-09008,
ocd-division/country:us/state:ct/sldu:9,sldu-09009,
ocd-division/country:us/state:ct/sldu:10,sldu-09010,
ocd-division/country:us/state:ct/sldu:11,sldu-09011,
ocd-division/country:us/state:ct/sldu:12,sldu-09012,
ocd-division/country:us/state:ct/sldu:13,sldu-09013,
ocd-division/country:us/state:ct/sldu:14,sldu-09014,
ocd-division/country:us/state:ct/sldu:15,sldu-09015,
ocd-division/country:us/state:ct/sldu:16,sldu-09016,
ocd-division/country:us/state:ct/sldu:17,sldu-09017,
ocd-division/country:us/state:ct/sldu:18,sldu-09018,
ocd-division/country:us/state:ct/sldu:19,sldu-09019,
ocd-division/country:us/state:ct/sldu:20,sldu-09020,
ocd-division/country:us/state:ct/sldu:21,sldu-09021,
ocd-division/country:us/state:ct/sldu:22,sldu-09022,
ocd-division/country:us/state:ct/sldu:23,sldu-09023,
ocd-division/country:us/state:ct/sldu:24,sldu-09024,
ocd-division/country:us/state:ct/sldu:25,sldu-09025,
ocd-division/country:us/state:ct/sldu:26,sldu-09026,
ocd-division/country:us/state:ct/sldu:27,sldu-09027,
ocd-division/country:us/state:ct/sldu:28,sldu-09028,
ocd-division/country:us/state:ct/sldu:29,sldu-09029,
ocd-division/country:us/state:ct/sldu:30,sldu-09030,
ocd-division/country:us/state:ct/sldu:31,sldu-09031,
ocd-division/country:us/state:ct/sldu:32,sldu-09032,
ocd-division/country:us/state:ct/sldu:33,sldu-09033,
ocd-division/country:us/state:ct/sldu:34,sldu-09034,
ocd-division/country:us/state:ct/sldu:35,sldu-09035,
ocd-division/country:us/state:ct/sldu:36,sldu-09036,
ocd-division/country:us/state:de/sldu:1,sldu-10001,
ocd-division/country:us/state:de/sldu:2,sldu-10002,
ocd-division/country:us/state:de/sldu:3,sldu-10003,
ocd-division/country:us/state:de/sldu:4,sldu-10004,
ocd-division/country:us/state:de/sldu:5,sldu-10005,
ocd-division/country:us/state:de/sldu:6,sldu-10006,
ocd-division/country:us/state:de/sldu:7,sldu-10007,
ocd-division/country:us/state:de/sldu:8,sldu-10008,
ocd-division/country:us/state:de/sldu:9,sldu-10009,
ocd-division/country:us/state:de/sldu:10,sldu-10010,
ocd-division/country:us/state:de/sldu:11,sldu-10011,
ocd-division/country:us/state:de/sldu:12,sldu-10012,
ocd-division/country:us/state:de/sldu:13,sldu-10013,
ocd-division/country:us/state:de/sldu:14,sldu-10014,
ocd-division/country:us/state:de/sldu:15,sldu-10015,
ocd-division/country:us/state:de/sldu:16,sldu-10016,
ocd-division/country:us/state:de/sldu:17,sldu-10017,
ocd-division/country:us/state:de/sldu:18,sldu-10018,
ocd-division/country:us/state:de/sldu:19,sldu-10019,
ocd-division/country:us/state:de/sldu:20,sldu-10020,
ocd-division/country:us/state:de/sldu:21,sldu-10021,
ocd-division/country:us/district:dc/ward:1,sldu-11001,
ocd-division/country:us/district:dc/ward:2,sldu-11002,
ocd-division/country:us/district:dc/ward:3,sldu-11003,
ocd-division/country:us/district:dc/ward:4,sldu-11004,
ocd-division/country:us/district:dc/ward:5,sldu-11005,
ocd-division/country:us/district:dc/ward:6,sldu-11006,
ocd-division/country:us/district:dc/ward:7,sldu-11007,
ocd-division/country:us/district:dc/ward:8,sldu-11008,
ocd-division/country:us/state:fl/sldu:1,sldu-12001,
ocd-division/country:us/state:fl/sldu:2,sldu-12002,
ocd-division/country:us/state:fl/sldu:3,sldu-12003,
ocd-division/country:us/state:fl/sldu:4,sldu-12004,
ocd-division/country:us/state:fl/sldu:5,sldu-12005,
ocd-division/country:us/state:fl/sldu:6,sldu-12006,
ocd-division/country:us/state:fl/sldu:7,sldu-12007,
ocd-division/country:us/state:fl/sldu:8,sldu-12008,
ocd-division/country:us/state:fl/sldu:9,sldu-12009,
ocd-division/country:us/state:fl/sldu:10,sldu-12010,
ocd-division/country:us/state:fl/sldu:11,sldu-12011,
ocd-division/country:us/state:fl/sldu:12,sldu-12012,
ocd-division/country:us/state:fl/sldu:13,sldu-12013,
ocd-division/country:us/state:fl/sldu:14,sldu-12014,
ocd-division/country:us/state:fl/sldu:15,sldu-12015,
ocd-division/country:us/state:fl/sldu:16,sldu-12016,
ocd-division/country:us/state:fl/sldu:17,sldu-12017,
ocd-division/country:us/state:fl/sldu:18,sldu-12018,
ocd-division/country:us/state:fl/sldu:19,sldu-12019,
ocd-division/country:us/state:fl/sldu:20,sldu-12020,
ocd-division/country:us/state:fl/sldu:21,sldu-12021,
ocd-division/country:us/state:fl/sldu:22,sldu-12022,
ocd-division/country:us/state:fl/sldu:23,sldu-12023,
ocd-division/country:us/state:fl/sldu:24,sldu-12024,
ocd-division/country:us/state:fl/sldu:25,sldu-12025,
ocd-division/country:us/state:fl/sldu:26,sldu-12026,
ocd-division/country:us/state:fl/sldu:27,sldu-12027,
ocd-division/country:us/state:fl/sldu:28,sldu-12028,
ocd-division/country:us/state:fl/sldu:29,sldu-12029,
ocd-division/country:us/state:fl/sldu:30,sldu-12030,
ocd-division/country:us/state:fl/sldu:31,sldu-12031,
ocd-division/country:us/state:fl/sldu:32,sldu-12032,
ocd-division/country:us/state:fl/sldu:33,sldu-12033,
ocd-division/country:us/state:fl/sldu:34,sldu-12034,
ocd-division/country:us/state:fl/sldu:35,sldu-12035,
ocd-division/country:us/state:fl/sldu:36,sldu-12036,
ocd-division/country:us/state:fl/sldu:37,sldu-12037,
ocd-division/country:us/state:fl/sldu:38,sldu-12038,
ocd-division/country:us/state:fl/sldu:39,sldu-12039,
ocd-division/country:us/state:fl/sldu:40,sldu-12040,
ocd-division/country:us/state:ga/sldu:1,sldu-13001,
ocd-division/country:us/state:ga/sldu:2,sldu-13002,
ocd-division/country:us/state:ga/sldu:3,sldu-13003,
ocd-division/country:us/state:ga/sldu:4,sldu-13004,
ocd-division/country:us/state:ga/sldu:5,sldu-13005,
ocd-division/country:us/state:ga/sldu:6,sldu-13006,
ocd-division/country:us/state:ga/sldu:7,sldu-13007,
ocd-division/country:us/state:ga/sldu:8,sldu-13008,
ocd-division/country:us/state:ga/sldu:9,sldu-13009,
ocd-division/country:us/state:ga/sldu:10,sldu-13010,
ocd-division/country:us/state:ga/sldu:11,sldu-13011,
ocd-division/country:us/state:ga/sldu:12,sldu-13012,
ocd-division/country:us/state:ga/sldu:13,sldu-13013,
ocd-division/country:us/state:ga/sldu:14,sldu-13014,
ocd-division/country:us/state:ga/sldu:15,sldu-13015,
ocd-division/country:us/state:ga/sldu:16,sldu-13016,
ocd-division/country:us/state:ga/sldu:17,sldu-13017,
ocd-division/country:us/state:ga/sldu:18,sldu-13018,
ocd-division/country:us/state:ga/sldu:19,sldu-13019,
ocd-division/country:us/state:ga/sldu:20,sldu-13020,
ocd-division/country:us/state:ga/sldu:21,sldu-13021,
ocd-division/country:us/state:ga/sldu:22,sldu-13022,
ocd-division/country:us/state:ga/sldu:23,sldu-13023,
ocd-division/country:us/state:ga/sldu:24,sldu-13024,
ocd-division/country:us/state:ga/sldu:25,sldu-13025,
ocd-division/country:us/state:ga/sldu:26,sldu-13026,
ocd-division/country:us/state:ga/sldu:27,sldu-13027,
ocd-division/country:us/state:ga/sldu:28,sldu-13028,
ocd-division/country:us/state:ga/sldu:29,sldu-13029,
ocd-division/country:us/state:ga/sldu:30,sldu-13030,
ocd-division/country:us/state:ga/sldu:31,sldu-13031,
ocd-division/country:us/state:ga/sldu:32,sldu-13032,
ocd-division/country:us/state:ga/sldu:33,sldu-13033,
ocd-division/country:us/state:ga/sldu:34,sldu-13034,
ocd-division/country:us/state:ga/sldu:35,sldu-13035,
ocd-division/country:us/state:ga/sldu:36,sldu-13036,
ocd-division/country:us/state:ga/sldu:37,sldu-13037,
ocd-division/country:us/state:ga/sldu:38,sldu-13038,
ocd-division/country:us/state:ga/sldu:39,sldu-13039,
ocd-division/country:us/state:ga/sldu:40,sldu-13040,
ocd-division/country:us/state:ga/sldu:41,sldu-13041,
ocd-division/country:us/state:ga/sldu:42,sldu-13042,
ocd-division/country:us/state:ga/sldu:43,sldu-13043,
ocd-division/country:us/state:ga/sldu:44,sldu-13044,
ocd-division/country:us/state:ga/sldu:45,sldu-13045,
ocd-division/country:us/state:ga/sldu:46,sldu-13046,
ocd-division/country:us/state:ga/sldu:47,sldu-13047,
ocd-division/country:us/state:ga/sldu:48,sldu-13048,
ocd-division/country:us/state:ga/sldu:49,sldu-13049,
ocd-division/country:us/state:ga/sldu:50,sldu-13050,
ocd-division/country:us/state:ga/sldu:51,sldu-13051,
ocd-division/country:us/state:ga/sldu:52,sldu-13052,
ocd-division/country:us/state:ga/sldu:53,sldu-13053,
ocd-division/country:us/state:ga/sldu:54,sldu-13054,
ocd-division/country:us/state:ga/sldu:55,sldu-13055,
ocd-division/country:us/state:ga/sldu:56,sldu-13056,
ocd-division/country:us/state:hi/sldu:1,sldu-15001,
ocd-division/country:us/state:hi/sldu:2,sldu-15002,
ocd-division/country:us/state:hi/sldu:3,sldu-15003,
ocd-division/country:us/state:hi/sldu:4,sldu-15004,
ocd-division/country:us/state:hi/sldu:5,sldu-15005,
ocd-division/country:us/state:hi/sldu:6,sldu-15006,
ocd-division/country:us/state:hi/sldu:7,sldu-15007,
ocd-division/country:us/state:hi/sldu:8,sldu-15008,
ocd-division/country:us/state:hi/sldu:9,sldu-15009,
ocd-division/country:us/state:hi/sldu:10,sldu-15010,
ocd-division/country:us/state:hi/sldu:11,sldu-15011,
ocd-division/country:us/state:hi/sldu:12,sldu-15012,
ocd-division/country:us/state:hi/sldu:13,sldu-15013,
ocd-division/country:us/state:hi/sldu:14,sldu-15014,
ocd-division/country:us/state:hi/sldu:15,sldu-15015,
ocd-division/country:us/state:hi/sldu:16,sldu-15016,
ocd-division/country:us/state:hi/sldu:17,sldu-15017,
ocd-division/country:us/state:hi/sldu:18,sldu-15018,
ocd-division/country:us/state:hi/sldu:19,sldu-15019,
ocd-division/country:us/state:hi/sldu:20,sldu-15020,
ocd-division/country:us/state:hi/sldu:21,sldu-15021,
ocd-division/country:us/state:hi/sldu:22,sldu-15022,
ocd-division/country:us/state:hi/sldu:23,sldu-15023,
ocd-division/country:us/state:hi/sldu:24,sldu-15024,
ocd-division/country:us/state:hi/sldu:25,sldu-15025,
ocd-division/country:us/state:id/sldu:1,sldu-16001,
ocd-division/country:us/state:id/sldu:2,sldu-16002,
ocd-division/country:us/state:id/sldu:3,sldu-16003,
ocd-division/country:us/state:id/sldu:4,sldu-16004,
ocd-division/country:us/state:id/sldu:5,sldu-16005,
ocd-division/country:us/state:id/sldu:6,sldu-16006,
ocd-division/country:us/state:id/sldu:7,sldu-16007,
ocd-division/country:us/state:id/sldu:8,sldu-16008,
ocd-division/country:us/state:id/sldu:9,sldu-16009,
ocd-division/country:us/state:id/sldu:10,sldu-16010,
ocd-division/country:us/state:id/sldu:11,sldu-16011,
ocd-division/country:us/state:id/sldu:12,sldu-16012,
ocd-division/country:us/state:id/sldu:13,sldu-16013,
ocd-division/country:us/state:id/sldu:14,sldu-16014,
ocd-division/country:us/state:id/sldu:15,sldu-16015,
ocd-division/country:us/state:id/sldu:16,sldu-16016,
ocd-division/country:us/state:id/sldu:17,sldu-16017,
ocd-division/country:us/state:id/sldu:18,sldu-16018,
ocd-division/country:us/state:id/sldu:19,sldu-16019,
ocd-division/country:us/state:id/sldu:20,sldu-16020,
ocd-division/country:us/state:id/sldu:21,sldu-16021,
ocd-division/country:us/state:id/sldu:22,sldu-16022,
ocd-division/country:us/state:id/sldu:23,sldu-16023,
ocd-division/country:us/state:id/sldu:24,sldu-16024,
ocd-division/country:us/state:id/sldu:25,sldu-16025,
ocd-division/country:us/state:id/sldu:26,sldu-16026,
ocd-division/country:us/state:id/sldu:27,sldu-16027,
ocd-division/country:us/state:id/sldu:28,sldu-16028,
ocd-division/country:us/state:id/sldu:29,sldu-16029,
ocd-division/country:us/state:id/sldu:30,sldu-16030,
ocd-division/country:us/state:id/sldu:31,sldu-16031,
ocd-division/country:us/state:id/sldu:32,sldu-16032,
ocd-division/country:us/state:id/sldu:33,sldu-16033,
ocd-division/country:us/state:id/sldu:34,sldu-16034,
ocd-division/country:us/state:id/sldu:35,sldu-16035,
ocd-division/country:us/state:il/sldu:1,sldu-17001,
ocd-division/country:us/state:il/sldu:2,sldu-17002,
ocd-division/country:us/state:il/sldu:3,sldu-17003,
ocd-division/country:us/state:il/sldu:4,sldu-17004,
ocd-division/country:us/state:il/sldu:5,sldu-17005,
ocd-division/country:us/state:il/sldu:6,sldu-17006,
ocd-division/country:us/state:il/sldu:7,sldu-17007,
ocd-division/country:us/state:il/sldu:8,sldu-17008,
ocd-division/country:us/state:il/sldu:9,sldu-17009,
ocd-division/country:us/state:il/sldu:10,sldu-17010,
ocd-division/country:us/state:il/sldu:11,sldu-17011,
ocd-division/country:us/state:il/sldu:12,sldu-17012,
ocd-division/country:us/state:il/sldu:13,sldu-17013,
ocd-division/country:us/state:il/sldu:14,sldu-17014,
ocd-division/country:us/state:il/sldu:15,sldu-17015,
ocd-division/country:us/state:il/sldu:16,sldu-17016,
ocd-division/country:us/state:il/sldu:17,sldu-17017,
ocd-division/country:us/state:il/sldu:18,sldu-17018,
ocd-division/country:us/state:il/sldu:19,sldu-17019,
ocd-division/country:us/state:il/sldu:20,sldu-17020,
ocd-division/country:us/state:il/sldu:21,sldu-17021,
ocd-division/country:us/state:il/sldu:22,sldu-17022,
ocd-division/country:us/state:il/sldu:23,sldu-17023,
ocd-division/country:us/state:il/sldu:24,sldu-17024,
ocd-division/country:us/state:il/sldu:25,sldu-17025,
ocd-division/country:us/state:il/sldu:26,sldu-17026,
ocd-division/country:us/state:il/sldu:27,sldu-17027,
ocd-division/country:us/state:il/sldu:28,sldu-17028,
ocd-division/country:us/state:il/sldu:29,sldu-17029,
ocd-division/country:us/state:il/sldu:30,sldu-17030,
ocd-division/country:us/state:il/sldu:31,sldu-17031,
ocd-division/country:us/state:il/sldu:32,sldu-17032,
ocd-division/country:us/state:il/sldu:33,sldu-17033,
ocd-division/country:us/state:il/sldu:34,sldu-17034,
ocd-division/country:us/state:il/sldu:35,sldu-17035,
ocd-division/country:us/state:il/sldu:36,sldu-17036,
ocd-division/country:us/state:il/sldu:37,sldu-17037,
ocd-division/country:us/state:il/sldu:38,sldu-17038,
ocd-division/country:us/state:il/sldu:39,sldu-17039,
ocd-division/country:us/state:il/sldu:40,sldu-17040,
ocd-division/country:us/state:il/sldu:41,sldu-17041,
ocd-division/country:us/state:il/sldu:42,sldu-17042,
ocd-division/country:us/state:il/sldu:43,sldu-17043,
ocd-division/country:us/state:il/sldu:44,sldu-17044,
ocd-division/country:us/state:il/sldu:45,sldu-17045,
ocd-division/country:us/state:il/sldu:46,sldu-17046,
ocd-division/country:us/state:il/sldu:47,sldu-17047,
ocd-division/country:us/state:il/sldu:48,sldu-17048,
ocd-division/country:us/state:il/sldu:49,sldu-17049,
ocd-division/country:us/state:il/sldu:50,sldu-17050,
ocd-division/country:us/state:il/sldu:51,sldu-17051,
ocd-division/country:us/state:il/sldu:52,sldu-17052,
ocd-division/country:us/state:il/sldu:53,sldu-17053,
ocd-division/country:us/state:il/sldu:54,sldu-17054,
ocd-division/country:us/state:il/sldu:55,sldu-17055,
ocd-division/country:us/state:il/sldu:56,sldu-17056,
ocd-division/country:us/state:il/sldu:57,sldu-17057,
ocd-division/country:us/state:il/sldu:58,sldu-17058,
ocd-division/country:us/state:il/sldu:59,sldu-17059,
ocd-division/country:us/state:in/sldu:1,sldu-18001,
ocd-division/country:us/state:in/sldu:2,sldu-18002,
ocd-division/country:us/state:in/sldu:3,sldu-18003,
ocd-division/country:us/state:in/sldu:4,sldu-18004,
ocd-division/country:us/state:in/sldu:5,sldu-18005,
ocd-division/country:us/state:in/sldu:6,sldu-18006,
ocd-division/country:us/state:in/sldu:7,sldu-18007,
ocd-division/country:us/state:in/sldu:8,sldu-18008,
ocd-division/country:us/state:in/sldu:9,sldu-18009,
ocd-division/country:us/state:in/sldu:10,sldu-18010,
ocd-division/country:us/state:in/sldu:11,sldu-18011,
ocd-division/country:us/state:in/sldu:12,sldu-18012,
ocd-division/country:us/state:in/sldu:13,sldu-18013,
ocd-division/country:us/state:in/sldu:14,sldu-18014,
