id,sameAs,sameAsNote
ocd-division/country:in/state:tg/lok_sabha:adilabad,ocd-division/country:in/state:tg/cd:adilabad,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tg/lok_sabha:peddapalle,ocd-division/country:in/state:tg/cd:peddapalle,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tg/lok_sabha:karimnagar,ocd-division/country:in/state:tg/cd:karimnagar,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tg/lok_sabha:nizamabad,ocd-division/country:in/state:tg/cd:nizamabad,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tg/lok_sabha:zahirabad,ocd-division/country:in/state:tg/cd:zahirabad,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tg/lok_sabha:medak,ocd-division/country:in/state:tg/cd:medak,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tg/lok_sabha:malkajgiri,ocd-division/country:in/state:tg/cd:malkajgiri,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tg/lok_sabha:secunderabad,ocd-division/country:in/state:tg/cd:secunderabad,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tg/lok_sabha:hyderabad,ocd-division/country:in/state:tg/cd:hyderabad,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tg/lok_sabha:chevella,ocd-division/country:in/state:tg/cd:chevella,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tg/lok_sabha:mahbubnagar,ocd-division/country:in/state:tg/cd:mahbubnagar,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tg/lok_sabha:nagarkurnool,ocd-division/country:in/state:tg/cd:nagarkurnool,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tg/lok_sabha:nalgonda,ocd-division/country:in/state:tg/cd:nalgonda,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tg/lok_sabha:bhongir,ocd-division/country:in/state:tg/cd:bhongir,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tg/lok_sabha:warangal,ocd-division/country:in/state:tg/cd:warangal,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tg/lok_sabha:mahabubabad,ocd-division/country:in/state:tg/cd:mahabubabad,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tg/lok_sabha:khammam,ocd-division/country:in/state:tg/cd:khammam,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tr/lok_sabha:tripura_west,ocd-division/country:in/state:tr/cd:tripura_west,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:tr/lok_sabha:tripura_east,ocd-division/country:in/state:tr/cd:tripura_east,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:saharanpur,ocd-division/country:in/state:up/cd:saharanpur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:kairana,ocd-division/country:in/state:up/cd:kairana,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:muzaffarnagar,ocd-division/country:in/state:up/cd:muzaffarnagar,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:bijnor,ocd-division/country:in/state:up/cd:bijnor,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:nagina,ocd-division/country:in/state:up/cd:nagina,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:moradabad,ocd-division/country:in/state:up/cd:moradabad,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:rampur,ocd-division/country:in/state:up/cd:rampur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:sambhal,ocd-division/country:in/state:up/cd:sambhal,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:amroha,ocd-division/country:in/state:up/cd:amroha,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:meerut,ocd-division/country:in/state:up/cd:meerut,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:baghpat,ocd-division/country:in/state:up/cd:baghpat,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:ghaziabad,ocd-division/country:in/state:up/cd:ghaziabad,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:gautam_buddha_nagar,ocd-division/country:in/state:up/cd:gautam_buddha_nagar,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:bulandshahr,ocd-division/country:in/state:up/cd:bulandshahr,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:aligarh,ocd-division/country:in/state:up/cd:aligarh,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:hathras,ocd-division/country:in/state:up/cd:hathras,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:mathura,ocd-division/country:in/state:up/cd:mathura,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:agra,ocd-division/country:in/state:up/cd:agra,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:fatehpur_sikri,ocd-division/country:in/state:up/cd:fatehpur_sikri,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:firozabad,ocd-division/country:in/state:up/cd:firozabad,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:mainpuri,ocd-division/country:in/state:up/cd:mainpuri,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:etah,ocd-division/country:in/state:up/cd:etah,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:badaun,ocd-division/country:in/state:up/cd:badaun,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:aonla,ocd-division/country:in/state:up/cd:aonla,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:bareilly,ocd-division/country:in/state:up/cd:bareilly,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:pilibhit,ocd-division/country:in/state:up/cd:pilibhit,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:shahjahanpur,ocd-division/country:in/state:up/cd:shahjahanpur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:kheri,ocd-division/country:in/state:up/cd:kheri,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:dhaurahra,ocd-division/country:in/state:up/cd:dhaurahra,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:sitapur,ocd-division/country:in/state:up/cd:sitapur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:hardoi,ocd-division/country:in/state:up/cd:hardoi,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:misrikh,ocd-division/country:in/state:up/cd:misrikh,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:unnao,ocd-division/country:in/state:up/cd:unnao,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:mohanlalganj,ocd-division/country:in/state:up/cd:mohanlalganj,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:lucknow,ocd-division/country:in/state:up/cd:lucknow,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:rae_bareli,ocd-division/country:in/state:up/cd:rae_bareli,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:amethi,ocd-division/country:in/state:up/cd:amethi,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:sultanpur,ocd-division/country:in/state:up/cd:sultanpur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:pratapgarh,ocd-division/country:in/state:up/cd:pratapgarh,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:farrukhabad,ocd-division/country:in/state:up/cd:farrukhabad,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:etawah,ocd-division/country:in/state:up/cd:etawah,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:kannauj,ocd-division/country:in/state:up/cd:kannauj,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:kanpur_urban,ocd-division/country:in/state:up/cd:kanpur_urban,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:akbarpur,ocd-division/country:in/state:up/cd:akbarpur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:jalaun,ocd-division/country:in/state:up/cd:jalaun,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:jhansi,ocd-division/country:in/state:up/cd:jhansi,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:hamirpur,ocd-division/country:in/state:up/cd:hamirpur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:banda,ocd-division/country:in/state:up/cd:banda,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:fatehpur,ocd-division/country:in/state:up/cd:fatehpur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:kaushambi,ocd-division/country:in/state:up/cd:kaushambi,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:phulpur,ocd-division/country:in/state:up/cd:phulpur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:allahabad,ocd-division/country:in/state:up/cd:allahabad,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:barabanki,ocd-division/country:in/state:up/cd:barabanki,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:faizabad,ocd-division/country:in/state:up/cd:faizabad,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:ambedkar_nagar,ocd-division/country:in/state:up/cd:ambedkar_nagar,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:bahraich,ocd-division/country:in/state:up/cd:bahraich,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:kaiserganj,ocd-division/country:in/state:up/cd:kaiserganj,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:shrawasti,ocd-division/country:in/state:up/cd:shrawasti,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:gonda,ocd-division/country:in/state:up/cd:gonda,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:domariyaganj,ocd-division/country:in/state:up/cd:domariyaganj,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:basti,ocd-division/country:in/state:up/cd:basti,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:sant_kabir_nagar,ocd-division/country:in/state:up/cd:sant_kabir_nagar,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:maharajganj,ocd-division/country:in/state:up/cd:maharajganj,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:gorakhpur,ocd-division/country:in/state:up/cd:gorakhpur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:kushi_nagar,ocd-division/country:in/state:up/cd:kushi_nagar,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:deoria,ocd-division/country:in/state:up/cd:deoria,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:bansgaon,ocd-division/country:in/state:up/cd:bansgaon,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:lalganj,ocd-division/country:in/state:up/cd:lalganj,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:azamgarh,ocd-division/country:in/state:up/cd:azamgarh,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:ghosi,ocd-division/country:in/state:up/cd:ghosi,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:salempur,ocd-division/country:in/state:up/cd:salempur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:ballia,ocd-division/country:in/state:up/cd:ballia,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:jaunpur,ocd-division/country:in/state:up/cd:jaunpur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:machhlishahr,ocd-division/country:in/state:up/cd:machhlishahr,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:ghazipur,ocd-division/country:in/state:up/cd:ghazipur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:chandauli,ocd-division/country:in/state:up/cd:chandauli,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:varanasi,ocd-division/country:in/state:up/cd:varanasi,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:bhadohi,ocd-division/country:in/state:up/cd:bhadohi,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:mirzapur,ocd-division/country:in/state:up/cd:mirzapur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:up/lok_sabha:robertsganj,ocd-division/country:in/state:up/cd:robertsganj,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:ut/lok_sabha:tehri_garhwal,ocd-division/country:in/state:ut/cd:tehri_garhwal,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:ut/lok_sabha:garhwal,ocd-division/country:in/state:ut/cd:garhwal,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:ut/lok_sabha:almora,ocd-division/country:in/state:ut/cd:almora,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:ut/lok_sabha:nainital-udhamsingh_nagar,ocd-division/country:in/state:ut/cd:nainital-udhamsingh_nagar,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:ut/lok_sabha:haridwar,ocd-division/country:in/state:ut/cd:haridwar,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:cooch_behar,ocd-division/country:in/state:wb/cd:cooch_behar,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:alipurduars,ocd-division/country:in/state:wb/cd:alipurduars,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:jalpaiguri,ocd-division/country:in/state:wb/cd:jalpaiguri,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:darjeeling,ocd-division/country:in/state:wb/cd:darjeeling,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:raiganj,ocd-division/country:in/state:wb/cd:raiganj,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:balurghat,ocd-division/country:in/state:wb/cd:balurghat,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:maldaha_uttar,ocd-division/country:in/state:wb/cd:maldaha_uttar,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:maldaha_dakshin,ocd-division/country:in/state:wb/cd:maldaha_dakshin,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:jangipur,ocd-division/country:in/state:wb/cd:jangipur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:baharampur,ocd-division/country:in/state:wb/cd:baharampur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:murshidabad,ocd-division/country:in/state:wb/cd:murshidabad,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:krishnanagar,ocd-division/country:in/state:wb/cd:krishnanagar,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:ranaghat,ocd-division/country:in/state:wb/cd:ranaghat,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:bangaon,ocd-division/country:in/state:wb/cd:bangaon,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:barrackpur,ocd-division/country:in/state:wb/cd:barrackpur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:dum_dum,ocd-division/country:in/state:wb/cd:dum_dum,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:barasat,ocd-division/country:in/state:wb/cd:barasat,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:basirhat,ocd-division/country:in/state:wb/cd:basirhat,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:jaynagar,ocd-division/country:in/state:wb/cd:jaynagar,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:mathurapur,ocd-division/country:in/state:wb/cd:mathurapur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:diamond_harbour,ocd-division/country:in/state:wb/cd:diamond_harbour,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:jadavpur,ocd-division/country:in/state:wb/cd:jadavpur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:kolkata_dakshin,ocd-division/country:in/state:wb/cd:kolkata_dakshin,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:kolkata_uttar,ocd-division/country:in/state:wb/cd:kolkata_uttar,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:howrah,ocd-division/country:in/state:wb/cd:howrah,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:uluberia,ocd-division/country:in/state:wb/cd:uluberia,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:srerampur,ocd-division/country:in/state:wb/cd:srerampur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:hooghly,ocd-division/country:in/state:wb/cd:hooghly,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:arambag,ocd-division/country:in/state:wb/cd:arambag,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:tamluk,ocd-division/country:in/state:wb/cd:tamluk,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:kanthi,ocd-division/country:in/state:wb/cd:kanthi,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:ghatal,ocd-division/country:in/state:wb/cd:ghatal,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:jhargram,ocd-division/country:in/state:wb/cd:jhargram,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:medinipur,ocd-division/country:in/state:wb/cd:medinipur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:purulia,ocd-division/country:in/state:wb/cd:purulia,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:bankura,ocd-division/country:in/state:wb/cd:bankura,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:bishnupur,ocd-division/country:in/state:wb/cd:bishnupur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:bardhaman_purba,ocd-division/country:in/state:wb/cd:bardhaman_purba,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:bardhaman-durgapur,ocd-division/country:in/state:wb/cd:bardhaman-durgapur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:asansol,ocd-division/country:in/state:wb/cd:asansol,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:bolpur,ocd-division/country:in/state:wb/cd:bolpur,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/state:wb/lok_sabha:birbhum,ocd-division/country:in/state:wb/cd:birbhum,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/territory:an/lok_sabha:andaman_and_nicobar_islands,ocd-division/country:in/territory:an/cd:andaman_and_nicobar_islands,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/territory:ch/lok_sabha:chandigarh,ocd-division/country:in/territory:ch/cd:chandigarh,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/territory:dn/lok_sabha:dadra_and_nagar_haveli,ocd-division/country:in/territory:dn/cd:dadra_and_nagar_haveli,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/territory:dd/lok_sabha:daman_and_diu,ocd-division/country:in/territory:dd/cd:daman_and_diu,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/territory:ld/lok_sabha:lakshadweep,ocd-division/country:in/territory:ld/cd:lakshadweep,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/territory:dl/lok_sabha:chandni_chowk,ocd-division/country:in/territory:dl/cd:chandni_chowk,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/territory:dl/lok_sabha:north_east_delhi,ocd-division/country:in/territory:dl/cd:north_east_delhi,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/territory:dl/lok_sabha:east_delhi,ocd-division/country:in/territory:dl/cd:east_delhi,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/territory:dl/lok_sabha:new_delhi,ocd-division/country:in/territory:dl/cd:new_delhi,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/territory:dl/lok_sabha:north_west_delhi,ocd-division/country:in/territory:dl/cd:north_west_delhi,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/territory:dl/lok_sabha:west_delhi,ocd-division/country:in/territory:dl/cd:west_delhi,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/territory:dl/lok_sabha:south_delhi,ocd-division/country:in/territory:dl/cd:south_delhi,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/territory:py/lok_sabha:puducherry,ocd-division/country:in/territory:py/cd:puducherry,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/lok_sabha:anglo-indian_reserved_seats_1,ocd-division/country:in/cd:anglo-indian_reserved_seats_1,Added for backwards compatibility with lok_sabha identifiers
ocd-division/country:in/lok_sabha:anglo-indian_reserved_seats_2,ocd-division/country:in/cd:anglo-indian_reserved_seats_2,Added for backwards compatibility with lok_sabha identifiers
