id,sameAs
ocd-division/country:uk/pcon:plymouth_moor_view,ocd-division/country:gb/part:eng/region:ukk/ed:plymouth_moor_view
ocd-division/country:uk/pcon:plymouth_sutton_and_devonport,ocd-division/country:gb/part:eng/region:ukk/ed:plymouth_sutton_and_devonport
ocd-division/country:uk/pcon:poole,ocd-division/country:gb/part:eng/region:ukk/ed:poole
ocd-division/country:uk/pcon:salisbury,ocd-division/country:gb/part:eng/region:ukk/ed:salisbury
ocd-division/country:uk/pcon:somerton_and_frome,ocd-division/country:gb/part:eng/region:ukk/ed:somerton_and_frome
ocd-division/country:uk/pcon:south_dorset,ocd-division/country:gb/part:eng/region:ukk/ed:south_dorset
ocd-division/country:uk/pcon:south_east_cornwall,ocd-division/country:gb/part:eng/region:ukk/ed:south_east_cornwall
ocd-division/country:uk/pcon:south_swindon,ocd-division/country:gb/part:eng/region:ukk/ed:south_swindon
ocd-division/country:uk/pcon:south_west_devon,ocd-division/country:gb/part:eng/region:ukk/ed:south_west_devon
ocd-division/country:uk/pcon:south_west_wiltshire,ocd-division/country:gb/part:eng/region:ukk/ed:south_west_wiltshire
ocd-division/country:uk/pcon:st_austell_and_newquay,ocd-division/country:gb/part:eng/region:ukk/ed:st_austell_and_newquay
ocd-division/country:uk/pcon:st_ives,ocd-division/country:gb/part:eng/region:ukk/ed:st_ives
ocd-division/country:uk/pcon:stroud,ocd-division/country:gb/part:eng/region:ukk/ed:stroud
ocd-division/country:uk/pcon:taunton_deane,ocd-division/country:gb/part:eng/region:ukk/ed:taunton_deane
ocd-division/country:uk/pcon:tewkesbury,ocd-division/country:gb/part:eng/region:ukk/ed:tewkesbury
ocd-division/country:uk/pcon:the_cotswolds,ocd-division/country:gb/part:eng/region:ukk/ed:the_cotswolds
ocd-division/country:uk/pcon:thornbury_and_yate,ocd-division/country:gb/part:eng/region:ukk/ed:thornbury_and_yate
ocd-division/country:uk/pcon:tiverton_and_honiton,ocd-division/country:gb/part:eng/region:ukk/ed:tiverton_and_honiton
ocd-division/country:uk/pcon:torbay,ocd-division/country:gb/part:eng/region:ukk/ed:torbay
ocd-division/country:uk/pcon:torridge_and_west_devon,ocd-division/country:gb/part:eng/region:ukk/ed:torridge_and_west_devon
ocd-division/country:uk/pcon:totnes,ocd-division/country:gb/part:eng/region:ukk/ed:totnes
ocd-division/country:uk/pcon:truro_and_falmouth,ocd-division/country:gb/part:eng/region:ukk/ed:truro_and_falmouth
ocd-division/country:uk/pcon:wells,ocd-division/country:gb/part:eng/region:ukk/ed:wells
ocd-division/country:uk/pcon:west_dorset,ocd-division/country:gb/part:eng/region:ukk/ed:west_dorset
ocd-division/country:uk/pcon:weston-super-mare,ocd-division/country:gb/part:eng/region:ukk/ed:weston-super-mare
ocd-division/country:uk/pcon:yeovil,ocd-division/country:gb/part:eng/region:ukk/ed:yeovil
ocd-division/country:uk/pcon:belfast_east,ocd-division/country:gb/part:nir/ed:belfast_east
ocd-division/country:uk/pcon:belfast_north,ocd-division/country:gb/part:nir/ed:belfast_north
ocd-division/country:uk/pcon:belfast_south,ocd-division/country:gb/part:nir/ed:belfast_south
ocd-division/country:uk/pcon:belfast_west,ocd-division/country:gb/part:nir/ed:belfast_west
ocd-division/country:uk/pcon:east_antrim,ocd-division/country:gb/part:nir/ed:east_antrim
ocd-division/country:uk/pcon:east_londonderry,ocd-division/country:gb/part:nir/ed:east_londonderry
ocd-division/country:uk/pcon:fermanagh_and_south_tyrone,ocd-division/country:gb/part:nir/ed:fermanagh_and_south_tyrone
ocd-division/country:uk/pcon:foyle,ocd-division/country:gb/part:nir/ed:foyle
ocd-division/country:uk/pcon:lagan_valley,ocd-division/country:gb/part:nir/ed:lagan_valley
ocd-division/country:uk/pcon:mid_ulster,ocd-division/country:gb/part:nir/ed:mid_ulster
ocd-division/country:uk/pcon:newry_and_armagh,ocd-division/country:gb/part:nir/ed:newry_and_armagh
ocd-division/country:uk/pcon:north_antrim,ocd-division/country:gb/part:nir/ed:north_antrim
ocd-division/country:uk/pcon:north_down,ocd-division/country:gb/part:nir/ed:north_down
ocd-division/country:uk/pcon:south_antrim,ocd-division/country:gb/part:nir/ed:south_antrim
ocd-division/country:uk/pcon:south_down,ocd-division/country:gb/part:nir/ed:south_down
ocd-division/country:uk/pcon:strangford,ocd-division/country:gb/part:nir/ed:strangford
ocd-division/country:uk/pcon:upper_bann,ocd-division/country:gb/part:nir/ed:upper_bann
ocd-division/country:uk/pcon:west_tyrone,ocd-division/country:gb/part:nir/ed:west_tyrone
ocd-division/country:uk/pcon:aberdeen_north,ocd-division/country:gb/part:sct/ed:aberdeen_north
ocd-division/country:uk/pcon:aberdeen_south,ocd-division/country:gb/part:sct/ed:aberdeen_south
ocd-division/country:uk/pcon:airdrie_and_shotts,ocd-division/country:gb/part:sct/ed:airdrie_and_shotts
ocd-division/country:uk/pcon:angus,ocd-division/country:gb/part:sct/ed:angus
ocd-division/country:uk/pcon:argyll_and_bute,ocd-division/country:gb/part:sct/ed:argyll_and_bute
ocd-division/country:uk/pcon:ayr_carrick_and_cumnock,ocd-division/country:gb/part:sct/ed:ayr_carrick_and_cumnock
ocd-division/country:uk/pcon:banff_and_buchan,ocd-division/country:gb/part:sct/ed:banff_and_buchan
ocd-division/country:uk/pcon:berwickshire_roxburgh_and_selkirk,ocd-division/country:gb/part:sct/ed:berwickshire_roxburgh_and_selkirk
ocd-division/country:uk/pcon:caithness_sutherland_and_easter_ross,ocd-division/country:gb/part:sct/ed:caithness_sutherland_and_easter_ross
ocd-division/country:uk/pcon:central_ayrshire,ocd-division/country:gb/part:sct/ed:central_ayrshire
ocd-division/country:uk/pcon:coatbridge_chryston_and_bellshill,ocd-division/country:gb/part:sct/ed:coatbridge_chryston_and_bellshill
ocd-division/country:uk/pcon:cumbernauld_kilsyth_and_kirkintilloch_east,ocd-division/country:gb/part:sct/ed:cumbernauld_kilsyth_and_kirkintilloch_east
ocd-division/country:uk/pcon:dumfries_and_galloway,ocd-division/country:gb/part:sct/ed:dumfries_and_galloway
ocd-division/country:uk/pcon:dumfriesshire_clydesdale_and_tweeddale,ocd-division/country:gb/part:sct/ed:dumfriesshire_clydesdale_and_tweeddale
ocd-division/country:uk/pcon:dundee_east,ocd-division/country:gb/part:sct/ed:dundee_east
ocd-division/country:uk/pcon:dundee_west,ocd-division/country:gb/part:sct/ed:dundee_west
ocd-division/country:uk/pcon:dunfermline_and_west_fife,ocd-division/country:gb/part:sct/ed:dunfermline_and_west_fife
ocd-division/country:uk/pcon:east_dunbartonshire,ocd-division/country:gb/part:sct/ed:east_dunbartonshire
ocd-division/country:uk/pcon:east_kilbride_strathaven_and_lesmahagow,ocd-division/country:gb/part:sct/ed:east_kilbride_strathaven_and_lesmahagow
ocd-division/country:uk/pcon:east_lothian,ocd-division/country:gb/part:sct/ed:east_lothian
ocd-division/country:uk/pcon:east_renfrewshire,ocd-division/country:gb/part:sct/ed:east_renfrewshire
ocd-division/country:uk/pcon:edinburgh_east,ocd-division/country:gb/part:sct/ed:edinburgh_east
ocd-division/country:uk/pcon:edinburgh_north_and_leith,ocd-division/country:gb/part:sct/ed:edinburgh_north_and_leith
ocd-division/country:uk/pcon:edinburgh_south,ocd-division/country:gb/part:sct/ed:edinburgh_south
ocd-division/country:uk/pcon:edinburgh_south_west,ocd-division/country:gb/part:sct/ed:edinburgh_south_west
ocd-division/country:uk/pcon:edinburgh_west,ocd-division/country:gb/part:sct/ed:edinburgh_west
ocd-division/country:uk/pcon:falkirk,ocd-division/country:gb/part:sct/ed:falkirk
ocd-division/country:uk/pcon:glasgow_central,ocd-division/country:gb/part:sct/ed:glasgow_central
ocd-division/country:uk/pcon:glasgow_east,ocd-division/country:gb/part:sct/ed:glasgow_east
ocd-division/country:uk/pcon:glasgow_north,ocd-division/country:gb/part:sct/ed:glasgow_north
ocd-division/country:uk/pcon:glasgow_north_east,ocd-division/country:gb/part:sct/ed:glasgow_north_east
ocd-division/country:uk/pcon:glasgow_north_west,ocd-division/country:gb/part:sct/ed:glasgow_north_west
ocd-division/country:uk/pcon:glasgow_south,ocd-division/country:gb/part:sct/ed:glasgow_south
ocd-division/country:uk/pcon:glasgow_south_west,ocd-division/country:gb/part:sct/ed:glasgow_south_west
ocd-division/country:uk/pcon:glenrothes,ocd-division/country:gb/part:sct/ed:glenrothes
ocd-division/country:uk/pcon:gordon,ocd-division/country:gb/part:sct/ed:gordon
ocd-division/country:uk/pcon:inverclyde,ocd-division/country:gb/part:sct/ed:inverclyde
ocd-division/country:uk/pcon:inverness_nairn_badenoch_and_strathspey,ocd-division/country:gb/part:sct/ed:inverness_nairn_badenoch_and_strathspey
ocd-division/country:uk/pcon:kilmarnock_and_loudoun,ocd-division/country:gb/part:sct/ed:kilmarnock_and_loudoun
ocd-division/country:uk/pcon:kirkcaldy_and_cowdenbeath,ocd-division/country:gb/part:sct/ed:kirkcaldy_and_cowdenbeath
ocd-division/country:uk/pcon:lanark_and_hamilton_east,ocd-division/country:gb/part:sct/ed:lanark_and_hamilton_east
ocd-division/country:uk/pcon:linlithgow_and_east_falkirk,ocd-division/country:gb/part:sct/ed:linlithgow_and_east_falkirk
ocd-division/country:uk/pcon:livingston,ocd-division/country:gb/part:sct/ed:livingston
ocd-division/country:uk/pcon:midlothian,ocd-division/country:gb/part:sct/ed:midlothian
ocd-division/country:uk/pcon:moray,ocd-division/country:gb/part:sct/ed:moray
ocd-division/country:uk/pcon:motherwell_and_wishaw,ocd-division/country:gb/part:sct/ed:motherwell_and_wishaw
ocd-division/country:uk/pcon:na_h-eileanan_an_iar,ocd-division/country:gb/part:sct/ed:na_h-eileanan_an_iar
ocd-division/country:uk/pcon:north_ayrshire_and_arran,ocd-division/country:gb/part:sct/ed:north_ayrshire_and_arran
ocd-division/country:uk/pcon:north_east_fife,ocd-division/country:gb/part:sct/ed:north_east_fife
ocd-division/country:uk/pcon:ochil_and_south_perthshire,ocd-division/country:gb/part:sct/ed:ochil_and_south_perthshire
ocd-division/country:uk/pcon:orkney_and_shetland,ocd-division/country:gb/part:sct/ed:orkney_and_shetland
ocd-division/country:uk/pcon:paisley_and_renfrewshire_north,ocd-division/country:gb/part:sct/ed:paisley_and_renfrewshire_north
ocd-division/country:uk/pcon:paisley_and_renfrewshire_south,ocd-division/country:gb/part:sct/ed:paisley_and_renfrewshire_south
ocd-division/country:uk/pcon:perth_and_north_perthshire,ocd-division/country:gb/part:sct/ed:perth_and_north_perthshire
ocd-division/country:uk/pcon:ross_skye_and_lochaber,ocd-division/country:gb/part:sct/ed:ross_skye_and_lochaber
ocd-division/country:uk/pcon:rutherglen_and_hamilton_west,ocd-division/country:gb/part:sct/ed:rutherglen_and_hamilton_west
ocd-division/country:uk/pcon:stirling,ocd-division/country:gb/part:sct/ed:stirling
ocd-division/country:uk/pcon:west_aberdeenshire_and_kincardine,ocd-division/country:gb/part:sct/ed:west_aberdeenshire_and_kincardine
ocd-division/country:uk/pcon:west_dunbartonshire,ocd-division/country:gb/part:sct/ed:west_dunbartonshire
ocd-division/country:uk/pcon:aberavon,ocd-division/country:gb/part:wls/ed:aberavon
ocd-division/country:uk/pcon:aberconwy,ocd-division/country:gb/part:wls/ed:aberconwy
ocd-division/country:uk/pcon:alyn_and_deeside,ocd-division/country:gb/part:wls/ed:alyn_and_deeside
ocd-division/country:uk/pcon:arfon,ocd-division/country:gb/part:wls/ed:arfon
ocd-division/country:uk/pcon:blaenau_gwent,ocd-division/country:gb/part:wls/ed:blaenau_gwent
ocd-division/country:uk/pcon:brecon_and_radnorshire,ocd-division/country:gb/part:wls/ed:brecon_and_radnorshire
ocd-division/country:uk/pcon:bridgend,ocd-division/country:gb/part:wls/ed:bridgend
ocd-division/country:uk/pcon:caerphilly,ocd-division/country:gb/part:wls/ed:caerphilly
ocd-division/country:uk/pcon:cardiff_central,ocd-division/country:gb/part:wls/ed:cardiff_central
ocd-division/country:uk/pcon:cardiff_north,ocd-division/country:gb/part:wls/ed:cardiff_north
ocd-division/country:uk/pcon:cardiff_south_and_penarth,ocd-division/country:gb/part:wls/ed:cardiff_south_and_penarth
ocd-division/country:uk/pcon:cardiff_west,ocd-division/country:gb/part:wls/ed:cardiff_west
ocd-division/country:uk/pcon:carmarthen_east_and_dinefwr,ocd-division/country:gb/part:wls/ed:carmarthen_east_and_dinefwr
ocd-division/country:uk/pcon:carmarthen_west_and_south_pembrokeshire,ocd-division/country:gb/part:wls/ed:carmarthen_west_and_south_pembrokeshire
ocd-division/country:uk/pcon:ceredigion,ocd-division/country:gb/part:wls/ed:ceredigion
ocd-division/country:uk/pcon:clwyd_south,ocd-division/country:gb/part:wls/ed:clwyd_south
ocd-division/country:uk/pcon:clwyd_west,ocd-division/country:gb/part:wls/ed:clwyd_west
ocd-division/country:uk/pcon:cynon_valley,ocd-division/country:gb/part:wls/ed:cynon_valley
ocd-division/country:uk/pcon:delyn,ocd-division/country:gb/part:wls/ed:delyn
ocd-division/country:uk/pcon:dwyfor_meirionnydd,ocd-division/country:gb/part:wls/ed:dwyfor_meirionnydd
ocd-division/country:uk/pcon:gower,ocd-division/country:gb/part:wls/ed:gower
ocd-division/country:uk/pcon:islwyn,ocd-division/country:gb/part:wls/ed:islwyn
ocd-division/country:uk/pcon:llanelli,ocd-division/country:gb/part:wls/ed:llanelli
ocd-division/country:uk/pcon:merthyr_tydfil_and_rhymney,ocd-division/country:gb/part:wls/ed:merthyr_tydfil_and_rhymney
ocd-division/country:uk/pcon:monmouth,ocd-division/country:gb/part:wls/ed:monmouth
ocd-division/country:uk/pcon:montgomeryshire,ocd-division/country:gb/part:wls/ed:montgomeryshire
ocd-division/country:uk/pcon:neath,ocd-division/country:gb/part:wls/ed:neath
ocd-division/country:uk/pcon:newport_east,ocd-division/country:gb/part:wls/ed:newport_east
ocd-division/country:uk/pcon:newport_west,ocd-division/country:gb/part:wls/ed:newport_west
ocd-division/country:uk/pcon:ogmore,ocd-division/country:gb/part:wls/ed:ogmore
ocd-division/country:uk/pcon:pontypridd,ocd-division/country:gb/part:wls/ed:pontypridd
ocd-division/country:uk/pcon:preseli_pembrokeshire,ocd-division/country:gb/part:wls/ed:preseli_pembrokeshire
ocd-division/country:uk/pcon:rhondda,ocd-division/country:gb/part:wls/ed:rhondda
ocd-division/country:uk/pcon:swansea_east,ocd-division/country:gb/part:wls/ed:swansea_east
ocd-division/country:uk/pcon:swansea_west,ocd-division/country:gb/part:wls/ed:swansea_west
ocd-division/country:uk/pcon:torfaen,ocd-division/country:gb/part:wls/ed:torfaen
ocd-division/country:uk/pcon:vale_of_clwyd,ocd-division/country:gb/part:wls/ed:vale_of_clwyd
ocd-division/country:uk/pcon:vale_of_glamorgan,ocd-division/country:gb/part:wls/ed:vale_of_glamorgan
ocd-division/country:uk/pcon:wrexham,ocd-division/country:gb/part:wls/ed:wrexham
ocd-division/country:uk/pcon:ynys_mon,ocd-division/country:gb/part:wls/ed:ynys_môn
