id,name,gss_code
ocd-division/country:gb/part:sct/con:glasgow_shettleston,Glasgow Shettleston,S16000121
ocd-division/country:gb/part:sct/con:glasgow_southside,Glasgow Southside,S16000122
ocd-division/country:gb/part:sct/con:greenock_and_inverclyde,Greenock and Inverclyde,S16000123
ocd-division/country:gb/part:sct/con:hamilton_larkhall_and_stonehouse,"Hamilton, Larkhall and Stonehouse",S16000124
ocd-division/country:gb/part:sct/con:inverness_and_nairn,Inverness and Nairn,S16000125
ocd-division/country:gb/part:sct/con:kilmarnock_and_irvine_valley,Kilmarnock and Irvine Valley,S16000126
ocd-division/country:gb/part:sct/con:kirkcaldy,Kirkcaldy,S16000127
ocd-division/country:gb/part:sct/con:linlithgow,Linlithgow,S16000128
ocd-division/country:gb/part:sct/con:mid_fife_and_glenrothes,Mid Fife and Glenrothes,S16000129
ocd-division/country:gb/part:sct/con:midlothian_north_and_musselburgh,Midlothian North and Musselburgh,S16000130
ocd-division/country:gb/part:sct/con:midlothian_south_tweeddale_and_lauderdale,"Midlothian South, Tweeddale and Lauderdale",S16000131
ocd-division/country:gb/part:sct/con:moray,Moray,S16000132
ocd-division/country:gb/part:sct/con:motherwell_and_wishaw,Motherwell and Wishaw,S16000133
ocd-division/country:gb/part:sct/con:north_east_fife,North East Fife,S16000134
ocd-division/country:gb/part:sct/con:orkney_islands,Orkney Islands,S16000135
ocd-division/country:gb/part:sct/con:paisley,Paisley,S16000136
ocd-division/country:gb/part:sct/con:perthshire_north,Perthshire North,S16000137
ocd-division/country:gb/part:sct/con:perthshire_south_and_kinross-shire,Perthshire South and Kinross-shire,S16000138
ocd-division/country:gb/part:sct/con:renfrewshire_north_and_west,Renfrewshire North and West,S16000139
ocd-division/country:gb/part:sct/con:renfrewshire_south,Renfrewshire South,S16000140
ocd-division/country:gb/part:sct/con:rutherglen,Rutherglen,S16000141
ocd-division/country:gb/part:sct/con:shetland_islands,Shetland Islands,S16000142
ocd-division/country:gb/part:sct/con:skye_lochaber_and_badenoch,"Skye, Lochaber and Badenoch",S16000143
ocd-division/country:gb/part:sct/con:stirling,Stirling,S16000144
ocd-division/country:gb/part:sct/con:strathkelvin_and_bearsden,Strathkelvin and Bearsden,S16000148
ocd-division/country:gb/part:sct/con:uddingston_and_bellshill,Uddingston and Bellshill,S16000146
ocd-division/country:gb/part:sct/con:dundee_city_east,Dundee City East,S16000098
ocd-division/country:gb/part:sct/con:dundee_city_west,Dundee City West,S16000099
ocd-division/country:gb/part:sct/con:dunfermline,Dunfermline,S16000100
ocd-division/country:gb/part:sct/con:east_kilbride,East Kilbride,S16000101
ocd-division/country:gb/part:sct/con:east_lothian,East Lothian,S16000102
ocd-division/country:gb/part:sct/con:eastwood,Eastwood,S16000103
ocd-division/country:gb/part:sct/con:edinburgh_central,Edinburgh Central,S16000104
ocd-division/country:gb/part:sct/con:edinburgh_eastern,Edinburgh Eastern,S16000105
ocd-division/country:gb/part:sct/con:edinburgh_northern_and_leith,Edinburgh Northern and Leith,S16000106
ocd-division/country:gb/part:sct/con:edinburgh_pentlands,Edinburgh Pentlands,S16000107
ocd-division/country:gb/part:sct/con:edinburgh_southern,Edinburgh Southern,S16000108
ocd-division/country:gb/part:sct/con:edinburgh_western,Edinburgh Western,S16000109
ocd-division/country:gb/part:sct/con:na_h-eileanan_an_iar,Na h-Eileanan an Iar,S16000110
ocd-division/country:gb/part:sct/con:ettrick_roxburgh_and_berwickshire,"Ettrick, Roxburgh and Berwickshire",S16000111
ocd-division/country:gb/part:sct/con:falkirk_east,Falkirk East,S16000112
ocd-division/country:gb/part:sct/con:falkirk_west,Falkirk West,S16000113
ocd-division/country:gb/part:sct/con:galloway_and_west_dumfries,Galloway and West Dumfries,S16000114
ocd-division/country:gb/part:sct/con:glasgow_anniesland,Glasgow Anniesland,S16000115
ocd-division/country:gb/part:sct/con:glasgow_cathcart,Glasgow Cathcart,S16000116
