id,name,validFrom,validThrough
ocd-division/country:ca/province:on/ed:toronto_northeast,Toronto Northeast,1925-09-05,1935-08-13
ocd-division/country:ca/province:on/ed:toronto_northwest,Toronto Northwest,1925-09-05,1935-08-13
ocd-division/country:ca/province:on/ed:toronto_south,Toronto South,1904-09-20,1935-08-13
ocd-division/country:ca/province:on/ed:toronto_west,Toronto West,1904-09-20,1925-09-04
ocd-division/country:ca/province:on/ed:toronto_west_centre,Toronto West Centre,1925-09-05,1935-08-13
ocd-division/country:ca/province:on/ed:trinity,Trinity,1935-08-14,1988-09-30
ocd-division/country:ca/province:on/ed:trinity-spadina,Trinity—Spadina,1988-10-01,2015-08-01
ocd-division/country:ca/province:on/ed:vaughan,Vaughan,2004-05-23,2015-08-01
ocd-division/country:ca/province:on/ed:vaughan-king-aurora,Vaughan—King—Aurora,1997-04-27,2004-05-22
ocd-division/country:ca/province:on/ed:victoria,Victoria,1904-09-20,1968-04-22
ocd-division/country:ca/province:on/ed:victoria_north,Victoria North,1867-08-06,1904-09-19
ocd-division/country:ca/province:on/ed:victoria_south,Victoria South,1867-08-06,1904-09-19
ocd-division/country:ca/province:on/ed:waterloo,Waterloo,1979-03-26,1997-04-26
ocd-division/country:ca/province:on/ed:waterloo-cambridge,Waterloo—Cambridge,1973-03-29,1979-03-25
ocd-division/country:ca/province:on/ed:waterloo-wellington,Waterloo—Wellington,1997-04-27,2004-05-22
ocd-division/country:ca/province:on/ed:waterloo_north,Waterloo North,1867-08-06,1968-04-22
ocd-division/country:ca/province:on/ed:waterloo_south,Waterloo South,1867-08-06,1968-04-22
ocd-division/country:ca/province:on/ed:welland,Welland,1867-08-06,1988-09-30
ocd-division/country:ca/province:on/ed:welland-st._catharines-thorold,Welland—St. Catharines—Thorold,1988-10-01,1997-04-26
ocd-division/country:ca/province:on/ed:wellington,Wellington,1968-04-23,1979-03-25
ocd-division/country:ca/province:on/ed:wellington-dufferin-simcoe,Wellington—Dufferin—Simcoe,1979-03-26,1988-09-30
ocd-division/country:ca/province:on/ed:wellington-grey-dufferin-simcoe,Wellington—Grey—Dufferin—Simcoe,1988-10-01,1997-04-26
ocd-division/country:ca/province:on/ed:wellington-grey-dufferin-waterloo,Wellington—Grey—Dufferin—Waterloo,1970-06-26,1979-03-25
ocd-division/country:ca/province:on/ed:wellington-huron,Wellington—Huron,1953-06-13,1968-04-22
ocd-division/country:ca/province:on/ed:wellington_centre,Wellington Centre,1867-08-06,1904-09-19
ocd-division/country:ca/province:on/ed:wellington_north,Wellington North,1867-08-06,1953-06-12
ocd-division/country:ca/province:on/ed:wellington_south,Wellington South,1867-08-06,1968-04-22
ocd-division/country:ca/province:on/ed:wentworth,Wentworth,1904-09-20,1968-04-22
ocd-division/country:ca/province:on/ed:wentworth_north,Wentworth North,1867-08-06,1896-04-23
ocd-division/country:ca/province:on/ed:wentworth_north_and_brant,Wentworth North and Brant,1896-04-24,1904-09-19
ocd-division/country:ca/province:on/ed:wentworth_south,Wentworth South,1867-08-06,1904-09-19
ocd-division/country:ca/province:on/ed:whitby-ajax,Whitby—Ajax,1997-04-27,2004-05-22
ocd-division/country:ca/province:on/ed:whitby-oshawa,Whitby—Oshawa,2004-05-23,2015-08-01
ocd-division/country:ca/province:on/ed:windsor-st._clair,Windsor—St. Clair,1989-12-29,2004-05-22
ocd-division/country:ca/province:on/ed:windsor-walkerville,Windsor—Walkerville,1968-04-23,1988-09-30
ocd-division/country:ca/province:on/ed:york-humber,York—Humber,1953-06-13,1968-04-22
ocd-division/country:ca/province:on/ed:york-peel,York—Peel,1979-03-26,1988-09-30
ocd-division/country:ca/province:on/ed:york-scarborough,York—Scarborough,1953-06-13,1988-09-30
ocd-division/country:ca/province:on/ed:york-simcoe,York—Simcoe,1968-04-23,1979-03-25
ocd-division/country:ca/province:on/ed:york-simcoe-1988,York—Simcoe,1988-10-01,1997-04-26
ocd-division/country:ca/province:on/ed:york_centre,York Centre,1904-09-20,1917-10-05
ocd-division/country:ca/province:on/ed:york_east,York East,1867-08-06,1904-09-19
ocd-division/country:ca/province:on/ed:york_east-1917,York East,1917-10-06,1925-09-04
ocd-division/country:ca/province:on/ed:york_east-1935,York East,1935-08-14,1988-09-30
ocd-division/country:ca/province:on/ed:york_north,York North,1867-08-06,2004-05-22
ocd-division/country:ca/province:on/ed:york_south,York South,1904-09-20,1979-03-25
ocd-division/country:ca/province:on/ed:york_west,York West,1867-08-06,1904-09-19
ocd-division/country:ca/province:pe/ed:east_prince,East Prince,1896-04-24,1904-09-19
ocd-division/country:ca/province:pe/ed:east_queen~s,East Queen's,1896-04-24,1904-09-19
ocd-division/country:ca/province:pe/ed:hillsborough,Hillsborough,1968-04-23,2004-05-22
ocd-division/country:ca/province:pe/ed:king~s,King's,1896-04-24,1968-04-22
ocd-division/country:ca/province:pe/ed:king~s_county,King's County,1873-06-26,1896-04-23
ocd-division/country:ca/province:pe/ed:prince,Prince,1904-09-20,1968-04-22
ocd-division/country:ca/province:pe/ed:prince_county,Prince County,1873-06-26,1896-04-23
ocd-division/country:ca/province:pe/ed:queen~s,Queen's,1904-09-20,1968-04-22
ocd-division/country:ca/province:pe/ed:queen~s_county,Queen's County,1873-06-26,1896-04-23
ocd-division/country:ca/province:pe/ed:west_prince,West Prince,1896-04-24,1904-09-19
ocd-division/country:ca/province:pe/ed:west_queen~s,West Queen's,1896-04-24,1904-09-19
ocd-division/country:ca/province:qc/ed:abitibi-baie-james-nunavik,Abitibi—Baie-James—Nunavik,1998-06-18,2004-05-22
ocd-division/country:ca/province:qc/ed:ahuntsic,Ahuntsic,1968-04-23,1979-03-25
ocd-division/country:ca/province:qc/ed:ahuntsic-1988,Ahuntsic,1988-10-01,2015-08-01
ocd-division/country:ca/province:qc/ed:anjou-rivière-des-prairies,Anjou—Rivière-des-Prairies,1988-10-01,2004-05-22
ocd-division/country:ca/province:qc/ed:argenteuil,Argenteuil,1867-08-06,1949-04-29
ocd-division/country:ca/province:qc/ed:argenteuil-deux-montagnes,Argenteuil—Deux-Montagnes,1949-04-30,1968-04-22
ocd-division/country:ca/province:qc/ed:argenteuil-deux-montagnes-1970,Argenteuil—Deux-Montagnes,1970-06-26,1979-03-25
ocd-division/country:ca/province:qc/ed:argenteuil-papineau-mirabel,Argenteuil—Papineau—Mirabel,1999-03-11,2004-05-22
ocd-division/country:ca/province:qc/ed:argenteuil-papineau-mirabel-2004,Argenteuil—Papineau—Mirabel,2004-09-01,2015-08-01
ocd-division/country:ca/province:qc/ed:bagot,Bagot,1867-08-06,1935-08-13
ocd-division/country:ca/province:qc/ed:bas-richelieu-nicolet-bécancour,Bas-Richelieu—Nicolet—Bécancour,1998-06-18,2004-05-22
ocd-division/country:ca/province:qc/ed:beauharnois,Beauharnois,1867-08-06,1935-08-13
ocd-division/country:ca/province:qc/ed:beauharnois-1949,Beauharnois,1949-04-30,1953-06-12
ocd-division/country:ca/province:qc/ed:beauharnois-laprairie,Beauharnois—Laprairie,1935-08-14,1949-04-29
ocd-division/country:ca/province:qc/ed:beauharnois-salaberry,Beauharnois—Salaberry,1953-06-13,1968-04-22
ocd-division/country:ca/province:qc/ed:beauharnois-salaberry-1971,Beauharnois—Salaberry,1971-03-11,1979-03-25
ocd-division/country:ca/province:qc/ed:beauharnois-salaberry-1979,Beauharnois—Salaberry,1979-03-26,2015-08-01
ocd-division/country:ca/province:qc/ed:beauport-montmorency-côte-de-beaupré-île-d~orléans,Beauport—Montmorency—Côte-de-Beaupré—Île-d'Orléans,1998-06-18,2004-05-22
ocd-division/country:ca/province:qc/ed:bellechasse,Bellechasse,1867-08-06,1997-04-26
ocd-division/country:ca/province:qc/ed:bellechasse-etchemins-montmagny-l~islet,Bellechasse—Etchemins—Montmagny—L'Islet,1997-04-27,2004-05-22
ocd-division/country:ca/province:qc/ed:berthier,Berthier,1867-08-06,1925-09-04
ocd-division/country:ca/province:qc/ed:berthier-maskinongé,Berthier—Maskinongé,1925-09-05,1953-06-12
ocd-division/country:ca/province:qc/ed:berthier-maskinongé-de_lanaudière,Berthier—Maskinongé—de Lanaudière,1953-06-13,1968-04-22
ocd-division/country:ca/province:qc/ed:berthier-maskinongé-lanaudière,Berthier—Maskinongé—Lanaudière,1981-01-17,1988-09-30
ocd-division/country:ca/province:qc/ed:berthier-montcalm,Berthier—Montcalm,1988-10-01,2004-05-22
ocd-division/country:ca/province:qc/ed:blainville-deux-montagnes,Blainville—Deux-Montagnes,1979-03-26,1997-04-26
ocd-division/country:ca/province:qc/ed:bonaventure-gaspé-îles-de-la-madeleine-pabok,Bonaventure—Gaspé—Îles-de-la-Madeleine—Pabok,1997-04-27,2004-05-22
ocd-division/country:ca/province:qc/ed:bonaventure-îles-de-la-madeleine,Bonaventure—Îles-de-la-Madeleine,1971-03-11,1997-04-26
ocd-division/country:ca/province:qc/ed:brome,Brome,1867-08-06,1925-09-04
ocd-division/country:ca/province:qc/ed:brome-missisquoi,Brome—Missisquoi,1925-09-05,1968-04-22
ocd-division/country:ca/province:qc/ed:brome-missisquoi-1970,Brome—Missisquoi,1970-06-26,1979-03-25
ocd-division/country:ca/province:qc/ed:brossard-la_prairie,Brossard—La Prairie,1997-04-27,2015-08-01
ocd-division/country:ca/province:qc/ed:cartier,Cartier,1925-09-05,1968-04-22
ocd-division/country:ca/province:qc/ed:chambly,Chambly,1968-04-23,2004-05-22
ocd-division/country:ca/province:qc/ed:chambly-borduas,Chambly—Borduas,2004-05-23,2015-08-01
ocd-division/country:ca/province:qc/ed:chambly-rouville,Chambly—Rouville,1935-08-14,1968-04-22
ocd-division/country:ca/province:qc/ed:chambly-verchères,Chambly—Verchères,1893-04-01,1935-08-13
ocd-division/country:ca/province:qc/ed:champlain,Champlain,1867-08-06,2004-05-22
ocd-division/country:ca/province:qc/ed:chapleau,Chapleau,1935-08-14,1968-04-22
ocd-division/country:ca/province:qc/ed:charlesbourg-jacques-cartier,Charlesbourg—Jacques-Cartier,2000-06-29,2004-05-22
ocd-division/country:ca/province:qc/ed:charlevoix,Charlevoix,1867-08-06,1917-10-05
ocd-division/country:ca/province:qc/ed:charlevoix-1949,Charlevoix,1949-04-30,2004-05-22
ocd-division/country:ca/province:qc/ed:charlevoix-montmorency,Charlevoix—Montmorency,1917-10-06,1925-09-04
ocd-division/country:ca/province:qc/ed:charlevoix-saguenay,Charlevoix—Saguenay,1925-09-05,1949-04-29
ocd-division/country:ca/province:qc/ed:chicoutimi-saguenay,Chicoutimi—Saguenay,1867-08-06,1925-09-04
ocd-division/country:ca/province:qc/ed:châteauguay,Châteauguay,1867-08-06,1917-10-05
ocd-division/country:ca/province:qc/ed:châteauguay-1979,Châteauguay,1979-03-26,2004-05-22
ocd-division/country:ca/province:qc/ed:châteauguay-huntingdon,Châteauguay—Huntingdon,1917-10-06,1949-04-29
ocd-division/country:ca/province:qc/ed:châteauguay-huntingdon-laprairie,Châteauguay—Huntingdon—Laprairie,1949-04-30,1968-04-22
ocd-division/country:ca/province:qc/ed:châteauguay-saint-constant,Châteauguay—Saint-Constant,2004-05-23,2015-08-01
ocd-division/country:ca/province:qc/ed:compton,Compton,1867-08-06,1949-04-29
ocd-division/country:ca/province:qc/ed:compton-frontenac,Compton—Frontenac,1949-04-30,1968-04-22
ocd-division/country:ca/province:qc/ed:dollard,Dollard,1953-06-13,1988-09-30
ocd-division/country:ca/province:qc/ed:dorchester,Dorchester,1867-08-06,1968-04-22
ocd-division/country:ca/province:qc/ed:drummond-arthabaska,Drummond—Arthabaska,1867-08-06,1968-04-22
ocd-division/country:ca/province:qc/ed:frontenac,Frontenac,1968-04-23,1997-04-26
ocd-division/country:ca/province:qc/ed:frontenac-mégantic,Frontenac—Mégantic,1997-04-27,2004-05-22
ocd-division/country:ca/province:qc/ed:gamelin,Gamelin,1968-04-23,1988-09-30
ocd-division/country:ca/province:qc/ed:gaspé,Gaspé,1867-08-06,1997-04-26
ocd-division/country:ca/province:qc/ed:gaspésie-îles-de-la-madeleine,Gaspésie—Îles-de-la-Madeleine,2004-05-23,2015-08-01
ocd-division/country:ca/province:qc/ed:gatineau,Gatineau,1949-04-30,1988-09-30
ocd-division/country:ca/province:qc/ed:gatineau-la_lièvre,Gatineau—La Lièvre,1988-10-01,1997-04-26
ocd-division/country:ca/province:qc/ed:george-étienne_cartier,George-Étienne Cartier,1917-10-06,1925-09-04
ocd-division/country:ca/province:qc/ed:haute-gaspésie-la_mitis-matane-matapédia,Haute-Gaspésie—La Mitis—Matane—Matapédia,2004-09-01,2015-08-01
ocd-division/country:ca/province:qc/ed:hochelaga-maisonneuve,Hochelaga—Maisonneuve,1979-03-26,2004-05-22
ocd-division/country:ca/province:qc/ed:huntingdon,Huntingdon,1867-08-06,1917-10-05
ocd-division/country:ca/province:qc/ed:iberville,Iberville,1867-08-06,1896-04-23
ocd-division/country:ca/province:qc/ed:jacques-cartier-lasalle,Jacques-Cartier—Lasalle,1953-06-13,1968-04-22
ocd-division/country:ca/province:qc/ed:jacques_cartier,Jacques Cartier,1867-08-06,1953-06-12
ocd-division/country:ca/province:qc/ed:jeanne-le_ber,Jeanne-Le Ber,2004-05-23,2015-08-01
ocd-division/country:ca/province:qc/ed:joliette,Joliette,1867-08-06,1935-08-13
ocd-division/country:ca/province:qc/ed:joliette-l~assomption-montcalm,Joliette—l'Assomption—Montcalm,1935-08-14,1968-04-22
ocd-division/country:ca/province:qc/ed:jonquière,Jonquière,1979-03-26,2004-05-22
ocd-division/country:ca/province:qc/ed:jonquière-alma,Jonquière—Alma,2004-05-23,2015-08-01
ocd-division/country:ca/province:qc/ed:kamouraska,Kamouraska,1867-08-06,1979-03-25
ocd-division/country:ca/province:qc/ed:kamouraska-rivière-du-loup,Kamouraska—Rivière-du-Loup,1979-03-26,1997-04-26
ocd-division/country:ca/province:qc/ed:kamouraska-rivière-du-loup-témiscouata-les_basques,Kamouraska—Rivière-du-Loup—Témiscouata—Les Basques,1997-04-27,2004-05-22
ocd-division/country:ca/province:qc/ed:labelle,Labelle,1896-04-24,1988-09-30
ocd-division/country:ca/province:qc/ed:lac-saint-jean-saguenay,Lac-Saint-Jean—Saguenay,2000-06-29,2004-05-22
ocd-division/country:ca/province:qc/ed:lachine,Lachine,1979-03-26,1988-09-30
ocd-division/country:ca/province:qc/ed:lachine-lac-saint-louis,Lachine—Lac-Saint-Louis,1988-10-01,1997-04-26
ocd-division/country:ca/province:qc/ed:lachine-lakeshore,Lachine—Lakeshore,1973-03-29,1979-03-25
ocd-division/country:ca/province:qc/ed:lafontaine-rosemont,Lafontaine—Rosemont,1975-03-13,1979-03-25
ocd-division/country:ca/province:qc/ed:lake_st-john-roberval,Lake St-John—Roberval,1935-08-14,1949-04-29
ocd-division/country:ca/province:qc/ed:lake_st._john,Lake St. John,1925-09-05,1935-08-13
ocd-division/country:ca/province:qc/ed:lapointe,Lapointe,1949-04-30,1979-03-25
ocd-division/country:ca/province:qc/ed:laprairie,Laprairie,1867-08-06,1896-04-23
ocd-division/country:ca/province:qc/ed:laprairie-napierville,Laprairie—Napierville,1896-04-24,1935-08-13
ocd-division/country:ca/province:qc/ed:lasalle,Lasalle,1979-03-26,1988-09-30
ocd-division/country:ca/province:qc/ed:lasalle-émard,LaSalle—Émard,1988-10-01,2015-08-01
ocd-division/country:ca/province:qc/ed:lasalle-émard-côte_saint-paul,Lasalle—Émard—Côte Saint-Paul,1973-12-12,1979-03-25
ocd-division/country:ca/province:qc/ed:laurentides,Laurentides,1988-10-01,2004-05-22
ocd-division/country:ca/province:qc/ed:laurier,Laurier,1935-08-14,1988-09-30
ocd-division/country:ca/province:qc/ed:laurier-outremont,Laurier—Outremont,1917-10-06,1935-08-13
ocd-division/country:ca/province:qc/ed:laurier-sainte-marie,Laurier—Sainte-Marie,1988-10-01,2004-05-22
ocd-division/country:ca/province:qc/ed:laval,Laval,1867-08-06,1917-10-05
ocd-division/country:ca/province:qc/ed:laval-1949,Laval,1949-04-30,1979-03-25
ocd-division/country:ca/province:qc/ed:laval-2004,Laval,2004-05-23,2015-08-01
ocd-division/country:ca/province:qc/ed:laval-two_mountains,Laval—Two Mountains,1917-10-06,1949-04-29
ocd-division/country:ca/province:qc/ed:laval_centre,Laval Centre,1990-12-19,2004-05-22
ocd-division/country:ca/province:qc/ed:laval_east,Laval East,1990-12-19,2004-05-22
ocd-division/country:ca/province:qc/ed:laval_west,Laval West,1990-12-19,2004-05-22
ocd-division/country:ca/province:qc/ed:longueuil-pierre-boucher,Longueuil—Pierre-Boucher,2004-09-01,2015-08-01
ocd-division/country:ca/province:qc/ed:lotbinière-chutes-de-la-chaudière,Lotbinière—Chutes-de-la-Chaudière,2004-05-23,2015-08-01
ocd-division/country:ca/province:qc/ed:lotbinière-l~érable,Lotbinière—L'Érable,2000-06-29,2004-05-22
ocd-division/country:ca/province:qc/ed:l~assomption,L'Assomption,1867-08-06,1917-10-05
ocd-division/country:ca/province:qc/ed:l~assomption-montcalm,L'Assomption—Montcalm,1917-10-06,1935-08-13
ocd-division/country:ca/province:qc/ed:l~islet,L'Islet,1867-08-06,1935-08-13
ocd-division/country:ca/province:qc/ed:lévis-et-chutes-de-la-chaudière,Lévis-et-Chutes-de-la-Chaudière,1998-06-18,2004-05-22
ocd-division/country:ca/province:qc/ed:maisonneuve,Maisonneuve,1896-04-24,1935-08-13
ocd-division/country:ca/province:qc/ed:maisonneuve-rosemont,Maisonneuve—Rosemont,1935-08-14,1968-04-22
ocd-division/country:ca/province:qc/ed:maisonneuve-rosemont-1970,Maisonneuve—Rosemont,1970-06-26,1979-03-25
ocd-division/country:ca/province:qc/ed:maskinongé,Maskinongé,1867-08-06,1925-09-04
ocd-division/country:ca/province:qc/ed:matane,Matane,1917-10-06,1935-08-13
ocd-division/country:ca/province:qc/ed:matane-1968,Matane,1968-04-23,1979-03-25
ocd-division/country:ca/province:qc/ed:matapédia-matane,Matapédia—Matane,1935-08-14,1968-04-22
ocd-division/country:ca/province:qc/ed:mercier,Mercier,1988-10-01,2004-05-22
ocd-division/country:ca/province:qc/ed:missisquoi,Missisquoi,1867-08-06,1925-09-04
ocd-division/country:ca/province:qc/ed:montcalm,Montcalm,1867-08-06,1917-10-05
ocd-division/country:ca/province:qc/ed:montmagny,Montmagny,1867-08-06,1935-08-13
ocd-division/country:ca/province:qc/ed:montmagny-l~islet,Montmagny—l'Islet,1935-08-14,1968-04-22
ocd-division/country:ca/province:qc/ed:montmorency,Montmorency,1867-08-06,1917-10-05
ocd-division/country:ca/province:qc/ed:montreal-bourassa,Montreal—Bourassa,1971-03-11,1979-03-25
ocd-division/country:ca/province:qc/ed:montreal-mercier,Montreal—Mercier,1981-01-17,1988-09-30
ocd-division/country:ca/province:qc/ed:montreal-sainte_marie,Montreal—Sainte Marie,1981-01-17,1988-09-30
ocd-division/country:ca/province:qc/ed:montreal_centre,Montreal Centre,1867-08-06,1896-04-23
ocd-division/country:ca/province:qc/ed:montreal_east,Montreal East,1867-08-06,1896-04-23
ocd-division/country:ca/province:qc/ed:montreal_west,Montreal West,1867-08-06,1896-04-23
ocd-division/country:ca/province:qc/ed:mount_royal,Mount Royal,1925-09-05,1968-04-22
ocd-division/country:ca/province:qc/ed:mount_royal-1968,Mount Royal,1968-04-23,1988-09-30
ocd-division/country:ca/province:qc/ed:mégantic,Mégantic,1867-08-06,1935-08-13
ocd-division/country:ca/province:qc/ed:mégantic-1949,Mégantic,1949-04-30,1968-04-22
ocd-division/country:ca/province:qc/ed:mégantic-compton-stanstead,Mégantic—Compton—Stanstead,1979-03-26,1997-04-26
ocd-division/country:ca/province:qc/ed:mégantic-frontenac,Mégantic—Frontenac,1935-08-14,1949-04-29
ocd-division/country:ca/province:qc/ed:napierville,Napierville,1867-08-06,1896-04-23
ocd-division/country:ca/province:qc/ed:nicolet,Nicolet,1867-08-06,1935-08-13
ocd-division/country:ca/province:qc/ed:nicolet-yamaska,Nicolet—Yamaska,1935-08-14,1968-04-22
ocd-division/country:ca/province:qc/ed:notre-dame-de-grâce,Notre-Dame-de-Grâce,1988-10-01,1997-04-26
ocd-division/country:ca/province:qc/ed:notre-dame-de-grâce-lachine,Notre-Dame-de-Grâce—Lachine,1997-04-27,2015-08-01
ocd-division/country:ca/province:qc/ed:notre-dame-de-grâce-lachine_east,Notre-Dame-de-Grâce—Lachine East,1981-01-17,1988-09-30
ocd-division/country:ca/province:qc/ed:ottawa_county_of,Ottawa (County of),1867-08-06,1896-04-23
ocd-division/country:ca/province:qc/ed:outremont,Outremont,1935-08-14,1949-04-29
ocd-division/country:ca/province:qc/ed:outremont-st-jean,Outremont—St-Jean,1949-04-30,1968-04-22
ocd-division/country:ca/province:qc/ed:papineau,Papineau,1949-04-30,1988-09-30
ocd-division/country:ca/province:qc/ed:papineau-saint-denis,Papineau—Saint-Denis,1997-04-27,2004-05-22
ocd-division/country:ca/province:qc/ed:papineau-saint-michel,Papineau—Saint-Michel,1988-10-01,1997-04-26
ocd-division/country:ca/province:qc/ed:pontiac,Pontiac,1867-08-06,1949-04-29
ocd-division/country:ca/province:qc/ed:pontiac-gatineau-labelle,Pontiac—Gatineau—Labelle,1979-03-26,2004-05-22
ocd-division/country:ca/province:qc/ed:pontiac-témiscamingue,Pontiac—Témiscamingue,1949-04-30,1968-04-22
ocd-division/country:ca/province:qc/ed:quebec-centre,Quebec-Centre,1867-08-06,1917-10-05
ocd-division/country:ca/province:qc/ed:quebec_county,Quebec County,1867-08-06,1925-09-04
ocd-division/country:ca/province:qc/ed:quebec_south,Quebec South,1917-10-06,1968-04-22
ocd-division/country:ca/province:qc/ed:quebec_west,Quebec West,1867-08-06,1935-08-13
ocd-division/country:ca/province:qc/ed:quebec_west-1949,Quebec West,1949-04-30,1968-04-22
ocd-division/country:ca/province:qc/ed:quebec_west_and_south,Quebec West and South,1935-08-14,1949-04-29
ocd-division/country:ca/province:qc/ed:québec-montmorency,Québec—Montmorency,1925-09-05,1968-04-22
ocd-division/country:ca/province:qc/ed:québec_east,Québec East,1997-04-27,2004-05-22
ocd-division/country:ca/province:qc/ed:richelieu,Richelieu,1867-08-06,1935-08-13
ocd-division/country:ca/province:qc/ed:richelieu-verchères,Richelieu—Verchères,1935-08-14,1968-04-22
ocd-division/country:ca/province:qc/ed:richmond-wolfe,Richmond—Wolfe,1867-08-06,1968-04-22
ocd-division/country:ca/province:qc/ed:richmond-wolfe-1981,Richmond—Wolfe,1981-01-17,1997-04-26
ocd-division/country:ca/province:qc/ed:rimouski-neigette-et-la_mitis,Rimouski-Neigette-et-La Mitis,2000-06-29,2004-05-22
ocd-division/country:ca/province:qc/ed:rivière-du-loup-témiscouata,Rivière-du-Loup—Témiscouata,1959-06-04,1968-04-22
ocd-division/country:ca/province:qc/ed:rivière-du-loup-témiscouata-1972,Rivière-du-Loup—Témiscouata,1972-03-29,1979-03-25
ocd-division/country:ca/province:qc/ed:roberval-lac-saint-jean,Roberval—Lac-Saint-Jean,2004-09-01,2015-08-01
ocd-division/country:ca/province:qc/ed:rouville,Rouville,1867-08-06,1917-10-05
ocd-division/country:ca/province:qc/ed:saguenay,Saguenay,1949-04-30,1968-04-22
ocd-division/country:ca/province:qc/ed:saint-antoine-westmount,Saint-Antoine—Westmount,1953-06-13,1968-04-22
ocd-division/country:ca/province:qc/ed:saint-bruno-saint-hubert,Saint-Bruno—Saint-Hubert,1997-04-27,2015-08-01
ocd-division/country:ca/province:qc/ed:saint-hyacinthe-bagot,Saint-Hyacinthe—Bagot,1949-04-30,1968-04-22
ocd-division/country:ca/province:qc/ed:saint-jacques,Saint-Jacques,1953-06-13,1979-03-25
ocd-division/country:ca/province:qc/ed:saint-jacques-1979,Saint-Jacques,1979-03-26,1988-09-30
ocd-division/country:ca/province:qc/ed:saint-jean-iberville-napierville,Saint-Jean—Iberville—Napierville,1949-04-30,1968-04-22
ocd-division/country:ca/province:qc/ed:saint-lambert,Saint-Lambert,1997-04-27,2015-08-01
ocd-division/country:ca/province:qc/ed:saint-laurent-cartierville,Saint-Laurent—Cartierville,1989-12-29,2015-08-01
ocd-division/country:ca/province:qc/ed:saint-léonard-anjou,Saint-Léonard—Anjou,1979-03-26,1988-09-30
ocd-division/country:ca/province:qc/ed:saint-maurice,Saint-Maurice,1968-04-23,2004-05-22
ocd-division/country:ca/province:qc/ed:saint-maurice-laflèche,Saint-Maurice—Laflèche,1949-04-30,1968-04-22
ocd-division/country:ca/province:qc/ed:saint-michel-ahuntsic,Saint-Michel—Ahuntsic,1984-07-09,1988-09-30
ocd-division/country:ca/province:qc/ed:saint_maurice,Saint Maurice,1867-08-06,1896-04-23
ocd-division/country:ca/province:qc/ed:sainte-marie,Sainte-Marie,1953-06-13,1979-03-25
ocd-division/country:ca/province:qc/ed:sherbrooke_town_of,Sherbrooke (Town of),1867-08-06,1925-09-04
ocd-division/country:ca/province:qc/ed:soulanges,Soulanges,1867-08-06,1917-10-05
ocd-division/country:ca/province:qc/ed:st-denis,St-Denis,1949-04-30,1953-06-12
ocd-division/country:ca/province:qc/ed:st-henri,St-Henri,1949-04-30,1953-06-12
ocd-division/country:ca/province:qc/ed:st._ann,St. Ann,1917-10-06,1968-04-22
ocd-division/country:ca/province:qc/ed:st._antoine,St. Antoine,1896-04-24,1935-08-13
ocd-division/country:ca/province:qc/ed:st._antoine-westmount,St. Antoine—Westmount,1935-08-14,1949-04-29
ocd-division/country:ca/province:qc/ed:st._antoine-westmount-1949,St. Antoine—Westmount,1949-04-30,1953-06-12
ocd-division/country:ca/province:qc/ed:st._denis,St. Denis,1917-10-06,1949-04-29
ocd-division/country:ca/province:qc/ed:st._henry,St. Henry,1935-08-14,1949-04-29
ocd-division/country:ca/province:qc/ed:st._hyacinthe,St. Hyacinthe,1867-08-06,1917-10-05
ocd-division/country:ca/province:qc/ed:st._hyacinthe-rouville,St. Hyacinthe—Rouville,1917-10-06,1935-08-13
ocd-division/country:ca/province:qc/ed:st._james,St. James,1896-04-24,1949-04-29
ocd-division/country:ca/province:qc/ed:st._james-1949,St. James,1949-04-30,1953-06-12
ocd-division/country:ca/province:qc/ed:st._johns-iberville,St. Johns—Iberville,1896-04-24,1935-08-13
ocd-division/country:ca/province:qc/ed:st._johns-iberville-napierville,St. Johns—Iberville—Napierville,1935-08-14,1949-04-29
ocd-division/country:ca/province:qc/ed:st._john~s,St. John's,1867-08-06,1896-04-23
ocd-division/country:ca/province:qc/ed:st._lawrence,St. Lawrence,1896-04-24,1917-10-05
ocd-division/country:ca/province:qc/ed:st._lawrence-st._george,St. Lawrence—St. George,1917-10-06,1949-04-29
ocd-division/country:ca/province:qc/ed:st._lawrence-st._george-1949,St. Lawrence—St. George,1949-04-30,1953-06-12
ocd-division/country:ca/province:qc/ed:st._lawrence-st._george-1953,St. Lawrence—St. George,1953-06-13,1968-04-22
ocd-division/country:ca/province:qc/ed:st._mary,St. Mary,1896-04-24,1949-04-29
ocd-division/country:ca/province:qc/ed:st._mary-1949,St. Mary,1949-04-30,1953-06-12
ocd-division/country:ca/province:qc/ed:stanstead,Stanstead,1867-08-06,1968-04-22
ocd-division/country:ca/province:qc/ed:terrebonne-blainville,Terrebonne—Blainville,1997-04-27,2015-08-01
ocd-division/country:ca/province:qc/ed:three_rivers,Three Rivers,1935-08-14,1949-04-29
ocd-division/country:ca/province:qc/ed:three_rivers-st._maurice,Three Rivers—St. Maurice,1925-09-05,1935-08-13
ocd-division/country:ca/province:qc/ed:trois-rivières_métropolitain,Trois-Rivières Métropolitain,1972-03-29,1979-03-25
ocd-division/country:ca/province:qc/ed:two_mountains,Two Mountains,1867-08-06,1917-10-05
ocd-division/country:ca/province:qc/ed:témiscamingue,Témiscamingue,1968-04-23,1997-04-26
