id,sameAs
ocd-division/country:ca/ed:24018-2013,ocd-division/country:ca/province:qc/ed:rimouski-neigette-témiscouata-les_basques
ocd-division/country:ca/ed:24019-2013,ocd-division/country:ca/province:qc/ed:charlesbourg-haute-saint-charles
ocd-division/country:ca/ed:24020-2013,ocd-division/country:ca/province:qc/ed:beauport-côte-de-beaupré-île_d~orléans-charlevoix
ocd-division/country:ca/ed:24021-2013,ocd-division/country:ca/province:qc/ed:châteauguay-lacolle
ocd-division/country:ca/ed:24022-2013,ocd-division/country:ca/province:qc/ed:chicoutimi-le_fjord
ocd-division/country:ca/ed:24023-2013,ocd-division/country:ca/province:qc/ed:compton-stanstead
ocd-division/country:ca/ed:24024-2013,ocd-division/country:ca/province:qc/ed:dorval-lachine-lasalle
ocd-division/country:ca/ed:24025-2013,ocd-division/country:ca/province:qc/ed:drummond
ocd-division/country:ca/ed:24026-2013,ocd-division/country:ca/province:qc/ed:gaspésie-les_îles-de-la-madeleine
ocd-division/country:ca/ed:24027-2013,ocd-division/country:ca/province:qc/ed:gatineau-1997
ocd-division/country:ca/ed:24028-2013,ocd-division/country:ca/province:qc/ed:hochelaga
ocd-division/country:ca/ed:24029-2013,ocd-division/country:ca/province:qc/ed:honoré-mercier
ocd-division/country:ca/ed:24030-2013,ocd-division/country:ca/province:qc/ed:hull-aylmer
ocd-division/country:ca/ed:24031-2013,ocd-division/country:ca/province:qc/ed:joliette-1968
ocd-division/country:ca/ed:24032-2013,ocd-division/country:ca/province:qc/ed:jonquière-2015
ocd-division/country:ca/ed:24033-2013,ocd-division/country:ca/province:qc/ed:la_pointe-de-l~île
ocd-division/country:ca/ed:24034-2013,ocd-division/country:ca/province:qc/ed:la_prairie
ocd-division/country:ca/ed:24035-2013,ocd-division/country:ca/province:qc/ed:lac-saint-jean
ocd-division/country:ca/ed:24036-2013,ocd-division/country:ca/province:qc/ed:lac-saint-louis
ocd-division/country:ca/ed:24037-2013,ocd-division/country:ca/province:qc/ed:lasalle-émard-verdun
ocd-division/country:ca/ed:24038-2013,ocd-division/country:ca/province:qc/ed:laurentides-labelle
ocd-division/country:ca/ed:24039-2013,ocd-division/country:ca/province:qc/ed:laurier-sainte-marie-2004
ocd-division/country:ca/ed:24040-2013,ocd-division/country:ca/province:qc/ed:laval-les_îles
ocd-division/country:ca/ed:24041-2013,ocd-division/country:ca/province:qc/ed:longueuil-charles-lemoyne
ocd-division/country:ca/ed:24042-2013,ocd-division/country:ca/province:qc/ed:lévis-lotbinière
ocd-division/country:ca/ed:24043-2013,ocd-division/country:ca/province:qc/ed:longueuil-saint-hubert
ocd-division/country:ca/ed:24044-2013,ocd-division/country:ca/province:qc/ed:louis-hébert
ocd-division/country:ca/ed:24045-2013,ocd-division/country:ca/province:qc/ed:louis-saint-laurent
ocd-division/country:ca/ed:24046-2013,ocd-division/country:ca/province:qc/ed:manicouagan
ocd-division/country:ca/ed:24047-2013,ocd-division/country:ca/province:qc/ed:mégantic-l~érable
ocd-division/country:ca/ed:24048-2013,ocd-division/country:ca/province:qc/ed:mirabel
ocd-division/country:ca/ed:24049-2013,ocd-division/country:ca/province:qc/ed:montarville
ocd-division/country:ca/ed:24050-2013,ocd-division/country:ca/province:qc/ed:montcalm-2004
ocd-division/country:ca/ed:24051-2013,ocd-division/country:ca/province:qc/ed:montmagny-l~islet-kamouraska-rivière-du-loup
ocd-division/country:ca/ed:24052-2013,ocd-division/country:ca/province:qc/ed:mount_royal-2015
ocd-division/country:ca/ed:24053-2013,ocd-division/country:ca/province:qc/ed:notre-dame-de-grâce-westmount
ocd-division/country:ca/ed:24054-2013,ocd-division/country:ca/province:qc/ed:outremont-1968
ocd-division/country:ca/ed:24055-2013,ocd-division/country:ca/province:qc/ed:papineau-2004
ocd-division/country:ca/ed:24056-2013,ocd-division/country:ca/province:qc/ed:pierrefonds-dollard
ocd-division/country:ca/ed:24057-2013,ocd-division/country:ca/province:qc/ed:pontiac-2004
ocd-division/country:ca/ed:24058-2013,ocd-division/country:ca/province:qc/ed:portneuf-jacques-cartier
ocd-division/country:ca/ed:24059-2013,ocd-division/country:ca/province:qc/ed:québec
ocd-division/country:ca/ed:24060-2013,ocd-division/country:ca/province:qc/ed:repentigny
ocd-division/country:ca/ed:24061-2013,ocd-division/country:ca/province:qc/ed:richmond-arthabaska
ocd-division/country:ca/ed:24062-2013,ocd-division/country:ca/province:qc/ed:rivière-des-mille-îles
ocd-division/country:ca/ed:24063-2013,ocd-division/country:ca/province:qc/ed:rivière-du-nord
ocd-division/country:ca/ed:24064-2013,ocd-division/country:ca/province:qc/ed:rosemont-la_petite-patrie
ocd-division/country:ca/ed:24065-2013,ocd-division/country:ca/province:qc/ed:marc-aurèle-fortin
ocd-division/country:ca/ed:24066-2013,ocd-division/country:ca/province:qc/ed:saint-hyacinthe-bagot-1981
ocd-division/country:ca/ed:24067-2013,ocd-division/country:ca/province:qc/ed:saint-jean
ocd-division/country:ca/ed:24068-2013,ocd-division/country:ca/province:qc/ed:saint-laurent
ocd-division/country:ca/ed:24069-2013,ocd-division/country:ca/province:qc/ed:saint-léonard-saint-michel
ocd-division/country:ca/ed:24070-2013,ocd-division/country:ca/province:qc/ed:saint-maurice-champlain
ocd-division/country:ca/ed:24071-2013,ocd-division/country:ca/province:qc/ed:salaberry-suroît
ocd-division/country:ca/ed:24072-2013,ocd-division/country:ca/province:qc/ed:shefford
ocd-division/country:ca/ed:24073-2013,ocd-division/country:ca/province:qc/ed:sherbrooke
ocd-division/country:ca/ed:24074-2013,ocd-division/country:ca/province:qc/ed:vaudreuil-soulanges-2015
ocd-division/country:ca/ed:24075-2013,ocd-division/country:ca/province:qc/ed:terrebonne
ocd-division/country:ca/ed:24076-2013,ocd-division/country:ca/province:qc/ed:trois-rivières
ocd-division/country:ca/ed:24077-2013,ocd-division/country:ca/province:qc/ed:ville-marie-le_sud-ouest-île-des-soeurs
ocd-division/country:ca/ed:24078-2013,ocd-division/country:ca/province:qc/ed:vimy
ocd-division/country:ca/ed:35001-2013,ocd-division/country:ca/province:on/ed:ajax
ocd-division/country:ca/ed:35002-2013,ocd-division/country:ca/province:on/ed:algoma-manitoulin-kapuskasing
ocd-division/country:ca/ed:35003-2013,ocd-division/country:ca/province:on/ed:aurora-oak_ridges-richmond_hill
ocd-division/country:ca/ed:35004-2013,ocd-division/country:ca/province:on/ed:barrie-innisfil
ocd-division/country:ca/ed:35005-2013,ocd-division/country:ca/province:on/ed:barrie-springwater-oro-medonte
ocd-division/country:ca/ed:35006-2013,ocd-division/country:ca/province:on/ed:bay_of_quinte
ocd-division/country:ca/ed:35007-2013,ocd-division/country:ca/province:on/ed:beaches-east_york
ocd-division/country:ca/ed:35008-2013,ocd-division/country:ca/province:on/ed:brampton_centre-2015
ocd-division/country:ca/ed:35009-2013,ocd-division/country:ca/province:on/ed:brampton_east
ocd-division/country:ca/ed:35010-2013,ocd-division/country:ca/province:on/ed:brampton_north
ocd-division/country:ca/ed:35011-2013,ocd-division/country:ca/province:on/ed:brampton_south
ocd-division/country:ca/ed:35012-2013,ocd-division/country:ca/province:on/ed:brampton_west
ocd-division/country:ca/ed:35013-2013,ocd-division/country:ca/province:on/ed:brantford-brant
ocd-division/country:ca/ed:35014-2013,ocd-division/country:ca/province:on/ed:bruce-grey-owen_sound
ocd-division/country:ca/ed:35015-2013,ocd-division/country:ca/province:on/ed:burlington
ocd-division/country:ca/ed:35016-2013,ocd-division/country:ca/province:on/ed:cambridge
ocd-division/country:ca/ed:35017-2013,ocd-division/country:ca/province:on/ed:chatham-kent-leamington
ocd-division/country:ca/ed:35018-2013,ocd-division/country:ca/province:on/ed:davenport
ocd-division/country:ca/ed:35019-2013,ocd-division/country:ca/province:on/ed:don_valley_east
ocd-division/country:ca/ed:35020-2013,ocd-division/country:ca/province:on/ed:don_valley_north-2015
ocd-division/country:ca/ed:35021-2013,ocd-division/country:ca/province:on/ed:don_valley_west
ocd-division/country:ca/ed:35022-2013,ocd-division/country:ca/province:on/ed:dufferin-caledon
ocd-division/country:ca/ed:35023-2013,ocd-division/country:ca/province:on/ed:durham-2004
ocd-division/country:ca/ed:35024-2013,ocd-division/country:ca/province:on/ed:eglinton-lawrence
ocd-division/country:ca/ed:35025-2013,ocd-division/country:ca/province:on/ed:elgin-middlesex-london
ocd-division/country:ca/ed:35026-2013,ocd-division/country:ca/province:on/ed:essex-1997
ocd-division/country:ca/ed:35027-2013,ocd-division/country:ca/province:on/ed:etobicoke_centre
ocd-division/country:ca/ed:35028-2013,ocd-division/country:ca/province:on/ed:etobicoke-lakeshore
ocd-division/country:ca/ed:35029-2013,ocd-division/country:ca/province:on/ed:etobicoke_north
ocd-division/country:ca/ed:35030-2013,ocd-division/country:ca/province:on/ed:flamborough-glanbrook
ocd-division/country:ca/ed:35031-2013,ocd-division/country:ca/province:on/ed:glengarry-prescott-russell
ocd-division/country:ca/ed:35032-2013,ocd-division/country:ca/province:on/ed:guelph-2004
ocd-division/country:ca/ed:35033-2013,ocd-division/country:ca/province:on/ed:haldimand-norfolk-2004
ocd-division/country:ca/ed:35034-2013,ocd-division/country:ca/province:on/ed:haliburton-kawartha_lakes-brock
ocd-division/country:ca/ed:35035-2013,ocd-division/country:ca/province:on/ed:hamilton_centre
ocd-division/country:ca/ed:35036-2013,ocd-division/country:ca/province:on/ed:hamilton_east-stoney_creek
ocd-division/country:ca/ed:35037-2013,ocd-division/country:ca/province:on/ed:hamilton_mountain
ocd-division/country:ca/ed:35038-2013,ocd-division/country:ca/province:on/ed:hamilton_west-ancaster-dundas
ocd-division/country:ca/ed:35039-2013,ocd-division/country:ca/province:on/ed:hastings-lennox_and_addington
ocd-division/country:ca/ed:35040-2013,ocd-division/country:ca/province:on/ed:huron-bruce
ocd-division/country:ca/ed:35041-2013,ocd-division/country:ca/province:on/ed:kanata-carleton
ocd-division/country:ca/ed:35042-2013,ocd-division/country:ca/province:on/ed:kenora
ocd-division/country:ca/ed:35043-2013,ocd-division/country:ca/province:on/ed:king-vaughan
ocd-division/country:ca/ed:35044-2013,ocd-division/country:ca/province:on/ed:kingston_and_the_islands
ocd-division/country:ca/ed:35045-2013,ocd-division/country:ca/province:on/ed:kitchener_centre
ocd-division/country:ca/ed:35046-2013,ocd-division/country:ca/province:on/ed:kitchener-conestoga
ocd-division/country:ca/ed:35047-2013,ocd-division/country:ca/province:on/ed:kitchener_south-hespeler
ocd-division/country:ca/ed:35048-2013,ocd-division/country:ca/province:on/ed:lambton-kent-middlesex
ocd-division/country:ca/ed:35049-2013,ocd-division/country:ca/province:on/ed:lanark-frontenac-kingston
ocd-division/country:ca/ed:35050-2013,ocd-division/country:ca/province:on/ed:leeds-grenville-thousand_islands_and_rideau_lakes
ocd-division/country:ca/ed:35051-2013,ocd-division/country:ca/province:on/ed:london-fanshawe
ocd-division/country:ca/ed:35052-2013,ocd-division/country:ca/province:on/ed:london_north_centre
ocd-division/country:ca/ed:35053-2013,ocd-division/country:ca/province:on/ed:london_west
ocd-division/country:ca/ed:35054-2013,ocd-division/country:ca/province:on/ed:markham-stouffville
ocd-division/country:ca/ed:35055-2013,ocd-division/country:ca/province:on/ed:markham-thornhill
ocd-division/country:ca/ed:35056-2013,ocd-division/country:ca/province:on/ed:markham-unionville
ocd-division/country:ca/ed:35057-2013,ocd-division/country:ca/province:on/ed:milton
ocd-division/country:ca/ed:35058-2013,ocd-division/country:ca/province:on/ed:mississauga_centre-2015
ocd-division/country:ca/ed:35059-2013,ocd-division/country:ca/province:on/ed:mississauga_east-cooksville
ocd-division/country:ca/ed:35060-2013,ocd-division/country:ca/province:on/ed:mississauga-erin_mills
ocd-division/country:ca/ed:35061-2013,ocd-division/country:ca/province:on/ed:mississauga-lakeshore
ocd-division/country:ca/ed:35062-2013,ocd-division/country:ca/province:on/ed:mississauga-malton
ocd-division/country:ca/ed:35063-2013,ocd-division/country:ca/province:on/ed:mississauga-streetsville
ocd-division/country:ca/ed:35064-2013,ocd-division/country:ca/province:on/ed:nepean-2015
ocd-division/country:ca/ed:35065-2013,ocd-division/country:ca/province:on/ed:newmarket-aurora
ocd-division/country:ca/ed:35066-2013,ocd-division/country:ca/province:on/ed:niagara_centre-2015
ocd-division/country:ca/ed:35067-2013,ocd-division/country:ca/province:on/ed:niagara_falls
ocd-division/country:ca/ed:35068-2013,ocd-division/country:ca/province:on/ed:niagara_west
ocd-division/country:ca/ed:35069-2013,ocd-division/country:ca/province:on/ed:nickel_belt
ocd-division/country:ca/ed:35070-2013,ocd-division/country:ca/province:on/ed:nipissing-timiskaming
ocd-division/country:ca/ed:35071-2013,ocd-division/country:ca/province:on/ed:northumberland-peterborough_south
ocd-division/country:ca/ed:35072-2013,ocd-division/country:ca/province:on/ed:oakville
ocd-division/country:ca/ed:35073-2013,ocd-division/country:ca/province:on/ed:oakville_north-burlington
ocd-division/country:ca/ed:35074-2013,ocd-division/country:ca/province:on/ed:oshawa
ocd-division/country:ca/ed:35075-2013,ocd-division/country:ca/province:on/ed:ottawa_centre
ocd-division/country:ca/ed:35076-2013,ocd-division/country:ca/province:on/ed:orléans
ocd-division/country:ca/ed:35077-2013,ocd-division/country:ca/province:on/ed:ottawa_south
ocd-division/country:ca/ed:35078-2013,ocd-division/country:ca/province:on/ed:ottawa-vanier
ocd-division/country:ca/ed:35079-2013,ocd-division/country:ca/province:on/ed:ottawa_west-nepean
ocd-division/country:ca/ed:35080-2013,ocd-division/country:ca/province:on/ed:oxford
ocd-division/country:ca/ed:35081-2013,ocd-division/country:ca/province:on/ed:parkdale-high_park
ocd-division/country:ca/ed:35082-2013,ocd-division/country:ca/province:on/ed:parry_sound-muskoka
ocd-division/country:ca/ed:35083-2013,ocd-division/country:ca/province:on/ed:perth-wellington
ocd-division/country:ca/ed:35084-2013,ocd-division/country:ca/province:on/ed:peterborough-kawartha
ocd-division/country:ca/ed:35085-2013,ocd-division/country:ca/province:on/ed:pickering-uxbridge
ocd-division/country:ca/ed:35086-2013,ocd-division/country:ca/province:on/ed:renfrew-nipissing-pembroke-1989
ocd-division/country:ca/ed:35087-2013,ocd-division/country:ca/province:on/ed:richmond_hill
ocd-division/country:ca/ed:35088-2013,ocd-division/country:ca/province:on/ed:carleton-2015
ocd-division/country:ca/ed:35089-2013,ocd-division/country:ca/province:on/ed:st._catharines
ocd-division/country:ca/ed:35090-2013,ocd-division/country:ca/province:on/ed:toronto-st._paul~s
ocd-division/country:ca/ed:35091-2013,ocd-division/country:ca/province:on/ed:sarnia-lambton-1981
ocd-division/country:ca/ed:35092-2013,ocd-division/country:ca/province:on/ed:sault_ste._marie
ocd-division/country:ca/ed:35093-2013,ocd-division/country:ca/province:on/ed:scarborough-agincourt
ocd-division/country:ca/ed:35094-2013,ocd-division/country:ca/province:on/ed:scarborough_centre
ocd-division/country:ca/ed:35095-2013,ocd-division/country:ca/province:on/ed:scarborough-guildwood
ocd-division/country:ca/ed:35096-2013,ocd-division/country:ca/province:on/ed:scarborough_north
ocd-division/country:ca/ed:35097-2013,ocd-division/country:ca/province:on/ed:scarborough-rouge_park
ocd-division/country:ca/ed:35098-2013,ocd-division/country:ca/province:on/ed:scarborough_southwest
ocd-division/country:ca/ed:35099-2013,ocd-division/country:ca/province:on/ed:simcoe-grey
ocd-division/country:ca/ed:35100-2013,ocd-division/country:ca/province:on/ed:simcoe_north
ocd-division/country:ca/ed:35101-2013,ocd-division/country:ca/province:on/ed:spadina-fort_york
ocd-division/country:ca/ed:35102-2013,ocd-division/country:ca/province:on/ed:stormont-dundas-south_glengarry
ocd-division/country:ca/ed:35103-2013,ocd-division/country:ca/province:on/ed:sudbury
ocd-division/country:ca/ed:35104-2013,ocd-division/country:ca/province:on/ed:thornhill
ocd-division/country:ca/ed:35105-2013,ocd-division/country:ca/province:on/ed:thunder_bay-rainy_river
ocd-division/country:ca/ed:35106-2013,ocd-division/country:ca/province:on/ed:thunder_bay-superior_north
ocd-division/country:ca/ed:35107-2013,ocd-division/country:ca/province:on/ed:timmins-james_bay
ocd-division/country:ca/ed:35108-2013,ocd-division/country:ca/province:on/ed:toronto_centre-2004
ocd-division/country:ca/ed:35109-2013,ocd-division/country:ca/province:on/ed:toronto-danforth
ocd-division/country:ca/ed:35110-2013,ocd-division/country:ca/province:on/ed:university-rosedale
ocd-division/country:ca/ed:35111-2013,ocd-division/country:ca/province:on/ed:vaughan-woodbridge
ocd-division/country:ca/ed:35112-2013,ocd-division/country:ca/province:on/ed:waterloo-2015
ocd-division/country:ca/ed:35113-2013,ocd-division/country:ca/province:on/ed:wellington-halton_hills
ocd-division/country:ca/ed:35114-2013,ocd-division/country:ca/province:on/ed:whitby
ocd-division/country:ca/ed:35115-2013,ocd-division/country:ca/province:on/ed:willowdale
ocd-division/country:ca/ed:35116-2013,ocd-division/country:ca/province:on/ed:windsor-tecumseh
ocd-division/country:ca/ed:35117-2013,ocd-division/country:ca/province:on/ed:windsor_west
ocd-division/country:ca/ed:35118-2013,ocd-division/country:ca/province:on/ed:york_centre-1953
ocd-division/country:ca/ed:35119-2013,ocd-division/country:ca/province:on/ed:york-simcoe-2004
ocd-division/country:ca/ed:35120-2013,ocd-division/country:ca/province:on/ed:york_south-weston
ocd-division/country:ca/ed:35121-2013,ocd-division/country:ca/province:on/ed:humber_river-black_creek
ocd-division/country:ca/ed:46001-2013,ocd-division/country:ca/province:mb/ed:brandon-souris
ocd-division/country:ca/ed:46002-2013,ocd-division/country:ca/province:mb/ed:charleswood-st._james-assiniboia-headingley
ocd-division/country:ca/ed:46003-2013,ocd-division/country:ca/province:mb/ed:churchill-keewatinook_aski
ocd-division/country:ca/ed:46004-2013,ocd-division/country:ca/province:mb/ed:dauphin-swan_river-neepawa
ocd-division/country:ca/ed:46005-2013,ocd-division/country:ca/province:mb/ed:elmwood-transcona
ocd-division/country:ca/ed:46006-2013,ocd-division/country:ca/province:mb/ed:kildonan-st._paul
ocd-division/country:ca/ed:46007-2013,ocd-division/country:ca/province:mb/ed:portage-lisgar
ocd-division/country:ca/ed:46008-2013,ocd-division/country:ca/province:mb/ed:provencher
ocd-division/country:ca/ed:46009-2013,ocd-division/country:ca/province:mb/ed:saint_boniface-saint_vital
ocd-division/country:ca/ed:46010-2013,ocd-division/country:ca/province:mb/ed:selkirk-interlake-eastman
ocd-division/country:ca/ed:46011-2013,ocd-division/country:ca/province:mb/ed:winnipeg_centre-1997
ocd-division/country:ca/ed:46012-2013,ocd-division/country:ca/province:mb/ed:winnipeg_north
ocd-division/country:ca/ed:46013-2013,ocd-division/country:ca/province:mb/ed:winnipeg_south-1988
ocd-division/country:ca/ed:46014-2013,ocd-division/country:ca/province:mb/ed:winnipeg_south_centre-1988
ocd-division/country:ca/ed:47001-2013,ocd-division/country:ca/province:sk/ed:battlefords-lloydminster
ocd-division/country:ca/ed:47002-2013,ocd-division/country:ca/province:sk/ed:cypress_hills-grasslands
ocd-division/country:ca/ed:47003-2013,ocd-division/country:ca/province:sk/ed:desnethé-missinippi-churchill_river
ocd-division/country:ca/ed:47004-2013,ocd-division/country:ca/province:sk/ed:carlton_trail-eagle_creek
ocd-division/country:ca/ed:47005-2013,ocd-division/country:ca/province:sk/ed:moose_jaw-lake_centre-lanigan
ocd-division/country:ca/ed:47006-2013,ocd-division/country:ca/province:sk/ed:prince_albert-1997
ocd-division/country:ca/ed:47007-2013,ocd-division/country:ca/province:sk/ed:regina-lewvan
ocd-division/country:ca/ed:47008-2013,ocd-division/country:ca/province:sk/ed:regina-qu~appelle-1998
ocd-division/country:ca/ed:47009-2013,ocd-division/country:ca/province:sk/ed:regina-wascana-2015
ocd-division/country:ca/ed:47010-2013,ocd-division/country:ca/province:sk/ed:saskatoon-grasswood
ocd-division/country:ca/ed:47011-2013,ocd-division/country:ca/province:sk/ed:saskatoon-university
ocd-division/country:ca/ed:47012-2013,ocd-division/country:ca/province:sk/ed:saskatoon_west-2015
ocd-division/country:ca/ed:47013-2013,ocd-division/country:ca/province:sk/ed:souris-moose_mountain
ocd-division/country:ca/ed:47014-2013,ocd-division/country:ca/province:sk/ed:yorkton-melville
ocd-division/country:ca/ed:48001-2013,ocd-division/country:ca/province:ab/ed:banff-airdrie
ocd-division/country:ca/ed:48002-2013,ocd-division/country:ca/province:ab/ed:battle_river-crowfoot
ocd-division/country:ca/ed:48003-2013,ocd-division/country:ca/province:ab/ed:bow_river-2015
ocd-division/country:ca/ed:48004-2013,ocd-division/country:ca/province:ab/ed:calgary_centre-2004
ocd-division/country:ca/ed:48005-2013,ocd-division/country:ca/province:ab/ed:calgary_confederation
ocd-division/country:ca/ed:48006-2013,ocd-division/country:ca/province:ab/ed:calgary_forest_lawn
ocd-division/country:ca/ed:48007-2013,ocd-division/country:ca/province:ab/ed:calgary_heritage
ocd-division/country:ca/ed:48008-2013,ocd-division/country:ca/province:ab/ed:calgary_midnapore
ocd-division/country:ca/ed:48009-2013,ocd-division/country:ca/province:ab/ed:calgary_nose_hill
ocd-division/country:ca/ed:48010-2013,ocd-division/country:ca/province:ab/ed:calgary_rocky_ridge
ocd-division/country:ca/ed:48011-2013,ocd-division/country:ca/province:ab/ed:calgary_shepard
ocd-division/country:ca/ed:48012-2013,ocd-division/country:ca/province:ab/ed:calgary_signal_hill
ocd-division/country:ca/ed:48013-2013,ocd-division/country:ca/province:ab/ed:calgary_skyview
ocd-division/country:ca/ed:48014-2013,ocd-division/country:ca/province:ab/ed:edmonton_centre-2004
ocd-division/country:ca/ed:48015-2013,ocd-division/country:ca/province:ab/ed:edmonton_griesbach
ocd-division/country:ca/ed:48016-2013,ocd-division/country:ca/province:ab/ed:edmonton_manning
ocd-division/country:ca/ed:48017-2013,ocd-division/country:ca/province:ab/ed:edmonton_mill_woods
ocd-division/country:ca/ed:48018-2013,ocd-division/country:ca/province:ab/ed:edmonton_riverbend
ocd-division/country:ca/ed:48019-2013,ocd-division/country:ca/province:ab/ed:edmonton_strathcona
ocd-division/country:ca/ed:48020-2013,ocd-division/country:ca/province:ab/ed:edmonton_west-2015
ocd-division/country:ca/ed:48021-2013,ocd-division/country:ca/province:ab/ed:edmonton-wetaskiwin
ocd-division/country:ca/ed:48022-2013,ocd-division/country:ca/province:ab/ed:foothills
ocd-division/country:ca/ed:48023-2013,ocd-division/country:ca/province:ab/ed:fort_mcmurray-cold_lake
ocd-division/country:ca/ed:48024-2013,ocd-division/country:ca/province:ab/ed:grande_prairie-mackenzie
ocd-division/country:ca/ed:48025-2013,ocd-division/country:ca/province:ab/ed:lakeland-2015
ocd-division/country:ca/ed:48026-2013,ocd-division/country:ca/province:ab/ed:lethbridge
ocd-division/country:ca/ed:48027-2013,ocd-division/country:ca/province:ab/ed:medicine_hat-cardston-warner
ocd-division/country:ca/ed:48028-2013,ocd-division/country:ca/province:ab/ed:peace_river-westlock
ocd-division/country:ca/ed:48029-2013,ocd-division/country:ca/province:ab/ed:red_deer-mountain_view
ocd-division/country:ca/ed:48030-2013,ocd-division/country:ca/province:ab/ed:red_deer-lacombe
