id,name,name_fr,validFrom
ocd-division/country:ca/ed:abitibi—témiscamingue,Abitibi—Témiscamingue,Abitibi—Témiscamingue,2015-10-19
ocd-division/country:ca/ed:ahuntsic-cartierville,Ahuntsic-Cartierville,Ahuntsic-Cartierville,2015-10-19
ocd-division/country:ca/ed:alfred-pellan,Alfred-Pellan,Alfred-Pellan,2015-10-19
ocd-division/country:ca/ed:argenteuil—la_petite-nation,Argenteuil—La Petite-Nation,Argenteuil—La Petite-Nation,2015-10-19
ocd-division/country:ca/ed:avignon—la_mitis—matane—matapédia,Avignon—La Mitis—Matane—Matapédia,Avignon—La Mitis—Matane—Matapédia,2015-10-19
ocd-division/country:ca/ed:beauce,Beauce,Beauce,2015-10-19
ocd-division/country:ca/ed:beauport—limoilou,Beauport—Limoilou,Beauport—Limoilou,2015-10-19
ocd-division/country:ca/ed:bécancour—nicolet—saurel,Bécancour—Nicolet—Saurel,Bécancour—Nicolet—Saurel,2015-10-19
ocd-division/country:ca/ed:bellechasse—les_etchemins—lévis,Bellechasse—Les Etchemins—Lévis,Bellechasse—Les Etchemins—Lévis,2015-10-19
ocd-division/country:ca/ed:beloeil—chambly,Beloeil—Chambly,Beloeil—Chambly,2015-10-19
ocd-division/country:ca/ed:berthier—maskinongé,Berthier—Maskinongé,Berthier—Maskinongé,2015-10-19
ocd-division/country:ca/ed:thérèse-de_blainville,Thérèse-De Blainville,Thérèse-De Blainville,2015-10-19
ocd-division/country:ca/ed:pierre-boucher—les_patriotes—verchères,Pierre-Boucher—Les Patriotes—Verchères,Pierre-Boucher—Les Patriotes—Verchères,2015-10-19
ocd-division/country:ca/ed:bourassa,Bourassa,Bourassa,2015-10-19
ocd-division/country:ca/ed:brome—missisquoi,Brome—Missisquoi,Brome—Missisquoi,2015-10-19
ocd-division/country:ca/ed:brossard—saint-lambert,Brossard—Saint-Lambert,Brossard—Saint-Lambert,2015-10-19
ocd-division/country:ca/ed:rimouski-neigette—témiscouata—les_basques,Rimouski-Neigette—Témiscouata—Les Basques,Rimouski-Neigette—Témiscouata—Les Basques,2015-10-19
ocd-division/country:ca/ed:charlesbourg—haute-saint-charles,Charlesbourg—Haute-Saint-Charles,Charlesbourg—Haute-Saint-Charles,2015-10-19
ocd-division/country:ca/ed:beauport—côte-de-beaupré—île_d'orléans—charlevoix,Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix,Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix,2015-10-19
ocd-division/country:ca/ed:châteauguay—lacolle,Châteauguay—Lacolle,Châteauguay—Lacolle,2015-10-19
ocd-division/country:ca/ed:chicoutimi—le_fjord,Chicoutimi—Le Fjord,Chicoutimi—Le Fjord,2015-10-19
ocd-division/country:ca/ed:compton—stanstead,Compton—Stanstead,Compton—Stanstead,2015-10-19
ocd-division/country:ca/ed:dorval—lachine—lasalle,Dorval—Lachine—LaSalle,Dorval—Lachine—LaSalle,2015-10-19
ocd-division/country:ca/ed:drummond,Drummond,Drummond,2015-10-19
ocd-division/country:ca/ed:gaspésie—les_îles-de-la-madeleine,Gaspésie—Les Îles-de-la-Madeleine,Gaspésie—Les Îles-de-la-Madeleine,2015-10-19
ocd-division/country:ca/ed:gatineau,Gatineau,Gatineau,2015-10-19
ocd-division/country:ca/ed:hochelaga,Hochelaga,Hochelaga,2015-10-19
ocd-division/country:ca/ed:honoré-mercier,Honoré-Mercier,Honoré-Mercier,2015-10-19
ocd-division/country:ca/ed:hull—aylmer,Hull—Aylmer,Hull—Aylmer,2015-10-19
ocd-division/country:ca/ed:joliette,Joliette,Joliette,2015-10-19
ocd-division/country:ca/ed:jonquière,Jonquière,Jonquière,2015-10-19
ocd-division/country:ca/ed:la_pointe-de-l'île,La Pointe-de-l'Île,La Pointe-de-l'Île,2015-10-19
ocd-division/country:ca/ed:la_prairie,La Prairie,La Prairie,2015-10-19
ocd-division/country:ca/ed:lac-saint-jean,Lac-Saint-Jean,Lac-Saint-Jean,2015-10-19
ocd-division/country:ca/ed:lac-saint-louis,Lac-Saint-Louis,Lac-Saint-Louis,2015-10-19
ocd-division/country:ca/ed:lasalle—émard—verdun,LaSalle—Émard—Verdun,LaSalle—Émard—Verdun,2015-10-19
ocd-division/country:ca/ed:laurentides—labelle,Laurentides—Labelle,Laurentides—Labelle,2015-10-19
ocd-division/country:ca/ed:laurier—sainte-marie,Laurier—Sainte-Marie,Laurier—Sainte-Marie,2015-10-19
ocd-division/country:ca/ed:laval—les_îles,Laval—Les Îles,Laval—Les Îles,2015-10-19
ocd-division/country:ca/ed:longueuil—charles-lemoyne,Longueuil—Charles-LeMoyne,Longueuil—Charles-LeMoyne,2015-10-19
ocd-division/country:ca/ed:lévis—lotbinière,Lévis—Lotbinière,Lévis—Lotbinière,2015-10-19
ocd-division/country:ca/ed:longueuil—saint-hubert,Longueuil—Saint-Hubert,Longueuil—Saint-Hubert,2015-10-19
ocd-division/country:ca/ed:louis-hébert,Louis-Hébert,Louis-Hébert,2015-10-19
ocd-division/country:ca/ed:louis-saint-laurent,Louis-Saint-Laurent,Louis-Saint-Laurent,2015-10-19
ocd-division/country:ca/ed:manicouagan,Manicouagan,Manicouagan,2015-10-19
ocd-division/country:ca/ed:mégantic—l'érable,Mégantic—L'Érable,Mégantic—L'Érable,2015-10-19
ocd-division/country:ca/ed:mirabel,Mirabel,Mirabel,2015-10-19
ocd-division/country:ca/ed:montarville,Montarville,Montarville,2015-10-19
ocd-division/country:ca/ed:montcalm,Montcalm,Montcalm,2015-10-19
ocd-division/country:ca/ed:montmagny—l'islet—kamouraska—rivière-du-loup,Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,2015-10-19
ocd-division/country:ca/ed:mount_royal,Mount Royal,Mont-Royal,2015-10-19
ocd-division/country:ca/ed:notre-dame-de-grâce—westmount,Notre-Dame-de-Grâce—Westmount,Notre-Dame-de-Grâce—Westmount,2015-10-19
ocd-division/country:ca/ed:outremont,Outremont,Outremont,2015-10-19
ocd-division/country:ca/ed:papineau,Papineau,Papineau,2015-10-19
ocd-division/country:ca/ed:pierrefonds—dollard,Pierrefonds—Dollard,Pierrefonds—Dollard,2015-10-19
ocd-division/country:ca/ed:pontiac,Pontiac,Pontiac,2015-10-19
ocd-division/country:ca/ed:portneuf—jacques-cartier,Portneuf—Jacques-Cartier,Portneuf—Jacques-Cartier,2015-10-19
ocd-division/country:ca/ed:québec,Québec,Québec,2015-10-19
ocd-division/country:ca/ed:repentigny,Repentigny,Repentigny,2015-10-19
ocd-division/country:ca/ed:richmond—arthabaska,Richmond—Arthabaska,Richmond—Arthabaska,2015-10-19
ocd-division/country:ca/ed:rivière-des-mille-îles,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,2015-10-19
ocd-division/country:ca/ed:rivière-du-nord,Rivière-du-Nord,Rivière-du-Nord,2015-10-19
ocd-division/country:ca/ed:rosemont—la_petite-patrie,Rosemont—La Petite-Patrie,Rosemont—La Petite-Patrie,2015-10-19
ocd-division/country:ca/ed:marc-aurèle-fortin,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,2015-10-19
ocd-division/country:ca/ed:saint-hyacinthe—bagot,Saint-Hyacinthe—Bagot,Saint-Hyacinthe—Bagot,2015-10-19
ocd-division/country:ca/ed:saint-jean,Saint-Jean,Saint-Jean,2015-10-19
ocd-division/country:ca/ed:saint-laurent,Saint-Laurent,Saint-Laurent,2015-10-19
ocd-division/country:ca/ed:saint-léonard—saint-michel,Saint-Léonard—Saint-Michel,Saint-Léonard—Saint-Michel,2015-10-19
ocd-division/country:ca/ed:saint-maurice—champlain,Saint-Maurice—Champlain,Saint-Maurice—Champlain,2015-10-19
ocd-division/country:ca/ed:salaberry—suroît,Salaberry—Suroît,Salaberry—Suroît,2015-10-19
ocd-division/country:ca/ed:shefford,Shefford,Shefford,2015-10-19
ocd-division/country:ca/ed:sherbrooke,Sherbrooke,Sherbrooke,2015-10-19
ocd-division/country:ca/ed:vaudreuil—soulanges,Vaudreuil—Soulanges,Vaudreuil—Soulanges,2015-10-19
ocd-division/country:ca/ed:terrebonne,Terrebonne,Terrebonne,2015-10-19
ocd-division/country:ca/ed:trois-rivières,Trois-Rivières,Trois-Rivières,2015-10-19
ocd-division/country:ca/ed:ville-marie—le_sud-ouest—île-des-soeurs,Ville-Marie—Le Sud-Ouest—Île-des-Soeurs,Ville-Marie—Le Sud-Ouest—Île-des-Soeurs,2015-10-19
ocd-division/country:ca/ed:vimy,Vimy,Vimy,2015-10-19
ocd-division/country:ca/ed:ajax,Ajax,Ajax,2015-10-19
ocd-division/country:ca/ed:algoma—manitoulin—kapuskasing,Algoma—Manitoulin—Kapuskasing,Algoma—Manitoulin—Kapuskasing,2015-10-19
ocd-division/country:ca/ed:aurora—oak_ridges—richmond_hill,Aurora—Oak Ridges—Richmond Hill,Aurora—Oak Ridges—Richmond Hill,2015-10-19
ocd-division/country:ca/ed:barrie—innisfil,Barrie—Innisfil,Barrie—Innisfil,2015-10-19
ocd-division/country:ca/ed:barrie—springwater—oro-medonte,Barrie—Springwater—Oro-Medonte,Barrie—Springwater—Oro-Medonte,2015-10-19
ocd-division/country:ca/ed:bay_of_quinte,Bay of Quinte,Baie de Quinte,2015-10-19
ocd-division/country:ca/ed:beaches—east_york,Beaches—East York,Beaches—East York,2015-10-19
ocd-division/country:ca/ed:brampton_centre,Brampton Centre,Brampton-Centre,2015-10-19
ocd-division/country:ca/ed:brampton_east,Brampton East,Brampton-Est,2015-10-19
ocd-division/country:ca/ed:brampton_north,Brampton North,Brampton-Nord,2015-10-19
ocd-division/country:ca/ed:brampton_south,Brampton South,Brampton-Sud,2015-10-19
ocd-division/country:ca/ed:brampton_west,Brampton West,Brampton-Ouest,2015-10-19
ocd-division/country:ca/ed:brantford—brant,Brantford—Brant,Brantford—Brant,2015-10-19
ocd-division/country:ca/ed:bruce—grey—owen_sound,Bruce—Grey—Owen Sound,Bruce—Grey—Owen Sound,2015-10-19
ocd-division/country:ca/ed:burlington,Burlington,Burlington,2015-10-19
ocd-division/country:ca/ed:cambridge,Cambridge,Cambridge,2015-10-19
ocd-division/country:ca/ed:chatham-kent—leamington,Chatham-Kent—Leamington,Chatham-Kent—Leamington,2015-10-19
ocd-division/country:ca/ed:davenport,Davenport,Davenport,2015-10-19
ocd-division/country:ca/ed:don_valley_east,Don Valley East,Don Valley-Est,2015-10-19
ocd-division/country:ca/ed:don_valley_north,Don Valley North,Don Valley-Nord,2015-10-19
ocd-division/country:ca/ed:don_valley_west,Don Valley West,Don Valley-Ouest,2015-10-19
ocd-division/country:ca/ed:dufferin—caledon,Dufferin—Caledon,Dufferin—Caledon,2015-10-19
ocd-division/country:ca/ed:durham,Durham,Durham,2015-10-19
ocd-division/country:ca/ed:eglinton—lawrence,Eglinton—Lawrence,Eglinton—Lawrence,2015-10-19
ocd-division/country:ca/ed:elgin—middlesex—london,Elgin—Middlesex—London,Elgin—Middlesex—London,2015-10-19
ocd-division/country:ca/ed:essex,Essex,Essex,2015-10-19
ocd-division/country:ca/ed:etobicoke_centre,Etobicoke Centre,Etobicoke-Centre,2015-10-19
ocd-division/country:ca/ed:etobicoke—lakeshore,Etobicoke—Lakeshore,Etobicoke—Lakeshore,2015-10-19
ocd-division/country:ca/ed:etobicoke_north,Etobicoke North,Etobicoke-Nord,2015-10-19
ocd-division/country:ca/ed:flamborough—glanbrook,Flamborough—Glanbrook,Flamborough—Glanbrook,2015-10-19
ocd-division/country:ca/ed:glengarry—prescott—russell,Glengarry—Prescott—Russell,Glengarry—Prescott—Russell,2015-10-19
ocd-division/country:ca/ed:guelph,Guelph,Guelph,2015-10-19
ocd-division/country:ca/ed:haldimand—norfolk,Haldimand—Norfolk,Haldimand—Norfolk,2015-10-19
ocd-division/country:ca/ed:haliburton—kawartha_lakes—brock,Haliburton—Kawartha Lakes—Brock,Haliburton—Kawartha Lakes—Brock,2015-10-19
ocd-division/country:ca/ed:hamilton_centre,Hamilton Centre,Hamilton-Centre,2015-10-19
ocd-division/country:ca/ed:hamilton_east—stoney_creek,Hamilton East—Stoney Creek,Hamilton-Est—Stoney Creek,2015-10-19
ocd-division/country:ca/ed:hamilton_mountain,Hamilton Mountain,Hamilton Mountain,2015-10-19
ocd-division/country:ca/ed:hamilton_west—ancaster—dundas,Hamilton West—Ancaster—Dundas,Hamilton-Ouest—Ancaster—Dundas,2015-10-19
ocd-division/country:ca/ed:hastings—lennox_and_addington,Hastings—Lennox and Addington,Hastings—Lennox and Addington,2015-10-19
ocd-division/country:ca/ed:huron—bruce,Huron—Bruce,Huron—Bruce,2015-10-19
ocd-division/country:ca/ed:kanata—carleton,Kanata—Carleton,Kanata—Carleton,2015-10-19
ocd-division/country:ca/ed:kenora,Kenora,Kenora,2015-10-19
ocd-division/country:ca/ed:king—vaughan,King—Vaughan,King—Vaughan,2015-10-19
ocd-division/country:ca/ed:kingston_and_the_islands,Kingston and the Islands,Kingston et les Îles,2015-10-19
ocd-division/country:ca/ed:kitchener_centre,Kitchener Centre,Kitchener-Centre,2015-10-19
ocd-division/country:ca/ed:kitchener—conestoga,Kitchener—Conestoga,Kitchener—Conestoga,2015-10-19
ocd-division/country:ca/ed:kitchener_south—hespeler,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,2015-10-19
ocd-division/country:ca/ed:lambton—kent—middlesex,Lambton—Kent—Middlesex,Lambton—Kent—Middlesex,2015-10-19
ocd-division/country:ca/ed:lanark—frontenac—kingston,Lanark—Frontenac—Kingston,Lanark—Frontenac—Kingston,2015-10-19
ocd-division/country:ca/ed:leeds—grenville—thousand_islands_and_rideau_lakes,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes,2015-10-19
ocd-division/country:ca/ed:london—fanshawe,London—Fanshawe,London—Fanshawe,2015-10-19
ocd-division/country:ca/ed:london_north_centre,London North Centre,London-Centre-Nord,2015-10-19
ocd-division/country:ca/ed:london_west,London West,London-Ouest,2015-10-19
ocd-division/country:ca/ed:markham—stouffville,Markham—Stouffville,Markham—Stouffville,2015-10-19
ocd-division/country:ca/ed:markham—thornhill,Markham—Thornhill,Markham—Thornhill,2015-10-19
ocd-division/country:ca/ed:markham—unionville,Markham—Unionville,Markham—Unionville,2015-10-19
ocd-division/country:ca/ed:milton,Milton,Milton,2015-10-19
ocd-division/country:ca/ed:mississauga_centre,Mississauga Centre,Mississauga-Centre,2015-10-19
ocd-division/country:ca/ed:mississauga_east—cooksville,Mississauga East—Cooksville,Mississauga-Est—Cooksville,2015-10-19
ocd-division/country:ca/ed:mississauga—erin_mills,Mississauga—Erin Mills,Mississauga—Erin Mills,2015-10-19
ocd-division/country:ca/ed:mississauga—lakeshore,Mississauga—Lakeshore,Mississauga—Lakeshore,2015-10-19
ocd-division/country:ca/ed:mississauga—malton,Mississauga—Malton,Mississauga—Malton,2015-10-19
ocd-division/country:ca/ed:mississauga—streetsville,Mississauga—Streetsville,Mississauga—Streetsville,2015-10-19
ocd-division/country:ca/ed:nepean,Nepean,Nepean,2015-10-19
ocd-division/country:ca/ed:newmarket—aurora,Newmarket—Aurora,Newmarket—Aurora,2015-10-19
ocd-division/country:ca/ed:niagara_centre,Niagara Centre,Niagara-Centre,2015-10-19
ocd-division/country:ca/ed:niagara_falls,Niagara Falls,Niagara Falls,2015-10-19
ocd-division/country:ca/ed:niagara_west,Niagara West,Niagara-Ouest,2015-10-19
ocd-division/country:ca/ed:nickel_belt,Nickel Belt,Nickel Belt,2015-10-19
ocd-division/country:ca/ed:nipissing—timiskaming,Nipissing—Timiskaming,Nipissing—Timiskaming,2015-10-19
ocd-division/country:ca/ed:northumberland—peterborough_south,Northumberland—Peterborough South,Northumberland—Peterborough-Sud,2015-10-19
ocd-division/country:ca/ed:oakville,Oakville,Oakville,2015-10-19
ocd-division/country:ca/ed:oakville_north—burlington,Oakville North—Burlington,Oakville-Nord—Burlington,2015-10-19
ocd-division/country:ca/ed:oshawa,Oshawa,Oshawa,2015-10-19
ocd-division/country:ca/ed:ottawa_centre,Ottawa Centre,Ottawa-Centre,2015-10-19
ocd-division/country:ca/ed:orléans,Orléans,Orléans,2015-10-19
ocd-division/country:ca/ed:ottawa_south,Ottawa South,Ottawa-Sud,2015-10-19
ocd-division/country:ca/ed:ottawa—vanier,Ottawa—Vanier,Ottawa—Vanier,2015-10-19
ocd-division/country:ca/ed:ottawa_west—nepean,Ottawa West—Nepean,Ottawa-Ouest—Nepean,2015-10-19
ocd-division/country:ca/ed:oxford,Oxford,Oxford,2015-10-19
ocd-division/country:ca/ed:parkdale—high_park,Parkdale—High Park,Parkdale—High Park,2015-10-19
ocd-division/country:ca/ed:parry_sound—muskoka,Parry Sound—Muskoka,Parry Sound—Muskoka,2015-10-19
ocd-division/country:ca/ed:perth—wellington,Perth—Wellington,Perth—Wellington,2015-10-19
ocd-division/country:ca/ed:peterborough—kawartha,Peterborough—Kawartha,Peterborough—Kawartha,2015-10-19
ocd-division/country:ca/ed:pickering—uxbridge,Pickering—Uxbridge,Pickering—Uxbridge,2015-10-19
ocd-division/country:ca/ed:renfrew—nipissing—pembroke,Renfrew—Nipissing—Pembroke,Renfrew—Nipissing—Pembroke,2015-10-19
ocd-division/country:ca/ed:richmond_hill,Richmond Hill,Richmond Hill,2015-10-19
ocd-division/country:ca/ed:carleton,Carleton,Carleton,2015-10-19
ocd-division/country:ca/ed:st._catharines,St. Catharines,St. Catharines,2015-10-19
ocd-division/country:ca/ed:toronto—st._paul's,Toronto—St. Paul's,Toronto—St. Paul's,2015-10-19
ocd-division/country:ca/ed:sarnia—lambton,Sarnia—Lambton,Sarnia—Lambton,2015-10-19
ocd-division/country:ca/ed:sault_ste._marie,Sault Ste. Marie,Sault Ste. Marie,2015-10-19
ocd-division/country:ca/ed:scarborough—agincourt,Scarborough—Agincourt,Scarborough—Agincourt,2015-10-19
ocd-division/country:ca/ed:scarborough_centre,Scarborough Centre,Scarborough-Centre,2015-10-19
ocd-division/country:ca/ed:scarborough—guildwood,Scarborough—Guildwood,Scarborough—Guildwood,2015-10-19
ocd-division/country:ca/ed:scarborough_north,Scarborough North,Scarborough-Nord,2015-10-19
ocd-division/country:ca/ed:scarborough—rouge_park,Scarborough—Rouge Park,Scarborough—Rouge Park,2015-10-19
ocd-division/country:ca/ed:scarborough_southwest,Scarborough Southwest,Scarborough-Sud-Ouest,2015-10-19
ocd-division/country:ca/ed:simcoe—grey,Simcoe—Grey,Simcoe—Grey,2015-10-19
ocd-division/country:ca/ed:simcoe_north,Simcoe North,Simcoe-Nord,2015-10-19
ocd-division/country:ca/ed:spadina—fort_york,Spadina—Fort York,Spadina—Fort York,2015-10-19
ocd-division/country:ca/ed:stormont—dundas—south_glengarry,Stormont—Dundas—South Glengarry,Stormont—Dundas—South Glengarry,2015-10-19
ocd-division/country:ca/ed:sudbury,Sudbury,Sudbury,2015-10-19
ocd-division/country:ca/ed:thornhill,Thornhill,Thornhill,2015-10-19
ocd-division/country:ca/ed:thunder_bay—rainy_river,Thunder Bay—Rainy River,Thunder Bay—Rainy River,2015-10-19
ocd-division/country:ca/ed:thunder_bay—superior_north,Thunder Bay—Superior North,Thunder Bay—Supérieur-Nord,2015-10-19
ocd-division/country:ca/ed:timmins—james_bay,Timmins—James Bay,Timmins—Baie James,2015-10-19
ocd-division/country:ca/ed:toronto_centre,Toronto Centre,Toronto-Centre,2015-10-19
ocd-division/country:ca/ed:toronto—danforth,Toronto—Danforth,Toronto—Danforth,2015-10-19
ocd-division/country:ca/ed:university—rosedale,University—Rosedale,University—Rosedale,2015-10-19
ocd-division/country:ca/ed:vaughan—woodbridge,Vaughan—Woodbridge,Vaughan—Woodbridge,2015-10-19
ocd-division/country:ca/ed:waterloo,Waterloo,Waterloo,2015-10-19
ocd-division/country:ca/ed:wellington—halton_hills,Wellington—Halton Hills,Wellington—Halton Hills,2015-10-19
ocd-division/country:ca/ed:whitby,Whitby,Whitby,2015-10-19
ocd-division/country:ca/ed:willowdale,Willowdale,Willowdale,2015-10-19
ocd-division/country:ca/ed:windsor—tecumseh,Windsor—Tecumseh,Windsor—Tecumseh,2015-10-19
ocd-division/country:ca/ed:windsor_west,Windsor West,Windsor-Ouest,2015-10-19
ocd-division/country:ca/ed:york_centre,York Centre,York-Centre,2015-10-19
ocd-division/country:ca/ed:york—simcoe,York—Simcoe,York—Simcoe,2015-10-19
ocd-division/country:ca/ed:york_south—weston,York South—Weston,York-Sud—Weston,2015-10-19
ocd-division/country:ca/ed:humber_river—black_creek,Humber River—Black Creek,Humber River—Black Creek,2015-10-19
ocd-division/country:ca/ed:brandon—souris,Brandon—Souris,Brandon—Souris,2015-10-19
ocd-division/country:ca/ed:charleswood—st._james—assiniboia—headingley,Charleswood—St. James—Assiniboia—Headingley,Charleswood—St. James—Assiniboia—Headingley,2015-10-19
ocd-division/country:ca/ed:churchill—keewatinook_aski,Churchill—Keewatinook Aski,Churchill—Keewatinook Aski,2015-10-19
ocd-division/country:ca/ed:dauphin—swan_river—neepawa,Dauphin—Swan River—Neepawa,Dauphin—Swan River—Neepawa,2015-10-19
ocd-division/country:ca/ed:elmwood—transcona,Elmwood—Transcona,Elmwood—Transcona,2015-10-19
ocd-division/country:ca/ed:kildonan—st._paul,Kildonan—St. Paul,Kildonan—St. Paul,2015-10-19
ocd-division/country:ca/ed:portage—lisgar,Portage—Lisgar,Portage—Lisgar,2015-10-19
ocd-division/country:ca/ed:provencher,Provencher,Provencher,2015-10-19
ocd-division/country:ca/ed:saint_boniface—saint_vital,Saint Boniface—Saint Vital,Saint-Boniface—Saint-Vital,2015-10-19
ocd-division/country:ca/ed:selkirk—interlake—eastman,Selkirk—Interlake—Eastman,Selkirk—Interlake—Eastman,2015-10-19
ocd-division/country:ca/ed:winnipeg_centre,Winnipeg Centre,Winnipeg-Centre,2015-10-19
ocd-division/country:ca/ed:winnipeg_north,Winnipeg North,Winnipeg-Nord,2015-10-19
ocd-division/country:ca/ed:winnipeg_south,Winnipeg South,Winnipeg-Sud,2015-10-19
ocd-division/country:ca/ed:winnipeg_south_centre,Winnipeg South Centre,Winnipeg-Centre-Sud,2015-10-19
ocd-division/country:ca/ed:battlefords—lloydminster,Battlefords—Lloydminster,Battlefords—Lloydminster,2015-10-19
ocd-division/country:ca/ed:cypress_hills—grasslands,Cypress Hills—Grasslands,Cypress Hills—Grasslands,2015-10-19
ocd-division/country:ca/ed:desnethé—missinippi—churchill_river,Desnethé—Missinippi—Churchill River,Desnethé—Missinippi—Rivière Churchill,2015-10-19
ocd-division/country:ca/ed:carlton_trail—eagle_creek,Carlton Trail—Eagle Creek,Sentier Carlton—Eagle Creek,2015-10-19
ocd-division/country:ca/ed:moose_jaw—lake_centre—lanigan,Moose Jaw—Lake Centre—Lanigan,Moose Jaw—Lake Centre—Lanigan,2015-10-19
ocd-division/country:ca/ed:prince_albert,Prince Albert,Prince Albert,2015-10-19
ocd-division/country:ca/ed:regina—lewvan,Regina—Lewvan,Regina—Lewvan,2015-10-19
ocd-division/country:ca/ed:regina—qu'appelle,Regina—Qu'Appelle,Regina—Qu'Appelle,2015-10-19
ocd-division/country:ca/ed:regina—wascana,Regina—Wascana,Regina—Wascana,2015-10-19
ocd-division/country:ca/ed:saskatoon—grasswood,Saskatoon—Grasswood,Saskatoon—Grasswood,2015-10-19
ocd-division/country:ca/ed:saskatoon—university,Saskatoon—University,Saskatoon—University,2015-10-19
ocd-division/country:ca/ed:saskatoon_west,Saskatoon West,Saskatoon-Ouest,2015-10-19
ocd-division/country:ca/ed:souris—moose_mountain,Souris—Moose Mountain,Souris—Moose Mountain,2015-10-19
ocd-division/country:ca/ed:yorkton—melville,Yorkton—Melville,Yorkton—Melville,2015-10-19
ocd-division/country:ca/ed:banff—airdrie,Banff—Airdrie,Banff—Airdrie,2015-10-19
ocd-division/country:ca/ed:battle_river—crowfoot,Battle River—Crowfoot,Battle River—Crowfoot,2015-10-19
ocd-division/country:ca/ed:bow_river,Bow River,Bow River,2015-10-19
ocd-division/country:ca/ed:calgary_centre,Calgary Centre,Calgary-Centre,2015-10-19
ocd-division/country:ca/ed:calgary_confederation,Calgary Confederation,Calgary Confederation,2015-10-19
ocd-division/country:ca/ed:calgary_forest_lawn,Calgary Forest Lawn,Calgary Forest Lawn,2015-10-19
