USPS	GEOID	NAME	POP10	HU10	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                             
MI	26004	State Senate District 4	188440	89749	81232057	69452	      31.364	       0.027	 42.391597	 -83.129980                                                                                           
MI	26005	State Senate District 5	206799	94445	110748460	114518	      42.760	       0.044	 42.353516	 -83.259181                                                                                         
MI	26006	State Senate District 6	257090	111957	189690575	461356	      73.240	       0.178	 42.372902	 -83.361701                                                                                        
MI	26007	State Senate District 7	306854	128517	614286491	58035115	     237.177	      22.407	 42.130554	 -83.443184                                                                                      
MI	26008	State Senate District 8	259710	113924	259274417	5829200	     100.106	       2.251	 42.230867	 -83.281052                                                                                       
MI	26009	State Senate District 9	249029	110612	148149468	225081621	      57.201	      86.905	 42.538093	 -82.863463                                                                                     
MI	26010	State Senate District 10	278551	121201	197183114	1623814	      76.133	       0.627	 42.573246	 -82.976430                                                                                      
MI	26011	State Senate District 11	313398	124813	895850512	10607334	     345.890	       4.096	 42.754129	 -82.910353                                                                                     
MI	26012	State Senate District 12	284223	119724	646260503	21987999	     249.523	       8.490	 42.750333	 -83.240460                                                                                     
MI	26013	State Senate District 13	259747	118960	237453070	4194292	      91.681	       1.619	 42.559614	 -83.190476                                                                                      
MI	26014	State Senate District 14	257297	120332	223215459	136677	      86.184	       0.053	 42.477771	 -83.292384                                                                                       
MI	26015	State Senate District 15	294797	122898	786825575	56960821	     303.795	      21.993	 42.617314	 -83.541304                                                                                     
MI	26016	State Senate District 16	253123	113828	6098509550	141089724	    2354.648	      54.475	 41.904258	 -84.739321                                                                                   
MI	26017	State Senate District 17	267269	111784	2365749847	363535413	     913.421	     140.362	 42.013565	 -83.684667                                                                                   
MI	26018	State Senate District 18	274505	118909	1283432169	37611802	     495.536	      14.522	 42.294653	 -83.826971                                                                                    
MI	26019	State Senate District 19	251432	110351	3248625709	67714712	    1254.301	      26.145	 42.253000	 -84.770302                                                                                    
MI	26020	State Senate District 20	269554	118249	1634946109	54505668	     631.256	      21.045	 42.241169	 -85.564766                                                                                    
MI	26021	State Senate District 21	266141	131352	4132805251	3916055146	    1595.685	    1511.997	 42.080020	 -86.458142                                                                                  
MI	26022	State Senate District 22	273659	112232	3204086059	80825688	    1237.105	      31.207	 42.745958	 -84.059470                                                                                    
MI	26023	State Senate District 23	258851	112177	1074681861	9881105	     414.937	       3.815	 42.632732	 -84.393379                                                                                     
MI	26024	State Senate District 24	278340	123486	5059533831	2683914058	    1953.497	    1036.265	 42.598403	 -85.811214                                                                                  
MI	26025	State Senate District 25	251359	108154	3533220069	350081749	    1364.184	     135.167	 42.996467	 -82.899706                                                                                   
MI	26026	State Senate District 26	275787	118804	1141607857	28599803	     440.777	      11.042	 42.967744	 -83.562573                                                                                    
MI	26027	State Senate District 27	256301	118717	861638620	23422978	     332.681	       9.044	 42.982726	 -83.804355                                                                                     
MI	26028	State Senate District 28	306724	121256	1554890868	45830998	     600.347	      17.695	 43.049325	 -85.562746                                                                                    
MI	26029	State Senate District 29	271410	115732	525512836	17745021	     202.902	       6.851	 42.920770	 -85.417359                                                                                     
MI	26030	State Senate District 30	288289	112408	1572554683	2767121205	     607.167	    1068.392	 43.059114	 -86.250148                                                                                  
MI	26031	State Senate District 31	255631	126398	8823811347	6591959923	    3406.893	    2545.170	 43.713221	 -83.110071                                                                                  
MI	26032	State Senate District 32	242645	103183	3544598497	49207444	    1368.577	      18.999	 43.314434	 -84.281513                                                                                    
MI	26033	State Senate District 33	272940	112075	6256863966	96665353	    2415.789	      37.323	 43.213492	 -84.925509                                                                                    
MI	26034	State Senate District 34	275923	131873	6007719800	6605793130	    2319.594	    2550.511	 43.613819	 -86.422818                                                                                  
MI	26035	State Senate District 35	261943	178273	14688856783	9310660609	    5671.400	    3594.866	 44.500963	 -85.693585                                                                                 
MI	26036	State Senate District 36	254090	161786	14402163470	9472804745	    5560.707	    3657.471	 44.611203	 -83.643842                                                                                 
MI	26037	State Senate District 37	258370	158965	14964533355	15423068992	    5777.839	    5954.880	 45.707381	 -84.619549                                                                                
MI	26038	State Senate District 38	261728	152008	35734514809	45436131267	   13797.174	   17542.989	 46.808433	 -87.762782                                                                                
MN	27001	State Senate District 1	71334	33869	17457747290	165745371	    6740.474	      63.995	 48.380964	 -96.314199                                                                                     
MN	27002	State Senate District 2	76807	41590	18151308787	1806960692	    7008.260	     697.671	 47.593743	 -95.479008                                                                                    
MN	27003	State Senate District 3	73721	51666	21713154188	2220656071	    8383.496	     857.400	 47.805467	 -93.839563                                                                                    
MN	27004	State Senate District 4	81148	59067	9466599499	1728419203	    3655.075	     667.346	 47.056140	 -94.325141                                                                                     
MN	27005	State Senate District 5	71225	39435	7598130909	232756395	    2933.655	      89.868	 47.344924	 -92.572993                                                                                      
MN	27006	State Senate District 6	76702	46079	17341404042	8203437166	    6695.554	    3167.365	 47.709369	 -91.413411                                                                                    
MN	27007	State Senate District 7	72235	32621	120465255	313056806	      46.512	     120.872	 46.838252	 -92.003048                                                                                       
MN	27008	State Senate District 8	81987	41090	7854598400	140663824	    3032.678	      54.311	 46.241308	 -92.841155                                                                                      
MN	27009	State Senate District 9	81765	37200	6365698758	124842104	    2457.810	      48.202	 46.463698	 -96.456243                                                                                      
MN	27010	State Senate District 10	73591	43701	7038157265	689759104	    2717.448	     266.317	 46.466249	 -95.541407                                                                                     
MN	27011	State Senate District 11	76648	40306	6977544311	404714506	    2694.045	     156.261	 45.911551	 -95.476405                                                                                     
MN	27012	State Senate District 12	79560	41223	3774414821	276537480	    1457.310	     106.772	 46.146291	 -94.245941                                                                                     
MN	27013	State Senate District 13	76590	35633	5438546146	323227662	    2099.834	     124.799	 45.423374	 -95.106298                                                                                     
MN	27014	State Senate District 14	86315	34914	2073755731	95313200	     800.682	      36.801	 45.544862	 -94.375214                                                                                      
MN	27015	State Senate District 15	80095	33651	357842465	10430353	     138.164	       4.027	 45.495651	 -94.190433                                                                                       
MN	27016	State Senate District 16	95820	38524	3600473555	328928976	    1390.151	     127.000	 45.785520	 -93.737745                                                                                     
MN	27017	State Senate District 17	94415	37277	1991002275	107249138	     768.730	      41.409	 45.508298	 -93.080867                                                                                     
MN	27018	State Senate District 18	76242	34578	3339876165	180128646	    1289.533	      69.548	 45.010877	 -94.373428                                                                                     
MN	27019	State Senate District 19	106452	40287	1214530005	87687521	     468.933	      33.856	 45.177321	 -93.886606                                                                                     
MN	27020	State Senate District 20	66816	32586	12602910857	204184883	    4866.011	      78.836	 44.931506	 -95.771652                                                                                    
MN	27021	State Senate District 21	72185	31799	6176028694	50774752	    2384.578	      19.604	 44.336434	 -95.241694                                                                                      
MN	27022	State Senate District 22	71339	32238	9606031667	128547349	    3708.910	      49.632	 43.841246	 -95.662953                                                                                     
MN	27023	State Senate District 23	82921	33291	2257798727	63593852	     871.741	      24.554	 44.418253	 -94.267295                                                                                      
MN	27024	State Senate District 24	71152	32560	7048582861	135424128	    2721.473	      52.288	 43.821518	 -94.156518                                                                                     
MN	27025	State Senate District 25	85965	34322	2855768852	121821772	    1102.619	      47.036	 44.465036	 -93.668672                                                                                     
MN	27026	State Senate District 26	78377	32070	1829644321	37090619	     706.430	      14.321	 44.102708	 -93.272886                                                                                      
MN	27027	State Senate District 27	72647	32253	4039853616	40378493	    1559.796	      15.590	 43.682611	 -92.988598                                                                                      
MN	27028	State Senate District 28	75659	33624	3560436574	130200483	    1374.692	      50.271	 44.293517	 -92.393179                                                                                     
MN	27029	State Senate District 29	86779	35314	1677211537	3814391	     647.575	       1.473	 44.044218	 -92.754218                                                                                       
MN	27030	State Senate District 30	83161	35366	1336325690	843726	     515.958	       0.326	 43.991210	 -92.297764                                                                                        
MN	27031	State Senate District 31	73030	31505	4233867735	72848347	    1634.706	      28.127	 43.728240	 -91.776608                                                                                      
MN	27032	State Senate District 32	90959	34283	370943650	17363319	     143.222	       6.704	 45.141227	 -93.550986                                                                                       
MN	27033	State Senate District 33	75112	31910	328936278	75809287	     127.003	      29.270	 44.978063	 -93.634617                                                                                       
MN	27034	State Senate District 34	94255	35650	1007378322	59308717	     388.951	      22.899	 44.812353	 -93.780605                                                                                      
MN	27035	State Senate District 35	108564	39041	467780230	19200209	     180.611	       7.413	 44.680966	 -93.450206                                                                                      
MN	27036	State Senate District 36	96657	34222	1244623166	33968390	     480.552	      13.115	 44.594132	 -93.004732                                                                                      
MN	27037	State Senate District 37	84536	33262	139671215	8902465	      53.927	       3.437	 44.744201	 -93.123870                                                                                        
MN	27038	State Senate District 38	73200	30432	80006221	5955657	      30.891	       2.299	 44.808462	 -93.174049                                                                                         
MN	27039	State Senate District 39	77255	33217	129317428	10774212	      49.930	       4.160	 44.857906	 -93.076368                                                                                       
MN	27040	State Senate District 40	73674	32444	87842270	5933058	      33.916	       2.291	 44.787032	 -93.307277                                                                                         
MN	27041	State Senate District 41	71890	33910	68781754	3945069	      26.557	       1.523	 44.867592	 -93.365780                                                                                         
MN	27042	State Senate District 42	78754	33332	109067613	8183224	      42.111	       3.160	 44.859471	 -93.454525                                                                                        
MN	27043	State Senate District 43	77726	34539	102958136	8128172	      39.752	       3.138	 44.998411	 -93.456362                                                                                        
MN	27044	State Senate District 44	75498	37995	54248176	1019952	      20.945	       0.394	 44.954550	 -93.374009                                                                                         
MN	27045	State Senate District 45	73414	33216	53891873	1693281	      20.808	       0.654	 45.028266	 -93.367602                                                                                         
MN	27046	State Senate District 46	75090	28733	50863288	1558650	      19.638	       0.602	 45.081895	 -93.341406                                                                                         
MN	27047	State Senate District 47	80760	30008	84026508	3549418	      32.443	       1.370	 45.149774	 -93.353440                                                                                         
MN	27048	State Senate District 48	86286	32453	465334023	23425525	     179.666	       9.045	 45.323602	 -93.374681                                                                                       
MN	27049	State Senate District 49	80494	29269	209775596	6399721	      80.995	       2.471	 45.243976	 -93.273735                                                                                        
MN	27050	State Senate District 50	74595	32543	71807263	6492911	      27.725	       2.507	 45.073618	 -93.210468                                                                                         
MN	27051	State Senate District 51	84827	33513	109571946	1334898	      42.306	       0.515	 45.145739	 -93.213477                                                                                        
MN	27052	State Senate District 52	90197	35171	734529182	76582130	     283.603	      29.569	 45.212266	 -92.950527                                                                                       
MN	27053	State Senate District 53	73997	30144	119037587	29080073	      45.961	      11.228	 45.104545	 -93.064941                                                                                       
MN	27054	State Senate District 54	72142	32807	80225693	8954466	      30.975	       3.457	 45.032431	 -93.121727                                                                                         
MN	27055	State Senate District 55	76856	31771	79694916	3910068	      30.770	       1.510	 44.987129	 -92.994539                                                                                         
MN	27056	State Senate District 56	91226	34666	223605955	17633353	      86.335	       6.808	 44.959947	 -92.876471                                                                                       
MN	27057	State Senate District 57	81647	31766	318953864	35766619	     123.149	      13.810	 44.812306	 -92.887134                                                                                       
MN	27058	State Senate District 58	70239	29601	28951158	809437	      11.178	       0.313	 45.008650	 -93.294941                                                                                          
MN	27059	State Senate District 59	77878	33896	33318087	1522408	      12.864	       0.588	 44.999463	 -93.241677                                                                                         
MN	27060	State Senate District 60	73906	43109	25574312	4402277	       9.874	       1.700	 44.942240	 -93.302889                                                                                         
MN	27061	State Senate District 61	71414	31329	14399739	44329	       5.560	       0.017	 44.945833	 -93.267100                                                                                           
MN	27062	State Senate District 62	73059	33451	31136633	2185835	      12.022	       0.844	 44.921088	 -93.240662                                                                                         
MN	27063	State Senate District 63	74746	32830	65937007	5688380	      25.458	       2.196	 44.870019	 -93.257343                                                                                         
MN	27064	State Senate District 64	72961	33383	31887450	1983814	      12.312	       0.766	 44.926539	 -93.168299                                                                                         
MN	27065	State Senate District 65	71501	31567	32794243	2452337	      12.662	       0.947	 44.942489	 -93.103895                                                                                         
MN	27066	State Senate District 66	73333	30093	36371798	478897	      14.043	       0.185	 44.979285	 -93.144043                                                                                          
MN	27067	State Senate District 67	72594	28006	39355621	5977066	      15.195	       2.308	 44.948167	 -93.031963                                                                                         
MS	28001	State Senate District 1	78258	30291	911181122	52630594	     351.809	      20.321	 34.855415	 -90.034327                                                                                        
MS	28002	State Senate District 2	57319	24043	3605610015	17640610	    1392.134	       6.811	 34.768335	 -89.281116                                                                                       
MS	28003	State Senate District 3	59708	25398	2827898651	13200745	    1091.858	       5.097	 34.289706	 -89.090323                                                                                       
MS	28004	State Senate District 4	56514	26964	1963463471	34392375	     758.098	      13.279	 34.862583	 -88.573025                                                                                       
MS	28005	State Senate District 5	55465	24505	2622489537	47149166	    1012.549	      18.204	 34.524556	 -88.391452                                                                                       
MS	28006	State Senate District 6	59938	25767	815883009	7926478	     315.014	       3.060	 34.362406	 -88.697791                                                                                         
MS	28007	State Senate District 7	52118	23385	2664036603	24011039	    1028.590	       9.271	 33.961322	 -88.472364                                                                                       
MS	28008	State Senate District 8	52845	23282	2806364835	75639993	    1083.544	      29.205	 33.908347	 -89.175421                                                                                       
MS	28009	State Senate District 9	65085	31224	3384268752	200517880	    1306.674	      77.420	 34.194775	 -89.665571                                                                                      
MS	28010	State Senate District 10	60426	24414	2648447099	57301536	    1022.571	      22.124	 34.453437	 -89.933013                                                                                      
MS	28011	State Senate District 11	48319	20414	3831767858	161265829	    1479.454	      62.265	 34.398432	 -90.428882                                                                                     
MS	28012	State Senate District 12	43572	18544	1870952334	108050700	     722.379	      41.719	 33.767794	 -90.939410                                                                                     
MS	28013	State Senate District 13	46404	16284	2178397283	32231901	     841.084	      12.445	 33.586314	 -90.590979                                                                                      
MS	28014	State Senate District 14	55962	24819	3779972001	26617239	    1459.455	      10.277	 33.455780	 -89.837550                                                                                      
MS	28015	State Senate District 15	57328	26130	4476477024	18507855	    1728.378	       7.146	 33.443233	 -89.275246                                                                                      
MS	28016	State Senate District 16	49681	22261	2871761630	37089905	    1108.793	      14.320	 33.436679	 -88.664748                                                                                      
MS	28017	State Senate District 17	51767	23202	895510888	21992135	     345.759	       8.491	 33.527398	 -88.403515                                                                                       
MS	28018	State Senate District 18	60602	25096	3703087554	13165931	    1429.770	       5.083	 32.797503	 -89.282186                                                                                      
MS	28019	State Senate District 19	82994	31343	322029494	1411343	     124.336	       0.545	 34.937018	 -89.863917                                                                                        
MS	28020	State Senate District 20	68638	28026	890818641	102911663	     343.947	      39.734	 32.422160	 -89.904138                                                                                      
MS	28021	State Senate District 21	51160	20066	3106937003	32674161	    1199.595	      12.616	 32.755843	 -90.049135                                                                                      
MS	28022	State Senate District 22	48806	19228	4794510915	107818266	    1851.171	      41.629	 33.136255	 -90.758182                                                                                     
MS	28023	State Senate District 23	51680	23174	3314374589	164104890	    1279.687	      63.361	 32.536496	 -90.833893                                                                                     
MS	28024	State Senate District 24	45527	18296	4131369034	63887089	    1595.131	      24.667	 33.459090	 -90.196918                                                                                      
MS	28025	State Senate District 25	72122	31906	259106472	15796989	     100.042	       6.099	 32.452325	 -90.136828                                                                                       
MS	28026	State Senate District 26	48347	20195	1082399443	12446188	     417.917	       4.806	 32.372832	 -90.459907                                                                                      
MS	28027	State Senate District 27	48068	21578	73283602	89009	      28.295	       0.034	 32.344657	 -90.247144                                                                                           
MS	28028	State Senate District 28	52105	21265	66954623	169504	      25.851	       0.065	 32.294159	 -90.251535                                                                                          
MS	28029	State Senate District 29	65135	26593	648830434	5954637	     250.515	       2.299	 32.155419	 -90.361191                                                                                        
MS	28030	State Senate District 30	67810	26330	753031099	2685601	     290.747	       1.037	 32.198148	 -89.895597                                                                                        
MS	28031	State Senate District 31	57968	24295	2645907260	24095915	    1021.591	       9.303	 32.422283	 -89.149613                                                                                      
MS	28032	State Senate District 32	49900	22574	3879857634	12484479	    1498.021	       4.820	 32.861271	 -88.679971                                                                                      
MS	28033	State Senate District 33	56120	24514	2899220110	10685522	    1119.395	       4.126	 32.159954	 -88.672608                                                                                      
MS	28034	State Senate District 34	55501	24671	4351082477	12755663	    1679.962	       4.925	 32.085590	 -89.360550                                                                                      
MS	28035	State Senate District 35	55228	23052	2072823254	5698561	     800.322	       2.200	 31.943332	 -89.893795                                                                                       
MS	28036	State Senate District 36	50974	21116	4908139391	62323578	    1895.043	      24.063	 31.883919	 -90.767371                                                                                      
MS	28037	State Senate District 37	55722	25941	3525104004	23756032	    1361.050	       9.172	 31.417345	 -90.950773                                                                                      
MS	28038	State Senate District 38	52716	24479	4119963753	83101374	    1590.727	      32.086	 31.161011	 -90.955610                                                                                      
MS	28039	State Senate District 39	56401	24982	3165588065	19933303	    1222.240	       7.696	 31.591470	 -90.240527                                                                                      
MS	28040	State Senate District 40	62702	27611	2654950690	30061656	    1025.082	      11.607	 31.045329	 -89.862185                                                                                      
MS	28041	State Senate District 41	56638	24550	2917442151	8463081	    1126.431	       3.268	 31.427781	 -89.658975                                                                                       
MS	28042	State Senate District 42	57263	23928	1648964939	7370992	     636.669	       2.846	 31.614281	 -89.168985                                                                                       
MS	28043	State Senate District 43	62195	25653	5712166350	36713796	    2205.480	      14.175	 31.257430	 -88.694339                                                                                      
MS	28044	State Senate District 44	71264	30387	1061043068	10853956	     409.671	       4.191	 31.306930	 -89.223749                                                                                      
MS	28045	State Senate District 45	57871	25858	3178863821	19140413	    1227.366	       7.390	 31.024103	 -89.225804                                                                                      
MS	28046	State Senate District 46	56319	27284	1571007295	523759255	     606.569	     202.225	 30.389176	 -89.403998                                                                                     
MS	28047	State Senate District 47	58112	24731	1613293515	19279641	     622.896	       7.444	 30.682733	 -89.146775                                                                                      
MS	28048	State Senate District 48	51159	22537	126883781	12993494	      48.990	       5.017	 30.379822	 -89.149571                                                                                       
MS	28049	State Senate District 49	59022	28875	169411623	35319833	      65.410	      13.637	 30.428412	 -89.055744                                                                                       
MS	28050	State Senate District 50	51017	22471	518843398	670645046	     200.327	     258.938	 30.394027	 -88.917596                                                                                      
MS	28051	State Senate District 51	62901	26456	1215640592	166593602	     469.361	      64.322	 30.598103	 -88.510041                                                                                     
MS	28052	State Senate District 52	56601	24731	273303742	651697352	     105.523	     251.622	 30.222715	 -88.513647                                                                                      
MO	29001	State Senate District 1	167418	75761	163953405	8339957	      63.303	       3.220	 38.493320	 -90.338539                                                                                        
MO	29002	State Senate District 2	242885	91336	2496600228	55475051	     963.943	      21.419	 38.944648	 -90.910187                                                                                      
MO	29003	State Senate District 3	174508	78059	10131654803	64786109	    3911.854	      25.014	 37.639093	 -90.729140                                                                                     
MO	29004	State Senate District 4	140093	78913	67697491	178382	      26.138	       0.069	 38.638465	 -90.274714                                                                                          
MO	29005	State Senate District 5	152705	83574	80869334	10242206	      31.224	       3.955	 38.645143	 -90.221188                                                                                        
MO	29006	State Senate District 6	181242	85297	7338926768	125849512	    2833.576	      48.591	 38.541806	 -92.382216                                                                                     
MO	29007	State Senate District 7	160542	67690	281081237	13521533	     108.526	       5.221	 38.687421	 -90.507175                                                                                       
MO	29008	State Senate District 8	205505	81585	926659919	20988681	     357.785	       8.104	 39.002257	 -94.256966                                                                                       
MO	29009	State Senate District 9	142146	70366	156965011	430234	      60.605	       0.166	 39.006569	 -94.534170                                                                                         
MO	29010	State Senate District 10	160344	83916	215179918	5851174	      83.081	       2.259	 38.883492	 -94.583491                                                                                       
MO	29011	State Senate District 11	166163	76238	266745074	3251491	     102.991	       1.255	 39.064634	 -94.397214                                                                                       
MO	29012	State Senate District 12	169332	77202	21536088081	148057559	    8315.130	      57.165	 40.104672	 -94.164991                                                                                   
MO	29013	State Senate District 13	158129	67356	180835420	11446531	      69.821	       4.420	 38.804324	 -90.253670                                                                                      
MO	29014	State Senate District 14	149747	68306	127225645	75127	      49.122	       0.029	 38.730171	 -90.341265                                                                                         
MO	29015	State Senate District 15	168516	74514	147556602	1752414	      56.972	       0.677	 38.561275	 -90.426728                                                                                       
MO	29016	State Senate District 16	188295	82156	12689813142	81132061	    4899.564	      31.325	 38.125377	 -91.681922                                                                                    
MO	29017	State Senate District 17	199316	84771	851547683	28649575	     328.784	      11.062	 39.286862	 -94.453464                                                                                      
MO	29018	State Senate District 18	159547	73753	17508974065	227542244	    6760.253	      87.855	 39.895803	 -91.978080                                                                                   
MO	29019	State Senate District 19	188056	80265	3025358572	27735289	    1168.098	      10.709	 39.176304	 -92.389519                                                                                     
MO	29020	State Senate District 20	222813	92056	6592667243	13489555	    2545.443	       5.208	 37.099849	 -92.943419                                                                                     
MO	29021	State Senate District 21	163305	72473	13718907103	188956274	    5296.900	      72.956	 39.318962	 -93.204194                                                                                   
MO	29022	State Senate District 22	176515	70288	833522225	13017287	     321.825	       5.026	 38.366205	 -90.527930                                                                                      
MO	29023	State Senate District 23	170166	70691	577692329	63870269	     223.048	      24.660	 38.851235	 -90.479862                                                                                      
MO	29024	State Senate District 24	166007	78436	150822988	0	      58.233	       0.000	 38.660349	 -90.398202                                                                                             
MO	29025	State Senate District 25	169588	79131	11952942583	196457643	    4615.057	      75.853	 36.667697	 -90.182893                                                                                   
MO	29026	State Senate District 26	189096	77588	3775300935	49019291	    1457.652	      18.926	 38.527485	 -91.080623                                                                                     
MO	29027	State Senate District 27	172783	75730	7761564615	122106145	    2996.757	      47.145	 37.315366	 -89.813937                                                                                    
MO	29028	State Senate District 28	177259	89550	13972986755	441702074	    5395.001	     170.542	 38.034949	 -93.568604                                                                                   
MO	29029	State Senate District 29	190914	99377	9766609357	235088605	    3770.909	      90.768	 36.747857	 -93.467782                                                                                    
MO	29030	State Senate District 30	179669	85843	255632410	1803581	      98.700	       0.696	 37.176176	 -93.277095                                                                                       
MO	29031	State Senate District 31	190281	78895	8260001546	89832574	    3189.205	      34.685	 38.362347	 -94.202376                                                                                     
MO	29032	State Senate District 32	183401	78946	4540933028	54015985	    1753.264	      20.856	 37.169592	 -94.209275                                                                                     
MO	29033	State Senate District 33	184118	105017	15541329523	161593951	    6000.541	      62.392	 37.249294	 -92.008051                                                                                  
MO	29034	State Senate District 34	178523	77650	2145071263	34305348	     828.217	      13.245	 39.520449	 -94.794750                                                                                     
MT	30001	State Senate District 1	19687	11413	9357408916	161123155	    3612.916	      62.210	 48.542232	-115.404343                                                                                      
MT	30002	State Senate District 2	20803	12068	4709642498	95248778	    1818.403	      36.776	 48.620447	-114.050226                                                                                       
MT	30003	State Senate District 3	25251	12498	3060918956	64543437	    1181.827	      24.920	 48.340011	-114.551528                                                                                       
MT	30004	State Senate District 4	20558	9443	37752705	691744	      14.576	       0.267	 48.222237	-114.281866                                                                                            
MT	30005	State Senate District 5	24648	14575	1250593333	174647054	     482.857	      67.432	 48.017013	-114.027510                                                                                      
MT	30006	State Senate District 6	21596	12009	2900397092	409585119	    1119.850	     158.142	 47.773903	-114.395671                                                                                      
MT	30007	State Senate District 7	20946	11359	11141714144	89297542	    4301.840	      34.478	 47.491584	-115.067391                                                                                      
MT	30008	State Senate District 8	19081	7683	15146281056	261817816	    5848.012	     101.088	 48.337242	-113.202640                                                                                      
MT	30009	State Senate District 9	18437	8799	13316839602	84931924	    5141.661	      32.792	 47.571090	-112.493712                                                                                       
MT	30010	State Senate District 10	18254	9681	5293796909	22072487	    2043.947	       8.522	 47.213045	-111.302552                                                                                       
MT	30011	State Senate District 11	17147	7958	11360145	193686	       4.386	       0.075	 47.501225	-111.256431                                                                                           
MT	30012	State Senate District 12	16293	7341	248115248	7705069	      95.798	       2.975	 47.608508	-111.133753                                                                                         
MT	30013	State Senate District 13	19468	8286	722198712	2946831	     278.842	       1.138	 47.613054	-111.489062                                                                                         
MT	30014	State Senate District 14	18201	8596	15697857024	163287246	    6060.977	      63.046	 48.320158	-111.329504                                                                                     
MT	30015	State Senate District 15	17708	9723	44263327516	668460012	   17090.167	     258.094	 47.367751	-108.254078                                                                                     
MT	30016	State Senate District 16	18529	7137	21264220454	538058921	    8210.162	     207.746	 48.064147	-108.040452                                                                                     
MT	30017	State Senate District 17	16119	7673	10960275427	53505325	    4231.786	      20.659	 48.720043	-109.626532                                                                                      
MT	30018	State Senate District 18	17057	10459	29896927222	155400259	   11543.269	      60.000	 48.538510	-105.830466                                                                                    
MT	30019	State Senate District 19	18732	8781	9398396777	59183726	    3628.741	      22.851	 47.285789	-104.598784                                                                                       
MT	30020	State Senate District 20	18169	9345	32257727153	48063695	   12454.779	      18.557	 45.914153	-105.005694                                                                                      
MT	30021	State Senate District 21	17554	6457	19562308523	51091429	    7553.050	      19.727	 45.475990	-107.219755                                                                                      
MT	30022	State Senate District 22	19347	8439	8971691709	44787642	    3463.990	      17.293	 46.121158	-107.139457                                                                                       
MT	30023	State Senate District 23	23380	9977	16052913935	72652093	    6198.065	      28.051	 46.533461	-107.488185                                                                                      
MT	30024	State Senate District 24	21679	8918	21978035	127832	       8.486	       0.049	 45.821592	-108.482712                                                                                           
MT	30025	State Senate District 25	17366	8517	11826332	0	       4.566	       0.000	 45.791839	-108.529345                                                                                                
MT	30026	State Senate District 26	17992	8498	13033767	355869	       5.032	       0.137	 45.777630	-108.521641                                                                                           
MT	30027	State Senate District 27	17876	7730	40156875	1149225	      15.505	       0.444	 45.749741	-108.559314                                                                                          
MT	30028	State Senate District 28	20516	9407	15586309	0	       6.018	       0.000	 45.784482	-108.594265                                                                                                
MT	30029	State Senate District 29	22035	8983	782142338	11063679	     301.987	       4.272	 45.645655	-108.737616                                                                                        
MT	30030	State Senate District 30	19092	11282	11108910690	59986495	    4289.175	      23.161	 45.473563	-109.268662                                                                                     
MT	30031	State Senate District 31	18534	11093	10747611872	39974705	    4149.676	      15.434	 45.576722	-110.335283                                                                                     
MT	30032	State Senate District 32	23354	11010	467364517	414865	     180.450	       0.160	 45.660460	-110.936090                                                                                         
MT	30033	State Senate District 33	18417	8275	11102122	20079	       4.287	       0.008	 45.671738	-111.051715                                                                                            
MT	30034	State Senate District 34	25583	11463	4202974433	17803542	    1622.778	       6.874	 46.095163	-111.298277                                                                                      
MT	30035	State Senate District 35	26667	13674	4057778792	68948159	    1566.717	      26.621	 45.289340	-111.235952                                                                                      
