id,name,census-geoid,validFrom,validThrough
ocd-division/country:us/state:nd/sldu:10,North Dakota State Senate district 10,sldu-38010,,
ocd-division/country:us/state:nd/sldu:11,North Dakota State Senate district 11,sldu-38011,,
ocd-division/country:us/state:nd/sldu:12,North Dakota State Senate district 12,sldu-38012,,
ocd-division/country:us/state:nd/sldu:13,North Dakota State Senate district 13,sldu-38013,,
ocd-division/country:us/state:nd/sldu:14,North Dakota State Senate district 14,sldu-38014,,
ocd-division/country:us/state:nd/sldu:15,North Dakota State Senate district 15,sldu-38015,,
ocd-division/country:us/state:nd/sldu:16,North Dakota State Senate district 16,sldu-38016,,
ocd-division/country:us/state:nd/sldu:17,North Dakota State Senate district 17,sldu-38017,,
ocd-division/country:us/state:nd/sldu:18,North Dakota State Senate district 18,sldu-38018,,
ocd-division/country:us/state:nd/sldu:19,North Dakota State Senate district 19,sldu-38019,,
ocd-division/country:us/state:nd/sldu:20,North Dakota State Senate district 20,sldu-38020,,
ocd-division/country:us/state:nd/sldu:21,North Dakota State Senate district 21,sldu-38021,,
ocd-division/country:us/state:nd/sldu:22,North Dakota State Senate district 22,sldu-38022,,
ocd-division/country:us/state:nd/sldu:23,North Dakota State Senate district 23,sldu-38023,,
ocd-division/country:us/state:nd/sldu:24,North Dakota State Senate district 24,sldu-38024,,
ocd-division/country:us/state:nd/sldu:25,North Dakota State Senate district 25,sldu-38025,,
ocd-division/country:us/state:nd/sldu:26,North Dakota State Senate district 26,sldu-38026,,
ocd-division/country:us/state:nd/sldu:27,North Dakota State Senate district 27,sldu-38027,,
ocd-division/country:us/state:nd/sldu:28,North Dakota State Senate district 28,sldu-38028,,
ocd-division/country:us/state:nd/sldu:29,North Dakota State Senate district 29,sldu-38029,,
ocd-division/country:us/state:nd/sldu:30,North Dakota State Senate district 30,sldu-38030,,
ocd-division/country:us/state:nd/sldu:31,North Dakota State Senate district 31,sldu-38031,,
ocd-division/country:us/state:nd/sldu:32,North Dakota State Senate district 32,sldu-38032,,
ocd-division/country:us/state:nd/sldu:33,North Dakota State Senate district 33,sldu-38033,,
ocd-division/country:us/state:nd/sldu:34,North Dakota State Senate district 34,sldu-38034,,
ocd-division/country:us/state:nd/sldu:35,North Dakota State Senate district 35,sldu-38035,,
ocd-division/country:us/state:nd/sldu:36,North Dakota State Senate district 36,sldu-38036,,
ocd-division/country:us/state:nd/sldu:37,North Dakota State Senate district 37,sldu-38037,,
ocd-division/country:us/state:nd/sldu:38,North Dakota State Senate district 38,sldu-38038,,
ocd-division/country:us/state:nd/sldu:39,North Dakota State Senate district 39,sldu-38039,,
ocd-division/country:us/state:nd/sldu:40,North Dakota State Senate district 40,sldu-38040,,
ocd-division/country:us/state:nd/sldu:41,North Dakota State Senate district 41,sldu-38041,,
ocd-division/country:us/state:nd/sldu:42,North Dakota State Senate district 42,sldu-38042,,
ocd-division/country:us/state:nd/sldu:43,North Dakota State Senate district 43,sldu-38043,,
ocd-division/country:us/state:nd/sldu:44,North Dakota State Senate district 44,sldu-38044,,
ocd-division/country:us/state:nd/sldu:45,North Dakota State Senate district 45,sldu-38045,,
ocd-division/country:us/state:nd/sldu:46,North Dakota State Senate district 46,sldu-38046,,
ocd-division/country:us/state:nd/sldu:47,North Dakota State Senate district 47,sldu-38047,,
ocd-division/country:us/state:oh/sldu:1,Ohio State Senate district 1,sldu-39001,,
ocd-division/country:us/state:oh/sldu:2,Ohio State Senate district 2,sldu-39002,,
ocd-division/country:us/state:oh/sldu:3,Ohio State Senate district 3,sldu-39003,,
ocd-division/country:us/state:oh/sldu:4,Ohio State Senate district 4,sldu-39004,,
ocd-division/country:us/state:oh/sldu:5,Ohio State Senate district 5,sldu-39005,,
ocd-division/country:us/state:oh/sldu:6,Ohio State Senate district 6,sldu-39006,,
ocd-division/country:us/state:oh/sldu:7,Ohio State Senate district 7,sldu-39007,,
ocd-division/country:us/state:oh/sldu:8,Ohio State Senate district 8,sldu-39008,,
ocd-division/country:us/state:oh/sldu:9,Ohio State Senate district 9,sldu-39009,,
ocd-division/country:us/state:oh/sldu:10,Ohio State Senate district 10,sldu-39010,,
ocd-division/country:us/state:oh/sldu:11,Ohio State Senate district 11,sldu-39011,,
ocd-division/country:us/state:oh/sldu:12,Ohio State Senate district 12,sldu-39012,,
ocd-division/country:us/state:oh/sldu:13,Ohio State Senate district 13,sldu-39013,,
ocd-division/country:us/state:oh/sldu:14,Ohio State Senate district 14,sldu-39014,,
ocd-division/country:us/state:oh/sldu:15,Ohio State Senate district 15,sldu-39015,,
ocd-division/country:us/state:oh/sldu:16,Ohio State Senate district 16,sldu-39016,,
ocd-division/country:us/state:oh/sldu:17,Ohio State Senate district 17,sldu-39017,,
ocd-division/country:us/state:oh/sldu:18,Ohio State Senate district 18,sldu-39018,,
ocd-division/country:us/state:oh/sldu:19,Ohio State Senate district 19,sldu-39019,,
ocd-division/country:us/state:oh/sldu:20,Ohio State Senate district 20,sldu-39020,,
ocd-division/country:us/state:oh/sldu:21,Ohio State Senate district 21,sldu-39021,,
ocd-division/country:us/state:oh/sldu:22,Ohio State Senate district 22,sldu-39022,,
ocd-division/country:us/state:oh/sldu:23,Ohio State Senate district 23,sldu-39023,,
ocd-division/country:us/state:oh/sldu:24,Ohio State Senate district 24,sldu-39024,,
ocd-division/country:us/state:oh/sldu:25,Ohio State Senate district 25,sldu-39025,,
ocd-division/country:us/state:oh/sldu:26,Ohio State Senate district 26,sldu-39026,,
ocd-division/country:us/state:oh/sldu:27,Ohio State Senate district 27,sldu-39027,,
ocd-division/country:us/state:oh/sldu:28,Ohio State Senate district 28,sldu-39028,,
ocd-division/country:us/state:oh/sldu:29,Ohio State Senate district 29,sldu-39029,,
ocd-division/country:us/state:oh/sldu:30,Ohio State Senate district 30,sldu-39030,,
ocd-division/country:us/state:oh/sldu:31,Ohio State Senate district 31,sldu-39031,,
ocd-division/country:us/state:oh/sldu:32,Ohio State Senate district 32,sldu-39032,,
ocd-division/country:us/state:oh/sldu:33,Ohio State Senate district 33,sldu-39033,,
ocd-division/country:us/state:ok/sldu:1,Oklahoma State Senate district 1,sldu-40001,,
ocd-division/country:us/state:ok/sldu:2,Oklahoma State Senate district 2,sldu-40002,,
ocd-division/country:us/state:ok/sldu:3,Oklahoma State Senate district 3,sldu-40003,,
ocd-division/country:us/state:ok/sldu:4,Oklahoma State Senate district 4,sldu-40004,,
ocd-division/country:us/state:ok/sldu:5,Oklahoma State Senate district 5,sldu-40005,,
ocd-division/country:us/state:ok/sldu:6,Oklahoma State Senate district 6,sldu-40006,,
ocd-division/country:us/state:ok/sldu:7,Oklahoma State Senate district 7,sldu-40007,,
ocd-division/country:us/state:ok/sldu:8,Oklahoma State Senate district 8,sldu-40008,,
ocd-division/country:us/state:ok/sldu:9,Oklahoma State Senate district 9,sldu-40009,,
ocd-division/country:us/state:ok/sldu:10,Oklahoma State Senate district 10,sldu-40010,,
ocd-division/country:us/state:ok/sldu:11,Oklahoma State Senate district 11,sldu-40011,,
ocd-division/country:us/state:ok/sldu:12,Oklahoma State Senate district 12,sldu-40012,,
ocd-division/country:us/state:ok/sldu:13,Oklahoma State Senate district 13,sldu-40013,,
ocd-division/country:us/state:ok/sldu:14,Oklahoma State Senate district 14,sldu-40014,,
ocd-division/country:us/state:ok/sldu:15,Oklahoma State Senate district 15,sldu-40015,,
ocd-division/country:us/state:ok/sldu:16,Oklahoma State Senate district 16,sldu-40016,,
ocd-division/country:us/state:ok/sldu:17,Oklahoma State Senate district 17,sldu-40017,,
ocd-division/country:us/state:ok/sldu:18,Oklahoma State Senate district 18,sldu-40018,,
ocd-division/country:us/state:ok/sldu:19,Oklahoma State Senate district 19,sldu-40019,,
ocd-division/country:us/state:ok/sldu:20,Oklahoma State Senate district 20,sldu-40020,,
ocd-division/country:us/state:ok/sldu:21,Oklahoma State Senate district 21,sldu-40021,,
ocd-division/country:us/state:ok/sldu:22,Oklahoma State Senate district 22,sldu-40022,,
ocd-division/country:us/state:ok/sldu:23,Oklahoma State Senate district 23,sldu-40023,,
ocd-division/country:us/state:ok/sldu:24,Oklahoma State Senate district 24,sldu-40024,,
ocd-division/country:us/state:ok/sldu:25,Oklahoma State Senate district 25,sldu-40025,,
ocd-division/country:us/state:ok/sldu:26,Oklahoma State Senate district 26,sldu-40026,,
ocd-division/country:us/state:ok/sldu:27,Oklahoma State Senate district 27,sldu-40027,,
ocd-division/country:us/state:ok/sldu:28,Oklahoma State Senate district 28,sldu-40028,,
ocd-division/country:us/state:ok/sldu:29,Oklahoma State Senate district 29,sldu-40029,,
ocd-division/country:us/state:ok/sldu:30,Oklahoma State Senate district 30,sldu-40030,,
ocd-division/country:us/state:ok/sldu:31,Oklahoma State Senate district 31,sldu-40031,,
ocd-division/country:us/state:ok/sldu:32,Oklahoma State Senate district 32,sldu-40032,,
ocd-division/country:us/state:ok/sldu:33,Oklahoma State Senate district 33,sldu-40033,,
ocd-division/country:us/state:ok/sldu:34,Oklahoma State Senate district 34,sldu-40034,,
ocd-division/country:us/state:ok/sldu:35,Oklahoma State Senate district 35,sldu-40035,,
ocd-division/country:us/state:ok/sldu:36,Oklahoma State Senate district 36,sldu-40036,,
ocd-division/country:us/state:ok/sldu:37,Oklahoma State Senate district 37,sldu-40037,,
ocd-division/country:us/state:ok/sldu:38,Oklahoma State Senate district 38,sldu-40038,,
ocd-division/country:us/state:ok/sldu:39,Oklahoma State Senate district 39,sldu-40039,,
ocd-division/country:us/state:ok/sldu:40,Oklahoma State Senate district 40,sldu-40040,,
ocd-division/country:us/state:ok/sldu:41,Oklahoma State Senate district 41,sldu-40041,,
ocd-division/country:us/state:ok/sldu:42,Oklahoma State Senate district 42,sldu-40042,,
ocd-division/country:us/state:ok/sldu:43,Oklahoma State Senate district 43,sldu-40043,,
ocd-division/country:us/state:ok/sldu:44,Oklahoma State Senate district 44,sldu-40044,,
ocd-division/country:us/state:ok/sldu:45,Oklahoma State Senate district 45,sldu-40045,,
ocd-division/country:us/state:ok/sldu:46,Oklahoma State Senate district 46,sldu-40046,,
ocd-division/country:us/state:ok/sldu:47,Oklahoma State Senate district 47,sldu-40047,,
ocd-division/country:us/state:ok/sldu:48,Oklahoma State Senate district 48,sldu-40048,,
ocd-division/country:us/state:or/sldu:1,Oregon State Senate district 1,sldu-41001,,
ocd-division/country:us/state:or/sldu:2,Oregon State Senate district 2,sldu-41002,,
ocd-division/country:us/state:or/sldu:3,Oregon State Senate district 3,sldu-41003,,
ocd-division/country:us/state:or/sldu:4,Oregon State Senate district 4,sldu-41004,,
ocd-division/country:us/state:or/sldu:5,Oregon State Senate district 5,sldu-41005,,
ocd-division/country:us/state:or/sldu:6,Oregon State Senate district 6,sldu-41006,,
ocd-division/country:us/state:or/sldu:7,Oregon State Senate district 7,sldu-41007,,
ocd-division/country:us/state:or/sldu:8,Oregon State Senate district 8,sldu-41008,,
ocd-division/country:us/state:or/sldu:9,Oregon State Senate district 9,sldu-41009,,
ocd-division/country:us/state:or/sldu:10,Oregon State Senate district 10,sldu-41010,,
ocd-division/country:us/state:or/sldu:11,Oregon State Senate district 11,sldu-41011,,
ocd-division/country:us/state:or/sldu:12,Oregon State Senate district 12,sldu-41012,,
ocd-division/country:us/state:or/sldu:13,Oregon State Senate district 13,sldu-41013,,
ocd-division/country:us/state:or/sldu:14,Oregon State Senate district 14,sldu-41014,,
ocd-division/country:us/state:or/sldu:15,Oregon State Senate district 15,sldu-41015,,
ocd-division/country:us/state:or/sldu:16,Oregon State Senate district 16,sldu-41016,,
ocd-division/country:us/state:or/sldu:17,Oregon State Senate district 17,sldu-41017,,
ocd-division/country:us/state:or/sldu:18,Oregon State Senate district 18,sldu-41018,,
ocd-division/country:us/state:or/sldu:19,Oregon State Senate district 19,sldu-41019,,
ocd-division/country:us/state:or/sldu:20,Oregon State Senate district 20,sldu-41020,,
ocd-division/country:us/state:or/sldu:21,Oregon State Senate district 21,sldu-41021,,
ocd-division/country:us/state:or/sldu:22,Oregon State Senate district 22,sldu-41022,,
ocd-division/country:us/state:or/sldu:23,Oregon State Senate district 23,sldu-41023,,
ocd-division/country:us/state:or/sldu:24,Oregon State Senate district 24,sldu-41024,,
ocd-division/country:us/state:or/sldu:25,Oregon State Senate district 25,sldu-41025,,
ocd-division/country:us/state:or/sldu:26,Oregon State Senate district 26,sldu-41026,,
ocd-division/country:us/state:or/sldu:27,Oregon State Senate district 27,sldu-41027,,
ocd-division/country:us/state:or/sldu:28,Oregon State Senate district 28,sldu-41028,,
ocd-division/country:us/state:or/sldu:29,Oregon State Senate district 29,sldu-41029,,
ocd-division/country:us/state:or/sldu:30,Oregon State Senate district 30,sldu-41030,,
ocd-division/country:us/state:pa/sldu:1,Pennsylvania State Senate district 1,sldu-42001,,
ocd-division/country:us/state:pa/sldu:2,Pennsylvania State Senate district 2,sldu-42002,,
ocd-division/country:us/state:pa/sldu:3,Pennsylvania State Senate district 3,sldu-42003,,
ocd-division/country:us/state:pa/sldu:4,Pennsylvania State Senate district 4,sldu-42004,,
ocd-division/country:us/state:pa/sldu:5,Pennsylvania State Senate district 5,sldu-42005,,
ocd-division/country:us/state:pa/sldu:6,Pennsylvania State Senate district 6,sldu-42006,,
ocd-division/country:us/state:pa/sldu:7,Pennsylvania State Senate district 7,sldu-42007,,
ocd-division/country:us/state:pa/sldu:8,Pennsylvania State Senate district 8,sldu-42008,,
ocd-division/country:us/state:pa/sldu:9,Pennsylvania State Senate district 9,sldu-42009,,
ocd-division/country:us/state:pa/sldu:10,Pennsylvania State Senate district 10,sldu-42010,,
ocd-division/country:us/state:pa/sldu:11,Pennsylvania State Senate district 11,sldu-42011,,
ocd-division/country:us/state:pa/sldu:12,Pennsylvania State Senate district 12,sldu-42012,,
ocd-division/country:us/state:pa/sldu:13,Pennsylvania State Senate district 13,sldu-42013,,
ocd-division/country:us/state:pa/sldu:14,Pennsylvania State Senate district 14,sldu-42014,,
ocd-division/country:us/state:pa/sldu:15,Pennsylvania State Senate district 15,sldu-42015,,
ocd-division/country:us/state:pa/sldu:16,Pennsylvania State Senate district 16,sldu-42016,,
ocd-division/country:us/state:pa/sldu:17,Pennsylvania State Senate district 17,sldu-42017,,
ocd-division/country:us/state:pa/sldu:18,Pennsylvania State Senate district 18,sldu-42018,,
ocd-division/country:us/state:pa/sldu:19,Pennsylvania State Senate district 19,sldu-42019,,
ocd-division/country:us/state:pa/sldu:20,Pennsylvania State Senate district 20,sldu-42020,,
ocd-division/country:us/state:pa/sldu:21,Pennsylvania State Senate district 21,sldu-42021,,
ocd-division/country:us/state:pa/sldu:22,Pennsylvania State Senate district 22,sldu-42022,,
ocd-division/country:us/state:pa/sldu:23,Pennsylvania State Senate district 23,sldu-42023,,
