id,name,census-geoid,validFrom,validThrough
ocd-division/country:us/state:mt/sldu:19,Montana State Senate district 19,sldu-30019,,
ocd-division/country:us/state:mt/sldu:20,Montana State Senate district 20,sldu-30020,,
ocd-division/country:us/state:mt/sldu:21,Montana State Senate district 21,sldu-30021,,
ocd-division/country:us/state:mt/sldu:22,Montana State Senate district 22,sldu-30022,,
ocd-division/country:us/state:mt/sldu:23,Montana State Senate district 23,sldu-30023,,
ocd-division/country:us/state:mt/sldu:24,Montana State Senate district 24,sldu-30024,,
ocd-division/country:us/state:mt/sldu:25,Montana State Senate district 25,sldu-30025,,
ocd-division/country:us/state:mt/sldu:26,Montana State Senate district 26,sldu-30026,,
ocd-division/country:us/state:mt/sldu:27,Montana State Senate district 27,sldu-30027,,
ocd-division/country:us/state:mt/sldu:28,Montana State Senate district 28,sldu-30028,,
ocd-division/country:us/state:mt/sldu:29,Montana State Senate district 29,sldu-30029,,
ocd-division/country:us/state:mt/sldu:30,Montana State Senate district 30,sldu-30030,,
ocd-division/country:us/state:mt/sldu:31,Montana State Senate district 31,sldu-30031,,
ocd-division/country:us/state:mt/sldu:32,Montana State Senate district 32,sldu-30032,,
ocd-division/country:us/state:mt/sldu:33,Montana State Senate district 33,sldu-30033,,
ocd-division/country:us/state:mt/sldu:34,Montana State Senate district 34,sldu-30034,,
ocd-division/country:us/state:mt/sldu:35,Montana State Senate district 35,sldu-30035,,
ocd-division/country:us/state:mt/sldu:36,Montana State Senate district 36,sldu-30036,,
ocd-division/country:us/state:mt/sldu:37,Montana State Senate district 37,sldu-30037,,
ocd-division/country:us/state:mt/sldu:38,Montana State Senate district 38,sldu-30038,,
ocd-division/country:us/state:mt/sldu:39,Montana State Senate district 39,sldu-30039,,
ocd-division/country:us/state:mt/sldu:40,Montana State Senate district 40,sldu-30040,,
ocd-division/country:us/state:mt/sldu:41,Montana State Senate district 41,sldu-30041,,
ocd-division/country:us/state:mt/sldu:42,Montana State Senate district 42,sldu-30042,,
ocd-division/country:us/state:mt/sldu:43,Montana State Senate district 43,sldu-30043,,
ocd-division/country:us/state:mt/sldu:44,Montana State Senate district 44,sldu-30044,,
ocd-division/country:us/state:mt/sldu:45,Montana State Senate district 45,sldu-30045,,
ocd-division/country:us/state:mt/sldu:46,Montana State Senate district 46,sldu-30046,,
ocd-division/country:us/state:mt/sldu:47,Montana State Senate district 47,sldu-30047,,
ocd-division/country:us/state:mt/sldu:48,Montana State Senate district 48,sldu-30048,,
ocd-division/country:us/state:mt/sldu:49,Montana State Senate district 49,sldu-30049,,
ocd-division/country:us/state:mt/sldu:50,Montana State Senate district 50,sldu-30050,,
ocd-division/country:us/state:ne/sldu:1,Nebraska State Senate district 1,sldu-31001,,
ocd-division/country:us/state:ne/sldu:2,Nebraska State Senate district 2,sldu-31002,,
ocd-division/country:us/state:ne/sldu:3,Nebraska State Senate district 3,sldu-31003,,
ocd-division/country:us/state:ne/sldu:4,Nebraska State Senate district 4,sldu-31004,,
ocd-division/country:us/state:ne/sldu:5,Nebraska State Senate district 5,sldu-31005,,
ocd-division/country:us/state:ne/sldu:6,Nebraska State Senate district 6,sldu-31006,,
ocd-division/country:us/state:ne/sldu:7,Nebraska State Senate district 7,sldu-31007,,
ocd-division/country:us/state:ne/sldu:8,Nebraska State Senate district 8,sldu-31008,,
ocd-division/country:us/state:ne/sldu:9,Nebraska State Senate district 9,sldu-31009,,
ocd-division/country:us/state:ne/sldu:10,Nebraska State Senate district 10,sldu-31010,,
ocd-division/country:us/state:ne/sldu:11,Nebraska State Senate district 11,sldu-31011,,
ocd-division/country:us/state:ne/sldu:12,Nebraska State Senate district 12,sldu-31012,,
ocd-division/country:us/state:ne/sldu:13,Nebraska State Senate district 13,sldu-31013,,
ocd-division/country:us/state:ne/sldu:14,Nebraska State Senate district 14,sldu-31014,,
ocd-division/country:us/state:ne/sldu:15,Nebraska State Senate district 15,sldu-31015,,
ocd-division/country:us/state:ne/sldu:16,Nebraska State Senate district 16,sldu-31016,,
ocd-division/country:us/state:ne/sldu:17,Nebraska State Senate district 17,sldu-31017,,
ocd-division/country:us/state:ne/sldu:18,Nebraska State Senate district 18,sldu-31018,,
ocd-division/country:us/state:ne/sldu:19,Nebraska State Senate district 19,sldu-31019,,
ocd-division/country:us/state:ne/sldu:20,Nebraska State Senate district 20,sldu-31020,,
ocd-division/country:us/state:ne/sldu:21,Nebraska State Senate district 21,sldu-31021,,
ocd-division/country:us/state:ne/sldu:22,Nebraska State Senate district 22,sldu-31022,,
ocd-division/country:us/state:ne/sldu:23,Nebraska State Senate district 23,sldu-31023,,
ocd-division/country:us/state:ne/sldu:24,Nebraska State Senate district 24,sldu-31024,,
ocd-division/country:us/state:ne/sldu:25,Nebraska State Senate district 25,sldu-31025,,
ocd-division/country:us/state:ne/sldu:26,Nebraska State Senate district 26,sldu-31026,,
ocd-division/country:us/state:ne/sldu:27,Nebraska State Senate district 27,sldu-31027,,
ocd-division/country:us/state:ne/sldu:28,Nebraska State Senate district 28,sldu-31028,,
ocd-division/country:us/state:ne/sldu:29,Nebraska State Senate district 29,sldu-31029,,
ocd-division/country:us/state:ne/sldu:30,Nebraska State Senate district 30,sldu-31030,,
ocd-division/country:us/state:ne/sldu:31,Nebraska State Senate district 31,sldu-31031,,
ocd-division/country:us/state:ne/sldu:32,Nebraska State Senate district 32,sldu-31032,,
ocd-division/country:us/state:ne/sldu:33,Nebraska State Senate district 33,sldu-31033,,
ocd-division/country:us/state:ne/sldu:34,Nebraska State Senate district 34,sldu-31034,,
ocd-division/country:us/state:ne/sldu:35,Nebraska State Senate district 35,sldu-31035,,
ocd-division/country:us/state:ne/sldu:36,Nebraska State Senate district 36,sldu-31036,,
ocd-division/country:us/state:ne/sldu:37,Nebraska State Senate district 37,sldu-31037,,
ocd-division/country:us/state:ne/sldu:38,Nebraska State Senate district 38,sldu-31038,,
ocd-division/country:us/state:ne/sldu:39,Nebraska State Senate district 39,sldu-31039,,
ocd-division/country:us/state:ne/sldu:40,Nebraska State Senate district 40,sldu-31040,,
ocd-division/country:us/state:ne/sldu:41,Nebraska State Senate district 41,sldu-31041,,
ocd-division/country:us/state:ne/sldu:42,Nebraska State Senate district 42,sldu-31042,,
ocd-division/country:us/state:ne/sldu:43,Nebraska State Senate district 43,sldu-31043,,
ocd-division/country:us/state:ne/sldu:44,Nebraska State Senate district 44,sldu-31044,,
ocd-division/country:us/state:ne/sldu:45,Nebraska State Senate district 45,sldu-31045,,
ocd-division/country:us/state:ne/sldu:46,Nebraska State Senate district 46,sldu-31046,,
ocd-division/country:us/state:ne/sldu:47,Nebraska State Senate district 47,sldu-31047,,
ocd-division/country:us/state:ne/sldu:48,Nebraska State Senate district 48,sldu-31048,,
ocd-division/country:us/state:ne/sldu:49,Nebraska State Senate district 49,sldu-31049,,
ocd-division/country:us/state:nv/sldu:1,Nevada State Senate district 1,sldu-32001,,
ocd-division/country:us/state:nv/sldu:2,Nevada State Senate district 2,sldu-32002,,
ocd-division/country:us/state:nv/sldu:3,Nevada State Senate district 3,sldu-32003,,
ocd-division/country:us/state:nv/sldu:4,Nevada State Senate district 4,sldu-32004,,
ocd-division/country:us/state:nv/sldu:5,Nevada State Senate district 5,sldu-32005,,
ocd-division/country:us/state:nv/sldu:6,Nevada State Senate district 6,sldu-32006,,
ocd-division/country:us/state:nv/sldu:7,Nevada State Senate district 7,sldu-32007,,
ocd-division/country:us/state:nv/sldu:8,Nevada State Senate district 8,sldu-32008,,
ocd-division/country:us/state:nv/sldu:9,Nevada State Senate district 9,sldu-32009,,
ocd-division/country:us/state:nv/sldu:10,Nevada State Senate district 10,sldu-32010,,
ocd-division/country:us/state:nv/sldu:11,Nevada State Senate district 11,sldu-32011,,
ocd-division/country:us/state:nv/sldu:12,Nevada State Senate district 12,sldu-32012,,
ocd-division/country:us/state:nv/sldu:13,Nevada State Senate district 13,sldu-32013,,
ocd-division/country:us/state:nv/sldu:14,Nevada State Senate district 14,sldu-32014,,
ocd-division/country:us/state:nv/sldu:15,Nevada State Senate district 15,sldu-32015,,
ocd-division/country:us/state:nv/sldu:16,Nevada State Senate district 16,sldu-32016,,
ocd-division/country:us/state:nv/sldu:17,Nevada State Senate district 17,sldu-32017,,
ocd-division/country:us/state:nv/sldu:18,Nevada State Senate district 18,sldu-32018,,
ocd-division/country:us/state:nv/sldu:19,Nevada State Senate district 19,sldu-32019,,
ocd-division/country:us/state:nv/sldu:20,Nevada State Senate district 20,sldu-32020,,
ocd-division/country:us/state:nv/sldu:21,Nevada State Senate district 21,sldu-32021,,
ocd-division/country:us/state:nh/sldu:1,New Hampshire State Senate district 1,sldu-33001,,
ocd-division/country:us/state:nh/sldu:2,New Hampshire State Senate district 2,sldu-33002,,
ocd-division/country:us/state:nh/sldu:3,New Hampshire State Senate district 3,sldu-33003,,
ocd-division/country:us/state:nh/sldu:4,New Hampshire State Senate district 4,sldu-33004,,
ocd-division/country:us/state:nh/sldu:5,New Hampshire State Senate district 5,sldu-33005,,
ocd-division/country:us/state:nh/sldu:6,New Hampshire State Senate district 6,sldu-33006,,
ocd-division/country:us/state:nh/sldu:7,New Hampshire State Senate district 7,sldu-33007,,
ocd-division/country:us/state:nh/sldu:8,New Hampshire State Senate district 8,sldu-33008,,
ocd-division/country:us/state:nh/sldu:9,New Hampshire State Senate district 9,sldu-33009,,
ocd-division/country:us/state:nh/sldu:10,New Hampshire State Senate district 10,sldu-33010,,
ocd-division/country:us/state:nh/sldu:11,New Hampshire State Senate district 11,sldu-33011,,
ocd-division/country:us/state:nh/sldu:12,New Hampshire State Senate district 12,sldu-33012,,
ocd-division/country:us/state:nh/sldu:13,New Hampshire State Senate district 13,sldu-33013,,
ocd-division/country:us/state:nh/sldu:14,New Hampshire State Senate district 14,sldu-33014,,
ocd-division/country:us/state:nh/sldu:15,New Hampshire State Senate district 15,sldu-33015,,
ocd-division/country:us/state:nh/sldu:16,New Hampshire State Senate district 16,sldu-33016,,
ocd-division/country:us/state:nh/sldu:17,New Hampshire State Senate district 17,sldu-33017,,
ocd-division/country:us/state:nh/sldu:18,New Hampshire State Senate district 18,sldu-33018,,
ocd-division/country:us/state:nh/sldu:19,New Hampshire State Senate district 19,sldu-33019,,
ocd-division/country:us/state:nh/sldu:20,New Hampshire State Senate district 20,sldu-33020,,
ocd-division/country:us/state:nh/sldu:21,New Hampshire State Senate district 21,sldu-33021,,
ocd-division/country:us/state:nh/sldu:22,New Hampshire State Senate district 22,sldu-33022,,
ocd-division/country:us/state:nh/sldu:23,New Hampshire State Senate district 23,sldu-33023,,
ocd-division/country:us/state:nh/sldu:24,New Hampshire State Senate district 24,sldu-33024,,
ocd-division/country:us/state:nj/sldu:1,New Jersey State Senate district 1,sldu-34001,,
ocd-division/country:us/state:nj/sldu:2,New Jersey State Senate district 2,sldu-34002,,
ocd-division/country:us/state:nj/sldu:3,New Jersey State Senate district 3,sldu-34003,,
ocd-division/country:us/state:nj/sldu:4,New Jersey State Senate district 4,sldu-34004,,
ocd-division/country:us/state:nj/sldu:5,New Jersey State Senate district 5,sldu-34005,,
ocd-division/country:us/state:nj/sldu:6,New Jersey State Senate district 6,sldu-34006,,
ocd-division/country:us/state:nj/sldu:7,New Jersey State Senate district 7,sldu-34007,,
ocd-division/country:us/state:nj/sldu:8,New Jersey State Senate district 8,sldu-34008,,
ocd-division/country:us/state:nj/sldu:9,New Jersey State Senate district 9,sldu-34009,,
ocd-division/country:us/state:nj/sldu:10,New Jersey State Senate district 10,sldu-34010,,
ocd-division/country:us/state:nj/sldu:11,New Jersey State Senate district 11,sldu-34011,,
ocd-division/country:us/state:nj/sldu:12,New Jersey State Senate district 12,sldu-34012,,
ocd-division/country:us/state:nj/sldu:13,New Jersey State Senate district 13,sldu-34013,,
ocd-division/country:us/state:nj/sldu:14,New Jersey State Senate district 14,sldu-34014,,
ocd-division/country:us/state:nj/sldu:15,New Jersey State Senate district 15,sldu-34015,,
ocd-division/country:us/state:nj/sldu:16,New Jersey State Senate district 16,sldu-34016,,
ocd-division/country:us/state:nj/sldu:17,New Jersey State Senate district 17,sldu-34017,,
ocd-division/country:us/state:nj/sldu:18,New Jersey State Senate district 18,sldu-34018,,
ocd-division/country:us/state:nj/sldu:19,New Jersey State Senate district 19,sldu-34019,,
ocd-division/country:us/state:nj/sldu:20,New Jersey State Senate district 20,sldu-34020,,
ocd-division/country:us/state:nj/sldu:21,New Jersey State Senate district 21,sldu-34021,,
ocd-division/country:us/state:nj/sldu:22,New Jersey State Senate district 22,sldu-34022,,
ocd-division/country:us/state:nj/sldu:23,New Jersey State Senate district 23,sldu-34023,,
ocd-division/country:us/state:nj/sldu:24,New Jersey State Senate district 24,sldu-34024,,
ocd-division/country:us/state:nj/sldu:25,New Jersey State Senate district 25,sldu-34025,,
ocd-division/country:us/state:nj/sldu:26,New Jersey State Senate district 26,sldu-34026,,
ocd-division/country:us/state:nj/sldu:27,New Jersey State Senate district 27,sldu-34027,,
ocd-division/country:us/state:nj/sldu:28,New Jersey State Senate district 28,sldu-34028,,
ocd-division/country:us/state:nj/sldu:29,New Jersey State Senate district 29,sldu-34029,,
ocd-division/country:us/state:nj/sldu:30,New Jersey State Senate district 30,sldu-34030,,
ocd-division/country:us/state:nj/sldu:31,New Jersey State Senate district 31,sldu-34031,,
ocd-division/country:us/state:nj/sldu:32,New Jersey State Senate district 32,sldu-34032,,
ocd-division/country:us/state:nj/sldu:33,New Jersey State Senate district 33,sldu-34033,,
ocd-division/country:us/state:nj/sldu:34,New Jersey State Senate district 34,sldu-34034,,
ocd-division/country:us/state:nj/sldu:35,New Jersey State Senate district 35,sldu-34035,,
ocd-division/country:us/state:nj/sldu:36,New Jersey State Senate district 36,sldu-34036,,
ocd-division/country:us/state:nj/sldu:37,New Jersey State Senate district 37,sldu-34037,,
ocd-division/country:us/state:nj/sldu:38,New Jersey State Senate district 38,sldu-34038,,
ocd-division/country:us/state:nj/sldu:39,New Jersey State Senate district 39,sldu-34039,,
ocd-division/country:us/state:nj/sldu:40,New Jersey State Senate district 40,sldu-34040,,
ocd-division/country:us/state:nm/sldu:1,New Mexico State Senate district 1,sldu-35001,,
ocd-division/country:us/state:nm/sldu:2,New Mexico State Senate district 2,sldu-35002,,
ocd-division/country:us/state:nm/sldu:3,New Mexico State Senate district 3,sldu-35003,,
ocd-division/country:us/state:nm/sldu:4,New Mexico State Senate district 4,sldu-35004,,
ocd-division/country:us/state:nm/sldu:5,New Mexico State Senate district 5,sldu-35005,,
ocd-division/country:us/state:nm/sldu:6,New Mexico State Senate district 6,sldu-35006,,
ocd-division/country:us/state:nm/sldu:7,New Mexico State Senate district 7,sldu-35007,,
ocd-division/country:us/state:nm/sldu:8,New Mexico State Senate district 8,sldu-35008,,
ocd-division/country:us/state:nm/sldu:9,New Mexico State Senate district 9,sldu-35009,,
ocd-division/country:us/state:nm/sldu:10,New Mexico State Senate district 10,sldu-35010,,
ocd-division/country:us/state:nm/sldu:11,New Mexico State Senate district 11,sldu-35011,,
ocd-division/country:us/state:nm/sldu:12,New Mexico State Senate district 12,sldu-35012,,
ocd-division/country:us/state:nm/sldu:13,New Mexico State Senate district 13,sldu-35013,,
ocd-division/country:us/state:nm/sldu:14,New Mexico State Senate district 14,sldu-35014,,
ocd-division/country:us/state:nm/sldu:15,New Mexico State Senate district 15,sldu-35015,,
ocd-division/country:us/state:nm/sldu:16,New Mexico State Senate district 16,sldu-35016,,
ocd-division/country:us/state:nm/sldu:17,New Mexico State Senate district 17,sldu-35017,,
ocd-division/country:us/state:nm/sldu:18,New Mexico State Senate district 18,sldu-35018,,
ocd-division/country:us/state:nm/sldu:19,New Mexico State Senate district 19,sldu-35019,,
ocd-division/country:us/state:nm/sldu:20,New Mexico State Senate district 20,sldu-35020,,
ocd-division/country:us/state:nm/sldu:21,New Mexico State Senate district 21,sldu-35021,,
ocd-division/country:us/state:nm/sldu:22,New Mexico State Senate district 22,sldu-35022,,
ocd-division/country:us/state:nm/sldu:23,New Mexico State Senate district 23,sldu-35023,,
ocd-division/country:us/state:nm/sldu:24,New Mexico State Senate district 24,sldu-35024,,
ocd-division/country:us/state:nm/sldu:25,New Mexico State Senate district 25,sldu-35025,,
ocd-division/country:us/state:nm/sldu:26,New Mexico State Senate district 26,sldu-35026,,
ocd-division/country:us/state:nm/sldu:27,New Mexico State Senate district 27,sldu-35027,,
ocd-division/country:us/state:nm/sldu:28,New Mexico State Senate district 28,sldu-35028,,
ocd-division/country:us/state:nm/sldu:29,New Mexico State Senate district 29,sldu-35029,,
ocd-division/country:us/state:nm/sldu:30,New Mexico State Senate district 30,sldu-35030,,
ocd-division/country:us/state:nm/sldu:31,New Mexico State Senate district 31,sldu-35031,,
ocd-division/country:us/state:nm/sldu:32,New Mexico State Senate district 32,sldu-35032,,
ocd-division/country:us/state:nm/sldu:33,New Mexico State Senate district 33,sldu-35033,,
ocd-division/country:us/state:nm/sldu:34,New Mexico State Senate district 34,sldu-35034,,
ocd-division/country:us/state:nm/sldu:35,New Mexico State Senate district 35,sldu-35035,,
ocd-division/country:us/state:nm/sldu:36,New Mexico State Senate district 36,sldu-35036,,
ocd-division/country:us/state:nm/sldu:37,New Mexico State Senate district 37,sldu-35037,,
ocd-division/country:us/state:nm/sldu:38,New Mexico State Senate district 38,sldu-35038,,
ocd-division/country:us/state:nm/sldu:39,New Mexico State Senate district 39,sldu-35039,,
ocd-division/country:us/state:nm/sldu:40,New Mexico State Senate district 40,sldu-35040,,
ocd-division/country:us/state:nm/sldu:41,New Mexico State Senate district 41,sldu-35041,,
ocd-division/country:us/state:nm/sldu:42,New Mexico State Senate district 42,sldu-35042,,
ocd-division/country:us/state:ny/sldu:1,New York State Senate district 1,sldu-36001,,
ocd-division/country:us/state:ny/sldu:2,New York State Senate district 2,sldu-36002,,
ocd-division/country:us/state:ny/sldu:3,New York State Senate district 3,sldu-36003,,
ocd-division/country:us/state:ny/sldu:4,New York State Senate district 4,sldu-36004,,
ocd-division/country:us/state:ny/sldu:5,New York State Senate district 5,sldu-36005,,
ocd-division/country:us/state:ny/sldu:6,New York State Senate district 6,sldu-36006,,
ocd-division/country:us/state:ny/sldu:7,New York State Senate district 7,sldu-36007,,
ocd-division/country:us/state:ny/sldu:8,New York State Senate district 8,sldu-36008,,
ocd-division/country:us/state:ny/sldu:9,New York State Senate district 9,sldu-36009,,
ocd-division/country:us/state:ny/sldu:10,New York State Senate district 10,sldu-36010,,
ocd-division/country:us/state:ny/sldu:11,New York State Senate district 11,sldu-36011,,
ocd-division/country:us/state:ny/sldu:12,New York State Senate district 12,sldu-36012,,
ocd-division/country:us/state:ny/sldu:13,New York State Senate district 13,sldu-36013,,
ocd-division/country:us/state:ny/sldu:14,New York State Senate district 14,sldu-36014,,
ocd-division/country:us/state:ny/sldu:15,New York State Senate district 15,sldu-36015,,
ocd-division/country:us/state:ny/sldu:16,New York State Senate district 16,sldu-36016,,
ocd-division/country:us/state:ny/sldu:17,New York State Senate district 17,sldu-36017,,
ocd-division/country:us/state:ny/sldu:18,New York State Senate district 18,sldu-36018,,
ocd-division/country:us/state:ny/sldu:19,New York State Senate district 19,sldu-36019,,
ocd-division/country:us/state:ny/sldu:20,New York State Senate district 20,sldu-36020,,
ocd-division/country:us/state:ny/sldu:21,New York State Senate district 21,sldu-36021,,
ocd-division/country:us/state:ny/sldu:22,New York State Senate district 22,sldu-36022,,
ocd-division/country:us/state:ny/sldu:23,New York State Senate district 23,sldu-36023,,
ocd-division/country:us/state:ny/sldu:24,New York State Senate district 24,sldu-36024,,
ocd-division/country:us/state:ny/sldu:25,New York State Senate district 25,sldu-36025,,
ocd-division/country:us/state:ny/sldu:26,New York State Senate district 26,sldu-36026,,
ocd-division/country:us/state:ny/sldu:27,New York State Senate district 27,sldu-36027,,
ocd-division/country:us/state:ny/sldu:28,New York State Senate district 28,sldu-36028,,
ocd-division/country:us/state:ny/sldu:29,New York State Senate district 29,sldu-36029,,
ocd-division/country:us/state:ny/sldu:30,New York State Senate district 30,sldu-36030,,
ocd-division/country:us/state:ny/sldu:31,New York State Senate district 31,sldu-36031,,
ocd-division/country:us/state:ny/sldu:32,New York State Senate district 32,sldu-36032,,
ocd-division/country:us/state:ny/sldu:33,New York State Senate district 33,sldu-36033,,
ocd-division/country:us/state:ny/sldu:34,New York State Senate district 34,sldu-36034,,
ocd-division/country:us/state:ny/sldu:35,New York State Senate district 35,sldu-36035,,
ocd-division/country:us/state:ny/sldu:36,New York State Senate district 36,sldu-36036,,
ocd-division/country:us/state:ny/sldu:37,New York State Senate district 37,sldu-36037,,
ocd-division/country:us/state:ny/sldu:38,New York State Senate district 38,sldu-36038,,
ocd-division/country:us/state:ny/sldu:39,New York State Senate district 39,sldu-36039,,
ocd-division/country:us/state:ny/sldu:40,New York State Senate district 40,sldu-36040,,
ocd-division/country:us/state:ny/sldu:41,New York State Senate district 41,sldu-36041,,
ocd-division/country:us/state:ny/sldu:42,New York State Senate district 42,sldu-36042,,
ocd-division/country:us/state:ny/sldu:43,New York State Senate district 43,sldu-36043,,
ocd-division/country:us/state:ny/sldu:44,New York State Senate district 44,sldu-36044,,
ocd-division/country:us/state:ny/sldu:45,New York State Senate district 45,sldu-36045,,
ocd-division/country:us/state:ny/sldu:46,New York State Senate district 46,sldu-36046,,
ocd-division/country:us/state:ny/sldu:47,New York State Senate district 47,sldu-36047,,
ocd-division/country:us/state:ny/sldu:48,New York State Senate district 48,sldu-36048,,
ocd-division/country:us/state:ny/sldu:49,New York State Senate district 49,sldu-36049,,
ocd-division/country:us/state:ny/sldu:50,New York State Senate district 50,sldu-36050,,
ocd-division/country:us/state:ny/sldu:51,New York State Senate district 51,sldu-36051,,
ocd-division/country:us/state:ny/sldu:52,New York State Senate district 52,sldu-36052,,
ocd-division/country:us/state:ny/sldu:53,New York State Senate district 53,sldu-36053,,
ocd-division/country:us/state:ny/sldu:54,New York State Senate district 54,sldu-36054,,
ocd-division/country:us/state:ny/sldu:55,New York State Senate district 55,sldu-36055,,
ocd-division/country:us/state:ny/sldu:56,New York State Senate district 56,sldu-36056,,
ocd-division/country:us/state:ny/sldu:57,New York State Senate district 57,sldu-36057,,
ocd-division/country:us/state:ny/sldu:58,New York State Senate district 58,sldu-36058,,
ocd-division/country:us/state:ny/sldu:59,New York State Senate district 59,sldu-36059,,
ocd-division/country:us/state:ny/sldu:60,New York State Senate district 60,sldu-36060,,
ocd-division/country:us/state:ny/sldu:61,New York State Senate district 61,sldu-36061,,
ocd-division/country:us/state:ny/sldu:62,New York State Senate district 62,sldu-36062,,
ocd-division/country:us/state:ny/sldu:63,New York State Senate district 63,sldu-36063,,
ocd-division/country:us/state:nc/sldu:1,North Carolina State Senate district 1,sldu-37001,,
ocd-division/country:us/state:nc/sldu:2,North Carolina State Senate district 2,sldu-37002,,
ocd-division/country:us/state:nc/sldu:3,North Carolina State Senate district 3,sldu-37003,,
ocd-division/country:us/state:nc/sldu:4,North Carolina State Senate district 4,sldu-37004,,
ocd-division/country:us/state:nc/sldu:5,North Carolina State Senate district 5,sldu-37005,,
ocd-division/country:us/state:nc/sldu:6,North Carolina State Senate district 6,sldu-37006,,
ocd-division/country:us/state:nc/sldu:7,North Carolina State Senate district 7,sldu-37007,,
ocd-division/country:us/state:nc/sldu:8,North Carolina State Senate district 8,sldu-37008,,
ocd-division/country:us/state:nc/sldu:9,North Carolina State Senate district 9,sldu-37009,,
ocd-division/country:us/state:nc/sldu:10,North Carolina State Senate district 10,sldu-37010,,
ocd-division/country:us/state:nc/sldu:11,North Carolina State Senate district 11,sldu-37011,,
ocd-division/country:us/state:nc/sldu:12,North Carolina State Senate district 12,sldu-37012,,
ocd-division/country:us/state:nc/sldu:13,North Carolina State Senate district 13,sldu-37013,,
ocd-division/country:us/state:nc/sldu:14,North Carolina State Senate district 14,sldu-37014,,
ocd-division/country:us/state:nc/sldu:15,North Carolina State Senate district 15,sldu-37015,,
ocd-division/country:us/state:nc/sldu:16,North Carolina State Senate district 16,sldu-37016,,
ocd-division/country:us/state:nc/sldu:17,North Carolina State Senate district 17,sldu-37017,,
ocd-division/country:us/state:nc/sldu:18,North Carolina State Senate district 18,sldu-37018,,
ocd-division/country:us/state:nc/sldu:19,North Carolina State Senate district 19,sldu-37019,,
ocd-division/country:us/state:nc/sldu:20,North Carolina State Senate district 20,sldu-37020,,
ocd-division/country:us/state:nc/sldu:21,North Carolina State Senate district 21,sldu-37021,,
ocd-division/country:us/state:nc/sldu:22,North Carolina State Senate district 22,sldu-37022,,
ocd-division/country:us/state:nc/sldu:23,North Carolina State Senate district 23,sldu-37023,,
ocd-division/country:us/state:nc/sldu:24,North Carolina State Senate district 24,sldu-37024,,
ocd-division/country:us/state:nc/sldu:25,North Carolina State Senate district 25,sldu-37025,,
ocd-division/country:us/state:nc/sldu:26,North Carolina State Senate district 26,sldu-37026,,
ocd-division/country:us/state:nc/sldu:27,North Carolina State Senate district 27,sldu-37027,,
ocd-division/country:us/state:nc/sldu:28,North Carolina State Senate district 28,sldu-37028,,
ocd-division/country:us/state:nc/sldu:29,North Carolina State Senate district 29,sldu-37029,,
ocd-division/country:us/state:nc/sldu:30,North Carolina State Senate district 30,sldu-37030,,
ocd-division/country:us/state:nc/sldu:31,North Carolina State Senate district 31,sldu-37031,,
ocd-division/country:us/state:nc/sldu:32,North Carolina State Senate district 32,sldu-37032,,
ocd-division/country:us/state:nc/sldu:33,North Carolina State Senate district 33,sldu-37033,,
ocd-division/country:us/state:nc/sldu:34,North Carolina State Senate district 34,sldu-37034,,
ocd-division/country:us/state:nc/sldu:35,North Carolina State Senate district 35,sldu-37035,,
ocd-division/country:us/state:nc/sldu:36,North Carolina State Senate district 36,sldu-37036,,
ocd-division/country:us/state:nc/sldu:37,North Carolina State Senate district 37,sldu-37037,,
ocd-division/country:us/state:nc/sldu:38,North Carolina State Senate district 38,sldu-37038,,
ocd-division/country:us/state:nc/sldu:39,North Carolina State Senate district 39,sldu-37039,,
ocd-division/country:us/state:nc/sldu:40,North Carolina State Senate district 40,sldu-37040,,
ocd-division/country:us/state:nc/sldu:41,North Carolina State Senate district 41,sldu-37041,,
ocd-division/country:us/state:nc/sldu:42,North Carolina State Senate district 42,sldu-37042,,
ocd-division/country:us/state:nc/sldu:43,North Carolina State Senate district 43,sldu-37043,,
ocd-division/country:us/state:nc/sldu:44,North Carolina State Senate district 44,sldu-37044,,
ocd-division/country:us/state:nc/sldu:45,North Carolina State Senate district 45,sldu-37045,,
ocd-division/country:us/state:nc/sldu:46,North Carolina State Senate district 46,sldu-37046,,
ocd-division/country:us/state:nc/sldu:47,North Carolina State Senate district 47,sldu-37047,,
ocd-division/country:us/state:nc/sldu:48,North Carolina State Senate district 48,sldu-37048,,
ocd-division/country:us/state:nc/sldu:49,North Carolina State Senate district 49,sldu-37049,,
ocd-division/country:us/state:nc/sldu:50,North Carolina State Senate district 50,sldu-37050,,
ocd-division/country:us/state:nd/sldu:1,North Dakota State Senate district 1,sldu-38001,,
ocd-division/country:us/state:nd/sldu:2,North Dakota State Senate district 2,sldu-38002,,
ocd-division/country:us/state:nd/sldu:3,North Dakota State Senate district 3,sldu-38003,,
ocd-division/country:us/state:nd/sldu:4,North Dakota State Senate district 4,sldu-38004,,
ocd-division/country:us/state:nd/sldu:5,North Dakota State Senate district 5,sldu-38005,,
ocd-division/country:us/state:nd/sldu:6,North Dakota State Senate district 6,sldu-38006,,
ocd-division/country:us/state:nd/sldu:7,North Dakota State Senate district 7,sldu-38007,,
ocd-division/country:us/state:nd/sldu:8,North Dakota State Senate district 8,sldu-38008,,
ocd-division/country:us/state:nd/sldu:9,North Dakota State Senate district 9,sldu-38009,,
