id,name,sameAs,sameAsNote,validThrough,validFrom
ocd-division/country:in/state:ap/district:ka/cd:kadapa,Kadapa,,,,
ocd-division/country:in/state:ap/district:ka/cd:kamalapuram,Kamalapuram,,,,
ocd-division/country:in/state:ap/district:ka/cd:kodur,Kodur (SC),,,,
ocd-division/country:in/state:ap/district:ka/cd:mydukur,Mydukur,,,,
ocd-division/country:in/state:ap/district:ka/cd:proddatur,Proddatur,,,,
ocd-division/country:in/state:ap/district:ka/cd:pulivendla,Pulivendla,,,,
ocd-division/country:in/state:ap/district:ka/cd:rajampet,Rajampet,,,,
ocd-division/country:in/state:ap/district:ka/cd:rayachoti,Rayachoti,,,,
ocd-division/country:in/state:ap/district:kr,Krishna,,,,
ocd-division/country:in/state:ap/district:kr/cd:avanigadda,Avanigadda,,,,
ocd-division/country:in/state:ap/district:kr/cd:gannavaram,Gannavaram,,,,
ocd-division/country:in/state:ap/district:kr/cd:gudivada,Gudivada,,,,
ocd-division/country:in/state:ap/district:kr/cd:jaggayyapeta,Jaggayyapeta,,,,
ocd-division/country:in/state:ap/district:kr/cd:kaikalur,Kaikalur,,,,
ocd-division/country:in/state:ap/district:kr/cd:machilipatnam,Machilipatnam,,,,
ocd-division/country:in/state:ap/district:kr/cd:mylavaram,Mylavaram,,,,
ocd-division/country:in/state:ap/district:kr/cd:nandigama,Nandigama (SC),,,,
ocd-division/country:in/state:ap/district:kr/cd:nuzvid,Nuzvid,,,,
ocd-division/country:in/state:ap/district:kr/cd:pamarru,Pamarru (SC),,,,
ocd-division/country:in/state:ap/district:kr/cd:pedana,Pedana,,,,
ocd-division/country:in/state:ap/district:kr/cd:penamaluru,Penamaluru,,,,
ocd-division/country:in/state:ap/district:kr/cd:tiruvuru,Tiruvuru (SC),,,,
ocd-division/country:in/state:ap/district:kr/cd:vijayawada_central,Vijayawada Central,,,,
ocd-division/country:in/state:ap/district:kr/cd:vijayawada_east,Vijayawada East,,,,
ocd-division/country:in/state:ap/district:kr/cd:vijayawada_west,Vijayawada West,,,,
ocd-division/country:in/state:ap/district:ku,Kurnool,,,,
ocd-division/country:in/state:ap/district:ku/cd:adoni,Adoni,,,,
ocd-division/country:in/state:ap/district:ku/cd:allagadda,Allagadda,,,,
ocd-division/country:in/state:ap/district:ku/cd:alur,Alur,,,,
ocd-division/country:in/state:ap/district:ku/cd:banaganapalle,Banaganapalle,,,,
ocd-division/country:in/state:ap/district:ku/cd:dhone,Dhone,,,,
ocd-division/country:in/state:ap/district:ku/cd:kodumur,Kodumur (SC),,,,
ocd-division/country:in/state:ap/district:ku/cd:kurnool,Kurnool,,,,
ocd-division/country:in/state:ap/district:ku/cd:mantralayam,Mantralayam,,,,
ocd-division/country:in/state:ap/district:ku/cd:nandikotkur,Nandikotkur (SC),,,,
ocd-division/country:in/state:ap/district:ku/cd:nandyal,Nandyal,,,,
ocd-division/country:in/state:ap/district:ku/cd:panyam,Panyam,,,,
ocd-division/country:in/state:ap/district:ku/cd:pattikonda,Pattikonda,,,,
ocd-division/country:in/state:ap/district:ku/cd:srisailam,Srisailam,,,,
ocd-division/country:in/state:ap/district:ku/cd:yemmiganur,Yemmiganur,,,,
ocd-division/country:in/state:ap/district:ne,Nellore,,,,
ocd-division/country:in/state:ap/district:ne/cd:atmakur,Atmakur,,,,
ocd-division/country:in/state:ap/district:ne/cd:gudur,Gudur (SC),,,,
ocd-division/country:in/state:ap/district:ne/cd:kavali,Kavali,,,,
ocd-division/country:in/state:ap/district:ne/cd:kovur,Kovur,,,,
ocd-division/country:in/state:ap/district:ne/cd:nellore_city,Nellore City,,,,
ocd-division/country:in/state:ap/district:ne/cd:nellore_rural,Nellore Rural,,,,
ocd-division/country:in/state:ap/district:ne/cd:sarvepalli,Sarvepalli,,,,
ocd-division/country:in/state:ap/district:ne/cd:sullurpeta,Sullurpeta (SC),,,,
ocd-division/country:in/state:ap/district:ne/cd:udayagiri,Udayagiri,,,,
ocd-division/country:in/state:ap/district:ne/cd:venkatagiri,Venkatagiri,,,,
ocd-division/country:in/state:ap/district:pr,Prakasam,,,,
ocd-division/country:in/state:ap/district:pr/cd:addanki,Addanki,,,,
ocd-division/country:in/state:ap/district:pr/cd:chirala,Chirala,,,,
ocd-division/country:in/state:ap/district:pr/cd:darsi,Darsi,,,,
ocd-division/country:in/state:ap/district:pr/cd:giddalur,Giddalur,,,,
ocd-division/country:in/state:ap/district:pr/cd:kandukur,Kandukur,,,,
ocd-division/country:in/state:ap/district:pr/cd:kanigiri,Kanigiri,,,,
ocd-division/country:in/state:ap/district:pr/cd:kondapi,Kondapi (SC),,,,
ocd-division/country:in/state:ap/district:pr/cd:markapuram,Markapuram,,,,
ocd-division/country:in/state:ap/district:pr/cd:ongole,Ongole,,,,
ocd-division/country:in/state:ap/district:pr/cd:parchur,Parchur,,,,
ocd-division/country:in/state:ap/district:pr/cd:santhanuthalapadu,Santhanuthalapadu (SC),,,,
ocd-division/country:in/state:ap/district:pr/cd:yerragondapalem,Yerragondapalem (SC),,,,
ocd-division/country:in/state:ap/district:sr,Srikakulam,,,,
ocd-division/country:in/state:ap/district:sr/cd:amadalavalasa,Amadalavalasa,,,,
ocd-division/country:in/state:ap/district:sr/cd:etcherla,Etcherla,,,,
ocd-division/country:in/state:ap/district:sr/cd:ichchapuram,Ichchapuram,,,,
ocd-division/country:in/state:ap/district:sr/cd:narasannapeta,Narasannapeta,,,,
ocd-division/country:in/state:ap/district:sr/cd:palakonda,Palakonda (ST),,,,
ocd-division/country:in/state:ap/district:sr/cd:palasa,Palasa,,,,
ocd-division/country:in/state:ap/district:sr/cd:pathapatnam,Pathapatnam,,,,
ocd-division/country:in/state:ap/district:sr/cd:rajam,Rajam (SC),,,,
ocd-division/country:in/state:ap/district:sr/cd:srikakulam,Srikakulam,,,,
ocd-division/country:in/state:ap/district:sr/cd:tekkali,Tekkali,,,,
ocd-division/country:in/state:ap/district:vi,Vizianagaram,,,,
ocd-division/country:in/state:ap/district:vi/cd:bobbili,Bobbili,,,,
ocd-division/country:in/state:ap/district:vi/cd:cheepurupalle,Cheepurupalle,,,,
ocd-division/country:in/state:ap/district:vi/cd:gajapathinagaram,Gajapathinagaram,,,,
ocd-division/country:in/state:ap/district:vi/cd:kurupam,Kurupam (ST),,,,
ocd-division/country:in/state:ap/district:vi/cd:nellimarla,Nellimarla,,,,
ocd-division/country:in/state:ap/district:vi/cd:parvathipuram,Parvathipuram (SC),,,,
ocd-division/country:in/state:ap/district:vi/cd:salur,Salur (ST),,,,
ocd-division/country:in/state:ap/district:vi/cd:srungavarapukota,Srungavarapukota,,,,
ocd-division/country:in/state:ap/district:vi/cd:vizianagaram,Vizianagaram,,,,
ocd-division/country:in/state:ap/district:vs,Visakhapatnam,,,,
ocd-division/country:in/state:ap/district:vs/cd:anakapalle,Anakapalle,,,,
ocd-division/country:in/state:ap/district:vs/cd:araku_valley,Araku Valley (ST),,,,
ocd-division/country:in/state:ap/district:vs/cd:bhimili,Bhimili,,,,
ocd-division/country:in/state:ap/district:vs/cd:chodavaram,Chodavaram,,,,
ocd-division/country:in/state:ap/district:vs/cd:gajuwaka,Gajuwaka,,,,
ocd-division/country:in/state:ap/district:vs/cd:madugula,Madugula,,,,
ocd-division/country:in/state:ap/district:vs/cd:narsipatnam,Narsipatnam,,,,
ocd-division/country:in/state:ap/district:vs/cd:paderu,Paderu (ST),,,,
ocd-division/country:in/state:ap/district:vs/cd:payakaraopet,Payakaraopet (SC),,,,
ocd-division/country:in/state:ap/district:vs/cd:pendurthi,Pendurthi,,,,
ocd-division/country:in/state:ap/district:vs/cd:visakhapatnam_east,Visakhapatnam East,,,,
ocd-division/country:in/state:ap/district:vs/cd:visakhapatnam_north,Visakhapatnam North,,,,
ocd-division/country:in/state:ap/district:vs/cd:visakhapatnam_south,Visakhapatnam South,,,,
ocd-division/country:in/state:ap/district:vs/cd:visakhapatnam_west,Visakhapatnam West,,,,
ocd-division/country:in/state:ap/district:vs/cd:yelamanchili,Yelamanchili,,,,
ocd-division/country:in/state:ap/district:wg,West Godavari,,,,
ocd-division/country:in/state:ap/district:wg/cd:achanta,Achanta,,,,
ocd-division/country:in/state:ap/district:wg/cd:bhimavaram,Bhimavaram,,,,
ocd-division/country:in/state:ap/district:wg/cd:chintalapudi,Chintalapudi (SC),,,,
ocd-division/country:in/state:ap/district:wg/cd:denduluru,Denduluru,,,,
ocd-division/country:in/state:ap/district:wg/cd:eluru,Eluru,,,,
ocd-division/country:in/state:ap/district:wg/cd:gopalapuram,Gopalapuram (SC),,,,
ocd-division/country:in/state:ap/district:wg/cd:kovvur,Kovvur (SC),,,,
ocd-division/country:in/state:ap/district:wg/cd:narasapuram,Narasapuram,,,,
ocd-division/country:in/state:ap/district:wg/cd:nidadavole,Nidadavole,,,,
ocd-division/country:in/state:ap/district:wg/cd:palacole,Palacole,,,,
ocd-division/country:in/state:ap/district:wg/cd:polavaram,Polavaram (ST),,,,
ocd-division/country:in/state:ap/district:wg/cd:tadepalligudem,Tadepalligudem,,,,
ocd-division/country:in/state:ap/district:wg/cd:tanuku,Tanuku,,,,
ocd-division/country:in/state:ap/district:wg/cd:undi,Undi,,,,
ocd-division/country:in/state:ap/district:wg/cd:ungutur,Ungutur,,,,
ocd-division/country:in/state:ap/lok_sabha:amalapuram,Andhra Pradesh Lok Sabha constituency Amalapuram (SC),ocd-division/country:in/state:ap/cd:amalapuram,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:ap/lok_sabha:anakapalli,Andhra Pradesh Lok Sabha constituency Anakapalli,ocd-division/country:in/state:ap/cd:anakapalli,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:ap/lok_sabha:anantapur,Andhra Pradesh Lok Sabha constituency Anantapur,ocd-division/country:in/state:ap/cd:anantapur,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:ap/lok_sabha:araku,Andhra Pradesh Lok Sabha constituency Araku (ST),ocd-division/country:in/state:ap/cd:araku,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:ap/lok_sabha:bapatla,Andhra Pradesh Lok Sabha constituency Bapatla (SC),ocd-division/country:in/state:ap/cd:bapatla,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:ap/lok_sabha:chittoor,Andhra Pradesh Lok Sabha constituency Chittoor (SC),ocd-division/country:in/state:ap/cd:chittoor,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:ap/lok_sabha:eluru,Andhra Pradesh Lok Sabha constituency Eluru,ocd-division/country:in/state:ap/cd:eluru,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:ap/lok_sabha:guntur,Andhra Pradesh Lok Sabha constituency Guntur,ocd-division/country:in/state:ap/cd:guntur,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:ap/lok_sabha:hindupur,Andhra Pradesh Lok Sabha constituency Hindupur,ocd-division/country:in/state:ap/cd:hindupur,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:ap/lok_sabha:kadapa,Andhra Pradesh Lok Sabha constituency Kadapa,ocd-division/country:in/state:ap/cd:kadapa,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:ap/lok_sabha:kakinada,Andhra Pradesh Lok Sabha constituency Kakinada,ocd-division/country:in/state:ap/cd:kakinada,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:ap/lok_sabha:kurnool,Andhra Pradesh Lok Sabha constituency Kurnool,ocd-division/country:in/state:ap/cd:kurnool,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:ap/lok_sabha:machilipatnam,Andhra Pradesh Lok Sabha constituency Machilipatnam,ocd-division/country:in/state:ap/cd:machilipatnam,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:ap/lok_sabha:nandyal,Andhra Pradesh Lok Sabha constituency Nandyal,ocd-division/country:in/state:ap/cd:nandyal,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:ap/lok_sabha:narasapuram,Andhra Pradesh Lok Sabha constituency Narasapuram,ocd-division/country:in/state:ap/cd:narasapuram,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:ap/lok_sabha:narasaraopet,Andhra Pradesh Lok Sabha constituency Narasaraopet,ocd-division/country:in/state:ap/cd:narasaraopet,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:ap/lok_sabha:nellore,Andhra Pradesh Lok Sabha constituency Nellore,ocd-division/country:in/state:ap/cd:nellore,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:ap/lok_sabha:ongole,Andhra Pradesh Lok Sabha constituency Ongole,ocd-division/country:in/state:ap/cd:ongole,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:ap/lok_sabha:rajahmundry,Andhra Pradesh Lok Sabha constituency Rajahmundry,ocd-division/country:in/state:ap/cd:rajahmundry,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:ap/lok_sabha:rajampet,Andhra Pradesh Lok Sabha constituency Rajampet,ocd-division/country:in/state:ap/cd:rajampet,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:ap/lok_sabha:srikakulam,Andhra Pradesh Lok Sabha constituency Srikakulam,ocd-division/country:in/state:ap/cd:srikakulam,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:ap/lok_sabha:tirupati,Andhra Pradesh Lok Sabha constituency Tirupati (SC),ocd-division/country:in/state:ap/cd:tirupati,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:ap/lok_sabha:vijayawada,Andhra Pradesh Lok Sabha constituency Vijayawada,ocd-division/country:in/state:ap/cd:vijayawada,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:ap/lok_sabha:visakhapatnam,Andhra Pradesh Lok Sabha constituency Visakhapatnam,ocd-division/country:in/state:ap/cd:visakhapatnam,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:ap/lok_sabha:vizianagaram,Andhra Pradesh Lok Sabha constituency Vizianagaram,ocd-division/country:in/state:ap/cd:vizianagaram,Added for backwards compatibility with lok_sabha identifiers,,
ocd-division/country:in/state:ap/special:graduate,Graduate,,,,
ocd-division/country:in/state:ap/special:graduate/ed:east_godavari_west_godavari,East Godavari-West Godavari,,,,
ocd-division/country:in/state:ap/special:graduate/ed:krishna_guntur,Krishna-Guntur,,,,
ocd-division/country:in/state:ap/special:graduate/ed:kurnool_kadapa_anantapur,Kurnool-Kadapa-Anantapur,,,,
ocd-division/country:in/state:ap/special:graduate/ed:prakasam_nellore_chittoor,Prakasam-Nellore-Chittoor,,,,
ocd-division/country:in/state:ap/special:graduate/ed:vishakapatnam_vizianagaram_srikakulam,Vishakapatnam-Vizianagaram-Srikakulam,,,,
ocd-division/country:in/state:ap/special:local_authority,Local body,,,,
ocd-division/country:in/state:ap/special:local_authority/ed:anantapur,Anantapur,,,,
ocd-division/country:in/state:ap/special:local_authority/ed:chittoor,Chittoor,,,,
ocd-division/country:in/state:ap/special:local_authority/ed:east_godavari,East Godavari,,,,
ocd-division/country:in/state:ap/special:local_authority/ed:guntur,Guntur,,,,
ocd-division/country:in/state:ap/special:local_authority/ed:kadapa,Kadapa,,,,
ocd-division/country:in/state:ap/special:local_authority/ed:krishna,Krishna,,,,
ocd-division/country:in/state:ap/special:local_authority/ed:kurnool,Kurnool,,,,
ocd-division/country:in/state:ap/special:local_authority/ed:nellore,Nellore,,,,
ocd-division/country:in/state:ap/special:local_authority/ed:prakasam,Prakasam,,,,
ocd-division/country:in/state:ap/special:local_authority/ed:srikakulam,Srikakulam,,,,
ocd-division/country:in/state:ap/special:local_authority/ed:vishakapatnam,Vishakapatnam,,,,
ocd-division/country:in/state:ap/special:local_authority/ed:vizianagaram,Vizianagaram,,,,
ocd-division/country:in/state:ap/special:local_authority/ed:west_godavari,West Godavari,,,,
ocd-division/country:in/state:ap/special:teacher,Teacher,,,,
ocd-division/country:in/state:ap/special:teacher/ed:anantapur_kadapa_kurnool,Anantapur-Kadapa-Kurnool,,,,
ocd-division/country:in/state:ap/special:teacher/ed:chittoor_nellore_prakasam,Chittoor-Nellore-Prakasam,,,,
ocd-division/country:in/state:ap/special:teacher/ed:east_godavari_west_godavari,East Godavari-West Godavari,,,,
ocd-division/country:in/state:ap/special:teacher/ed:guntur_krishna,Guntur-Krishna,,,,
ocd-division/country:in/state:ap/special:teacher/ed:srikakulam_vizianagaram_vishakapatnam,Srikakulam-Vizianagaram-Vishakapatnam,,,,
ocd-division/country:in/state:ar,Arunachal Pradesh,,,,
ocd-division/country:in/state:ar/cd:arunachal_east,Arunachal Pradesh Lok Sabha constituency Arunachal East,,,,
ocd-division/country:in/state:ar/cd:arunachal_west,Arunachal Pradesh Lok Sabha constituency Arunachal West,,,,
ocd-division/country:in/state:ar/district:an,Anjaw,,,,
ocd-division/country:in/state:ar/district:an/cd:hayuliang,Hayuliang (ST),,,,
ocd-division/country:in/state:ar/district:ch,Changlang,,,,
ocd-division/country:in/state:ar/district:ch/cd:bordumsa_diyum,Bordumsa Diyum,,,,
ocd-division/country:in/state:ar/district:ch/cd:changlang_north,Changlang North (ST),,,,
ocd-division/country:in/state:ar/district:ch/cd:changlang_south,Changlang South (ST),,,,
ocd-division/country:in/state:ar/district:ch/cd:miao,Miao (ST),,,,
ocd-division/country:in/state:ar/district:ch/cd:nampong,Nampong (ST),,,,
ocd-division/country:in/state:ar/district:di,Dibang Valley,,,,
ocd-division/country:in/state:ar/district:di/cd:anini,Anini (ST),,,,
ocd-division/country:in/state:ar/district:ek,East Kameng,,,,
ocd-division/country:in/state:ar/district:ek/cd:bameng,Bameng (ST),,,,
ocd-division/country:in/state:ar/district:ek/cd:chayang-tajo,Chayang - Tajo (ST),,,,
ocd-division/country:in/state:ar/district:ek/cd:pakke-kessang,Pakke - Kessang (ST),,,,
ocd-division/country:in/state:ar/district:ek/cd:seppa_east,Seppa East (ST),,,,
ocd-division/country:in/state:ar/district:ek/cd:seppa_west,Seppa West (ST),,,,
ocd-division/country:in/state:ar/district:es,East Siang,,,,
