id,placeholder_id
ocd-division/country:us/state:ma/place:arlington/precinct:21,78
ocd-division/country:us/state:ma/place:ashburnham,79
ocd-division/country:us/state:ma/place:ashby,80
ocd-division/country:us/state:ma/place:ashfield,81
ocd-division/country:us/state:ma/place:ashland/precinct:1,82
ocd-division/country:us/state:ma/place:ashland/precinct:2,83
ocd-division/country:us/state:ma/place:ashland/precinct:3,84
ocd-division/country:us/state:ma/place:ashland/precinct:4,85
ocd-division/country:us/state:ma/place:ashland/precinct:5,86
ocd-division/country:us/state:ma/place:athol/precinct:1,87
ocd-division/country:us/state:ma/place:athol/precinct:2,88
ocd-division/country:us/state:ma/place:athol/precinct:3,89
ocd-division/country:us/state:ma/place:attleboro/ward:1/precinct:a,90
ocd-division/country:us/state:ma/place:attleboro/ward:1/precinct:b,91
ocd-division/country:us/state:ma/place:attleboro/ward:2/precinct:a,92
ocd-division/country:us/state:ma/place:attleboro/ward:2/precinct:b,93
ocd-division/country:us/state:ma/place:attleboro/ward:3/precinct:a,94
ocd-division/country:us/state:ma/place:attleboro/ward:3/precinct:b,95
ocd-division/country:us/state:ma/place:attleboro/ward:4/precinct:a,96
ocd-division/country:us/state:ma/place:attleboro/ward:4/precinct:b,97
ocd-division/country:us/state:ma/place:attleboro/ward:5/precinct:a,98
ocd-division/country:us/state:ma/place:attleboro/ward:5/precinct:b,99
ocd-division/country:us/state:ma/place:attleboro/ward:6/precinct:a,100
ocd-division/country:us/state:ma/place:attleboro/ward:6/precinct:b,101
ocd-division/country:us/state:ma/place:auburn/precinct:1,102
ocd-division/country:us/state:ma/place:auburn/precinct:2,103
ocd-division/country:us/state:ma/place:auburn/precinct:3,104
ocd-division/country:us/state:ma/place:auburn/precinct:4,105
ocd-division/country:us/state:ma/place:auburn/precinct:5,106
ocd-division/country:us/state:ma/place:avon,107
ocd-division/country:us/state:ma/place:ayer/precinct:1,108
ocd-division/country:us/state:ma/place:ayer/precinct:2,109
ocd-division/country:us/state:ma/place:barnstable_town/precinct:1,110
ocd-division/country:us/state:ma/place:barnstable_town/precinct:2,111
ocd-division/country:us/state:ma/place:barnstable_town/precinct:3,112
ocd-division/country:us/state:ma/place:barnstable_town/precinct:4,113
ocd-division/country:us/state:ma/place:barnstable_town/precinct:5,114
ocd-division/country:us/state:ma/place:barnstable_town/precinct:6,115
ocd-division/country:us/state:ma/place:barnstable_town/precinct:7,116
ocd-division/country:us/state:ma/place:barnstable_town/precinct:8,117
ocd-division/country:us/state:ma/place:barnstable_town/precinct:9,118
ocd-division/country:us/state:ma/place:barnstable_town/precinct:10,119
ocd-division/country:us/state:ma/place:barnstable_town/precinct:11,120
ocd-division/country:us/state:ma/place:barnstable_town/precinct:12,121
ocd-division/country:us/state:ma/place:barnstable_town/precinct:13,122
ocd-division/country:us/state:ma/place:barre/precinct:1,123
ocd-division/country:us/state:ma/place:barre/precinct:2,124
ocd-division/country:us/state:ma/place:becket,125
ocd-division/country:us/state:ma/place:bedford/precinct:1,126
ocd-division/country:us/state:ma/place:bedford/precinct:2,127
ocd-division/country:us/state:ma/place:bedford/precinct:3,128
ocd-division/country:us/state:ma/place:bedford/precinct:4,129
ocd-division/country:us/state:ma/place:belchertown/precinct:a,130
ocd-division/country:us/state:ma/place:belchertown/precinct:b,131
ocd-division/country:us/state:ma/place:belchertown/precinct:c,132
ocd-division/country:us/state:ma/place:belchertown/precinct:d,133
ocd-division/country:us/state:ma/place:bellingham/precinct:1,134
ocd-division/country:us/state:ma/place:bellingham/precinct:2,135
ocd-division/country:us/state:ma/place:bellingham/precinct:3,136
ocd-division/country:us/state:ma/place:bellingham/precinct:4,137
ocd-division/country:us/state:ma/place:bellingham/precinct:5,138
ocd-division/country:us/state:ma/place:bellingham/precinct:4a,139
ocd-division/country:us/state:ma/place:belmont/precinct:1,140
ocd-division/country:us/state:ma/place:belmont/precinct:2,141
ocd-division/country:us/state:ma/place:belmont/precinct:3,142
ocd-division/country:us/state:ma/place:belmont/precinct:4,143
ocd-division/country:us/state:ma/place:belmont/precinct:5,144
ocd-division/country:us/state:ma/place:belmont/precinct:6,145
ocd-division/country:us/state:ma/place:belmont/precinct:7,146
ocd-division/country:us/state:ma/place:belmont/precinct:8,147
ocd-division/country:us/state:ma/place:berkley/precinct:1,148
ocd-division/country:us/state:ma/place:berkley/precinct:2,149
ocd-division/country:us/state:ma/place:berlin,150
ocd-division/country:us/state:ma/place:bernardston,151
ocd-division/country:us/state:ma/place:beverly/ward:1/precinct:1,152
ocd-division/country:us/state:ma/place:beverly/ward:1/precinct:2,153
ocd-division/country:us/state:ma/place:beverly/ward:2/precinct:1,154
ocd-division/country:us/state:ma/place:beverly/ward:2/precinct:2,155
ocd-division/country:us/state:ma/place:beverly/ward:3/precinct:1,156
ocd-division/country:us/state:ma/place:beverly/ward:3/precinct:2,157
ocd-division/country:us/state:ma/place:beverly/ward:4/precinct:1,158
ocd-division/country:us/state:ma/place:beverly/ward:4/precinct:2,159
ocd-division/country:us/state:ma/place:beverly/ward:5/precinct:1,160
ocd-division/country:us/state:ma/place:beverly/ward:5/precinct:2,161
ocd-division/country:us/state:ma/place:beverly/ward:6/precinct:1,162
ocd-division/country:us/state:ma/place:beverly/ward:6/precinct:2,163
ocd-division/country:us/state:ma/place:billerica/precinct:1,164
ocd-division/country:us/state:ma/place:billerica/precinct:2,165
ocd-division/country:us/state:ma/place:billerica/precinct:3,166
ocd-division/country:us/state:ma/place:billerica/precinct:4,167
ocd-division/country:us/state:ma/place:billerica/precinct:5,168
ocd-division/country:us/state:ma/place:billerica/precinct:6,169
ocd-division/country:us/state:ma/place:billerica/precinct:7,170
ocd-division/country:us/state:ma/place:billerica/precinct:8,171
ocd-division/country:us/state:ma/place:billerica/precinct:9,172
ocd-division/country:us/state:ma/place:billerica/precinct:10,173
ocd-division/country:us/state:ma/place:billerica/precinct:11,174
ocd-division/country:us/state:ma/place:blackstone/precinct:1,175
ocd-division/country:us/state:ma/place:blackstone/precinct:2,176
ocd-division/country:us/state:ma/place:blackstone/precinct:3,177
ocd-division/country:us/state:ma/place:blandford,178
ocd-division/country:us/state:ma/place:bolton,179
ocd-division/country:us/state:ma/place:boston/ward:1/precinct:1,180
ocd-division/country:us/state:ma/place:boston/ward:1/precinct:2,181
ocd-division/country:us/state:ma/place:boston/ward:1/precinct:3,182
ocd-division/country:us/state:ma/place:boston/ward:1/precinct:4,183
ocd-division/country:us/state:ma/place:boston/ward:1/precinct:5,184
ocd-division/country:us/state:ma/place:boston/ward:1/precinct:6,185
ocd-division/country:us/state:ma/place:boston/ward:1/precinct:7,186
ocd-division/country:us/state:ma/place:boston/ward:1/precinct:8,187
ocd-division/country:us/state:ma/place:boston/ward:1/precinct:9,188
ocd-division/country:us/state:ma/place:boston/ward:1/precinct:10,189
ocd-division/country:us/state:ma/place:boston/ward:1/precinct:11,190
ocd-division/country:us/state:ma/place:boston/ward:1/precinct:12,191
ocd-division/country:us/state:ma/place:boston/ward:1/precinct:13,192
ocd-division/country:us/state:ma/place:boston/ward:1/precinct:14,193
ocd-division/country:us/state:ma/place:boston/ward:1/precinct:15,194
ocd-division/country:us/state:ma/place:boston/ward:2/precinct:1,195
ocd-division/country:us/state:ma/place:boston/ward:2/precinct:2,196
ocd-division/country:us/state:ma/place:boston/ward:2/precinct:3,197
ocd-division/country:us/state:ma/place:boston/ward:2/precinct:4,198
ocd-division/country:us/state:ma/place:boston/ward:2/precinct:5,199
ocd-division/country:us/state:ma/place:boston/ward:2/precinct:6,200
ocd-division/country:us/state:ma/place:boston/ward:2/precinct:7,201
ocd-division/country:us/state:ma/place:boston/ward:3/precinct:1,202
ocd-division/country:us/state:ma/place:boston/ward:3/precinct:2,203
ocd-division/country:us/state:ma/place:boston/ward:3/precinct:3,204
ocd-division/country:us/state:ma/place:boston/ward:3/precinct:4,205
ocd-division/country:us/state:ma/place:boston/ward:3/precinct:5,206
ocd-division/country:us/state:ma/place:boston/ward:3/precinct:6,207
ocd-division/country:us/state:ma/place:boston/ward:3/precinct:7,208
ocd-division/country:us/state:ma/place:boston/ward:3/precinct:8,209
ocd-division/country:us/state:ma/place:boston/ward:4/precinct:1,210
ocd-division/country:us/state:ma/place:boston/ward:4/precinct:2,211
ocd-division/country:us/state:ma/place:boston/ward:4/precinct:3,212
ocd-division/country:us/state:ma/place:boston/ward:4/precinct:4,213
ocd-division/country:us/state:ma/place:boston/ward:4/precinct:5,214
ocd-division/country:us/state:ma/place:boston/ward:4/precinct:6,215
ocd-division/country:us/state:ma/place:boston/ward:4/precinct:7,216
ocd-division/country:us/state:ma/place:boston/ward:4/precinct:8,217
ocd-division/country:us/state:ma/place:boston/ward:4/precinct:9,218
ocd-division/country:us/state:ma/place:boston/ward:4/precinct:10,219
ocd-division/country:us/state:ma/place:boston/ward:5/precinct:1,220
ocd-division/country:us/state:ma/place:boston/ward:5/precinct:2,221
ocd-division/country:us/state:ma/place:boston/ward:5/precinct:3,222
ocd-division/country:us/state:ma/place:boston/ward:5/precinct:4,223
ocd-division/country:us/state:ma/place:boston/ward:5/precinct:5,224
ocd-division/country:us/state:ma/place:boston/ward:5/precinct:6,225
ocd-division/country:us/state:ma/place:boston/ward:5/precinct:7,226
ocd-division/country:us/state:ma/place:boston/ward:5/precinct:8,227
ocd-division/country:us/state:ma/place:boston/ward:5/precinct:9,228
ocd-division/country:us/state:ma/place:boston/ward:5/precinct:10,229
ocd-division/country:us/state:ma/place:boston/ward:5/precinct:11,230
ocd-division/country:us/state:ma/place:boston/ward:5/precinct:2a,231
ocd-division/country:us/state:ma/place:boston/ward:6/precinct:1,232
ocd-division/country:us/state:ma/place:boston/ward:6/precinct:2,233
ocd-division/country:us/state:ma/place:boston/ward:6/precinct:3,234
ocd-division/country:us/state:ma/place:boston/ward:6/precinct:4,235
ocd-division/country:us/state:ma/place:boston/ward:6/precinct:5,236
ocd-division/country:us/state:ma/place:boston/ward:6/precinct:6,237
ocd-division/country:us/state:ma/place:boston/ward:6/precinct:7,238
ocd-division/country:us/state:ma/place:boston/ward:6/precinct:8,239
ocd-division/country:us/state:ma/place:boston/ward:6/precinct:9,240
ocd-division/country:us/state:ma/place:boston/ward:7/precinct:1,241
ocd-division/country:us/state:ma/place:boston/ward:7/precinct:2,242
ocd-division/country:us/state:ma/place:boston/ward:7/precinct:3,243
ocd-division/country:us/state:ma/place:boston/ward:7/precinct:4,244
ocd-division/country:us/state:ma/place:boston/ward:7/precinct:5,245
ocd-division/country:us/state:ma/place:boston/ward:7/precinct:6,246
ocd-division/country:us/state:ma/place:boston/ward:7/precinct:7,247
ocd-division/country:us/state:ma/place:boston/ward:7/precinct:8,248
ocd-division/country:us/state:ma/place:boston/ward:7/precinct:9,249
ocd-division/country:us/state:ma/place:boston/ward:7/precinct:10,250
ocd-division/country:us/state:ma/place:boston/ward:8/precinct:1,251
ocd-division/country:us/state:ma/place:boston/ward:8/precinct:2,252
ocd-division/country:us/state:ma/place:boston/ward:8/precinct:3,253
ocd-division/country:us/state:ma/place:boston/ward:8/precinct:4,254
ocd-division/country:us/state:ma/place:boston/ward:8/precinct:5,255
ocd-division/country:us/state:ma/place:boston/ward:8/precinct:6,256
ocd-division/country:us/state:ma/place:boston/ward:8/precinct:7,257
ocd-division/country:us/state:ma/place:boston/ward:9/precinct:1,258
ocd-division/country:us/state:ma/place:boston/ward:9/precinct:2,259
ocd-division/country:us/state:ma/place:boston/ward:9/precinct:3,260
ocd-division/country:us/state:ma/place:boston/ward:9/precinct:4,261
ocd-division/country:us/state:ma/place:boston/ward:9/precinct:5,262
ocd-division/country:us/state:ma/place:boston/ward:10/precinct:1,263
ocd-division/country:us/state:ma/place:boston/ward:10/precinct:2,264
ocd-division/country:us/state:ma/place:boston/ward:10/precinct:3,265
ocd-division/country:us/state:ma/place:boston/ward:10/precinct:4,266
ocd-division/country:us/state:ma/place:boston/ward:10/precinct:5,267
ocd-division/country:us/state:ma/place:boston/ward:10/precinct:6,268
ocd-division/country:us/state:ma/place:boston/ward:10/precinct:7,269
ocd-division/country:us/state:ma/place:boston/ward:10/precinct:8,270
ocd-division/country:us/state:ma/place:boston/ward:10/precinct:9,271
ocd-division/country:us/state:ma/place:boston/ward:11/precinct:1,272
ocd-division/country:us/state:ma/place:boston/ward:11/precinct:2,273
ocd-division/country:us/state:ma/place:boston/ward:11/precinct:3,274
ocd-division/country:us/state:ma/place:boston/ward:11/precinct:4,275
ocd-division/country:us/state:ma/place:boston/ward:11/precinct:5,276
ocd-division/country:us/state:ma/place:boston/ward:11/precinct:6,277
ocd-division/country:us/state:ma/place:boston/ward:11/precinct:7,278
ocd-division/country:us/state:ma/place:boston/ward:11/precinct:8,279
ocd-division/country:us/state:ma/place:boston/ward:11/precinct:9,280
ocd-division/country:us/state:ma/place:boston/ward:11/precinct:10,281
ocd-division/country:us/state:ma/place:boston/ward:12/precinct:1,282
ocd-division/country:us/state:ma/place:boston/ward:12/precinct:2,283
ocd-division/country:us/state:ma/place:boston/ward:12/precinct:3,284
ocd-division/country:us/state:ma/place:boston/ward:12/precinct:4,285
ocd-division/country:us/state:ma/place:boston/ward:12/precinct:5,286
ocd-division/country:us/state:ma/place:boston/ward:12/precinct:6,287
ocd-division/country:us/state:ma/place:boston/ward:12/precinct:7,288
ocd-division/country:us/state:ma/place:boston/ward:12/precinct:8,289
ocd-division/country:us/state:ma/place:boston/ward:12/precinct:9,290
ocd-division/country:us/state:ma/place:boston/ward:13/precinct:1,291
ocd-division/country:us/state:ma/place:boston/ward:13/precinct:2,292
ocd-division/country:us/state:ma/place:boston/ward:13/precinct:3,293
ocd-division/country:us/state:ma/place:boston/ward:13/precinct:4,294
ocd-division/country:us/state:ma/place:boston/ward:13/precinct:5,295
ocd-division/country:us/state:ma/place:boston/ward:13/precinct:6,296
ocd-division/country:us/state:ma/place:boston/ward:13/precinct:7,297
ocd-division/country:us/state:ma/place:boston/ward:13/precinct:8,298
ocd-division/country:us/state:ma/place:boston/ward:13/precinct:9,299
ocd-division/country:us/state:ma/place:boston/ward:13/precinct:10,300
ocd-division/country:us/state:ma/place:boston/ward:14/precinct:1,301
ocd-division/country:us/state:ma/place:boston/ward:14/precinct:2,302
ocd-division/country:us/state:ma/place:boston/ward:14/precinct:3,303
ocd-division/country:us/state:ma/place:boston/ward:14/precinct:4,304
ocd-division/country:us/state:ma/place:boston/ward:14/precinct:5,305
ocd-division/country:us/state:ma/place:boston/ward:14/precinct:6,306
ocd-division/country:us/state:ma/place:boston/ward:14/precinct:7,307
ocd-division/country:us/state:ma/place:boston/ward:14/precinct:8,308
ocd-division/country:us/state:ma/place:boston/ward:14/precinct:9,309
ocd-division/country:us/state:ma/place:boston/ward:14/precinct:10,310
ocd-division/country:us/state:ma/place:boston/ward:14/precinct:11,311
ocd-division/country:us/state:ma/place:boston/ward:14/precinct:12,312
ocd-division/country:us/state:ma/place:boston/ward:14/precinct:13,313
ocd-division/country:us/state:ma/place:boston/ward:14/precinct:14,314
ocd-division/country:us/state:ma/place:boston/ward:15/precinct:1,315
ocd-division/country:us/state:ma/place:boston/ward:15/precinct:2,316
ocd-division/country:us/state:ma/place:boston/ward:15/precinct:3,317
ocd-division/country:us/state:ma/place:boston/ward:15/precinct:4,318
ocd-division/country:us/state:ma/place:boston/ward:15/precinct:5,319
ocd-division/country:us/state:ma/place:boston/ward:15/precinct:6,320
ocd-division/country:us/state:ma/place:boston/ward:15/precinct:7,321
ocd-division/country:us/state:ma/place:boston/ward:15/precinct:8,322
ocd-division/country:us/state:ma/place:boston/ward:15/precinct:9,323
ocd-division/country:us/state:ma/place:boston/ward:16/precinct:1,324
ocd-division/country:us/state:ma/place:boston/ward:16/precinct:2,325
ocd-division/country:us/state:ma/place:boston/ward:16/precinct:3,326
ocd-division/country:us/state:ma/place:boston/ward:16/precinct:4,327
ocd-division/country:us/state:ma/place:boston/ward:16/precinct:5,328
ocd-division/country:us/state:ma/place:boston/ward:16/precinct:6,329
ocd-division/country:us/state:ma/place:boston/ward:16/precinct:7,330
ocd-division/country:us/state:ma/place:boston/ward:16/precinct:8,331
ocd-division/country:us/state:ma/place:boston/ward:16/precinct:9,332
ocd-division/country:us/state:ma/place:boston/ward:16/precinct:10,333
ocd-division/country:us/state:ma/place:boston/ward:16/precinct:11,334
ocd-division/country:us/state:ma/place:boston/ward:16/precinct:12,335
ocd-division/country:us/state:ma/place:boston/ward:17/precinct:1,336
ocd-division/country:us/state:ma/place:boston/ward:17/precinct:2,337
ocd-division/country:us/state:ma/place:boston/ward:17/precinct:3,338
ocd-division/country:us/state:ma/place:boston/ward:17/precinct:4,339
ocd-division/country:us/state:ma/place:boston/ward:17/precinct:5,340
ocd-division/country:us/state:ma/place:boston/ward:17/precinct:6,341
ocd-division/country:us/state:ma/place:boston/ward:17/precinct:7,342
ocd-division/country:us/state:ma/place:boston/ward:17/precinct:8,343
ocd-division/country:us/state:ma/place:boston/ward:17/precinct:9,344
ocd-division/country:us/state:ma/place:boston/ward:17/precinct:10,345
ocd-division/country:us/state:ma/place:boston/ward:17/precinct:11,346
ocd-division/country:us/state:ma/place:boston/ward:17/precinct:12,347
ocd-division/country:us/state:ma/place:boston/ward:17/precinct:13,348
ocd-division/country:us/state:ma/place:boston/ward:17/precinct:14,349
ocd-division/country:us/state:ma/place:boston/ward:18/precinct:1,350
ocd-division/country:us/state:ma/place:boston/ward:18/precinct:2,351
ocd-division/country:us/state:ma/place:boston/ward:18/precinct:3,352
ocd-division/country:us/state:ma/place:boston/ward:18/precinct:4,353
ocd-division/country:us/state:ma/place:boston/ward:18/precinct:5,354
ocd-division/country:us/state:ma/place:boston/ward:18/precinct:6,355
ocd-division/country:us/state:ma/place:boston/ward:18/precinct:7,356
ocd-division/country:us/state:ma/place:boston/ward:18/precinct:8,357
ocd-division/country:us/state:ma/place:boston/ward:18/precinct:9,358
ocd-division/country:us/state:ma/place:boston/ward:18/precinct:10,359
ocd-division/country:us/state:ma/place:boston/ward:18/precinct:11,360
ocd-division/country:us/state:ma/place:boston/ward:18/precinct:12,361
ocd-division/country:us/state:ma/place:boston/ward:18/precinct:13,362
ocd-division/country:us/state:ma/place:boston/ward:18/precinct:14,363
ocd-division/country:us/state:ma/place:boston/ward:18/precinct:15,364
ocd-division/country:us/state:ma/place:boston/ward:18/precinct:16,365
ocd-division/country:us/state:ma/place:boston/ward:18/precinct:17,366
ocd-division/country:us/state:ma/place:boston/ward:18/precinct:18,367
ocd-division/country:us/state:ma/place:boston/ward:18/precinct:19,368
ocd-division/country:us/state:ma/place:boston/ward:18/precinct:20,369
ocd-division/country:us/state:ma/place:boston/ward:18/precinct:21,370
ocd-division/country:us/state:ma/place:boston/ward:18/precinct:22,371
ocd-division/country:us/state:ma/place:boston/ward:18/precinct:23,372
ocd-division/country:us/state:ma/place:boston/ward:19/precinct:1,373
ocd-division/country:us/state:ma/place:boston/ward:19/precinct:2,374
ocd-division/country:us/state:ma/place:boston/ward:19/precinct:3,375
ocd-division/country:us/state:ma/place:boston/ward:19/precinct:4,376
ocd-division/country:us/state:ma/place:boston/ward:19/precinct:5,377
ocd-division/country:us/state:ma/place:boston/ward:19/precinct:6,378
ocd-division/country:us/state:ma/place:boston/ward:19/precinct:7,379
ocd-division/country:us/state:ma/place:boston/ward:19/precinct:8,380
ocd-division/country:us/state:ma/place:boston/ward:19/precinct:9,381
ocd-division/country:us/state:ma/place:boston/ward:19/precinct:10,382
ocd-division/country:us/state:ma/place:boston/ward:19/precinct:11,383
ocd-division/country:us/state:ma/place:boston/ward:19/precinct:12,384
ocd-division/country:us/state:ma/place:boston/ward:19/precinct:13,385
ocd-division/country:us/state:ma/place:boston/ward:20/precinct:1,386
ocd-division/country:us/state:ma/place:boston/ward:20/precinct:2,387
ocd-division/country:us/state:ma/place:boston/ward:20/precinct:3,388
ocd-division/country:us/state:ma/place:boston/ward:20/precinct:4,389
ocd-division/country:us/state:ma/place:boston/ward:20/precinct:5,390
ocd-division/country:us/state:ma/place:boston/ward:20/precinct:6,391
ocd-division/country:us/state:ma/place:boston/ward:20/precinct:7,392
ocd-division/country:us/state:ma/place:boston/ward:20/precinct:8,393
ocd-division/country:us/state:ma/place:boston/ward:20/precinct:9,394
ocd-division/country:us/state:ma/place:boston/ward:20/precinct:10,395
ocd-division/country:us/state:ma/place:boston/ward:20/precinct:11,396
ocd-division/country:us/state:ma/place:boston/ward:20/precinct:12,397
ocd-division/country:us/state:ma/place:boston/ward:20/precinct:13,398
ocd-division/country:us/state:ma/place:boston/ward:20/precinct:14,399
ocd-division/country:us/state:ma/place:boston/ward:20/precinct:15,400
ocd-division/country:us/state:ma/place:boston/ward:20/precinct:16,401
ocd-division/country:us/state:ma/place:boston/ward:20/precinct:17,402
ocd-division/country:us/state:ma/place:boston/ward:20/precinct:18,403
ocd-division/country:us/state:ma/place:boston/ward:20/precinct:19,404
ocd-division/country:us/state:ma/place:boston/ward:20/precinct:20,405
ocd-division/country:us/state:ma/place:boston/ward:21/precinct:1,406
ocd-division/country:us/state:ma/place:boston/ward:21/precinct:2,407
ocd-division/country:us/state:ma/place:boston/ward:21/precinct:3,408
ocd-division/country:us/state:ma/place:boston/ward:21/precinct:4,409
ocd-division/country:us/state:ma/place:boston/ward:21/precinct:5,410
ocd-division/country:us/state:ma/place:boston/ward:21/precinct:6,411
ocd-division/country:us/state:ma/place:boston/ward:21/precinct:7,412
ocd-division/country:us/state:ma/place:boston/ward:21/precinct:8,413
ocd-division/country:us/state:ma/place:boston/ward:21/precinct:9,414
ocd-division/country:us/state:ma/place:boston/ward:21/precinct:10,415
ocd-division/country:us/state:ma/place:boston/ward:21/precinct:11,416
ocd-division/country:us/state:ma/place:boston/ward:21/precinct:12,417
ocd-division/country:us/state:ma/place:boston/ward:21/precinct:13,418
ocd-division/country:us/state:ma/place:boston/ward:21/precinct:14,419
ocd-division/country:us/state:ma/place:boston/ward:21/precinct:15,420
ocd-division/country:us/state:ma/place:boston/ward:21/precinct:16,421
ocd-division/country:us/state:ma/place:boston/ward:22/precinct:1,422
ocd-division/country:us/state:ma/place:boston/ward:22/precinct:2,423
ocd-division/country:us/state:ma/place:boston/ward:22/precinct:3,424
ocd-division/country:us/state:ma/place:boston/ward:22/precinct:4,425
ocd-division/country:us/state:ma/place:boston/ward:22/precinct:5,426
ocd-division/country:us/state:ma/place:boston/ward:22/precinct:6,427
ocd-division/country:us/state:ma/place:boston/ward:22/precinct:7,428
ocd-division/country:us/state:ma/place:boston/ward:22/precinct:8,429
ocd-division/country:us/state:ma/place:boston/ward:22/precinct:9,430
ocd-division/country:us/state:ma/place:boston/ward:22/precinct:10,431
ocd-division/country:us/state:ma/place:boston/ward:22/precinct:11,432
ocd-division/country:us/state:ma/place:boston/ward:22/precinct:12,433
ocd-division/country:us/state:ma/place:boston/ward:22/precinct:13,434
ocd-division/country:us/state:ma/place:bourne/precinct:1,435
ocd-division/country:us/state:ma/place:bourne/precinct:2,436
ocd-division/country:us/state:ma/place:bourne/precinct:3,437
ocd-division/country:us/state:ma/place:bourne/precinct:4,438
ocd-division/country:us/state:ma/place:bourne/precinct:5,439
ocd-division/country:us/state:ma/place:bourne/precinct:6,440
ocd-division/country:us/state:ma/place:bourne/precinct:7,441
ocd-division/country:us/state:ma/place:boxborough,442
